,Symbol,Name,Market,SecuGroup,Kind,ListingDate,DelistingDate,Reason,ArrantEnforceDate,ArrantEndDate,Industry,ParValue,ListingShares,ToSymbol,ToName
189,329050,구스앤홈,KONEX,주권,보통주,2019-07-12,2021-04-13,사업보고서 법정제출기한('21.3.31限)내 미제출,2021-04-02,2021-04-12,-,500.0,1230200,,
190,028040,미래SCI,KOSDAQ,주권,보통주,1996-07-27,2021-04-13,"최근 2년간 3회 이상 공시규정 제19조제1항의 규정에 의한 사업보고서, 반기보고서 또는 분기보고서 법정제출기한 내 미제출",2021-04-02,2021-04-12,유통,500.0,44979502,,
191,13176218,파인텍 10WR,KOSDAQ,신주인수권증권,보통주,2018-05-29,2021-04-13,신주인수권 행사기간 만료,,,,0.0,4480563,131760,파인텍
192,74701B8B,이지스239호 Class A,KOSPI,수익증권,보통주,2019-02-15,2021-04-12,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,48982545,139150,이지스자산운용
193,74701B96,이지스280호,KOSPI,수익증권,보통주,2019-08-28,2021-04-12,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,21999937,139150,이지스자산운용
194,12687219,뉴로스 11WR,KOSDAQ,신주인수권증권,보통주,2019-12-23,2021-04-05,기초주권의 관리종목 지정,2021-03-25,2021-04-02,,0.0,4428020,,
195,14107217,맥스로텍 2WR,KOSDAQ,신주인수권증권,보통주,2017-05-08,2021-04-05,기초주권의 관리종목 지정,2021-03-25,2021-04-02,,0.0,3291600,,
196,036260,이매진아시아,KOSDAQ,주권,보통주,1999-12-10,2021-02-15,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당,2021-02-02,2021-02-10,오락·문화,500.0,43778171,,
197,72504A3B,신한BNPP서울시지하철9호선4호,KOSPI,수익증권,보통주,2014-02-21,2021-02-09,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,25000000,047190,신한자산운용
198,278380,원바이오젠,KONEX,주권,보통주,2019-06-03,2021-02-09,피흡수합병,,,-,500.0,2394060,,
199,75602782,유경공모부동산2호ClassA,KOSPI,수익증권,보통주,2018-04-10,2021-02-04,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,98710113,,유경피에스지자산운용
200,75601782,유경공모부동산2호ClassF,KOSPI,수익증권,보통주,2018-04-10,2021-02-04,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,18789887,,유경피에스지자산운용
201,241510,이에스산업,KONEX,주권,보통주,2016-04-26,2021-01-26,지정자문인 선임계약 해지 후 30일 이내 미체결(2021.1.13 限),2021-01-15,2021-01-25,-,500.0,5983000,,
202,291210,한국제7호스팩,KOSDAQ,주권,보통주,2018-05-11,2021-01-15,상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동사유 미해소,2021-01-06,2021-01-14,금융,100.0,5060000,,
203,00263218,오리엔트바이오 14WR,KOSPI,신주인수권증권,보통주,2018-03-05,2021-01-14,신주인수권증권 행사기간 및 행사의 만료,,,,0.0,16477251,002630,오리엔트바이오
204,284610,TS트릴리온,KONEX,주권,보통주,2017-12-22,2020-12-30,피흡수합병,,,-,100.0,37657000,,
205,251960,엠에프엠코리아,KONEX,주권,보통주,2016-09-08,2020-12-30,피흡수합병,,,-,500.0,10719488,,
206,057500,SKC 솔믹스,KOSDAQ,주권,보통주,2001-12-26,2020-12-23,타법인의 완전자회사로 편입,,,반도체,500.0,61494040,,
207,12304216,엠에스오토텍 7WR,KOSDAQ,신주인수권증권,보통주,2016-02-05,2020-12-22,신주인수권 행사기간 만료,,,,0.0,65415,123040,엠에스오토텍
208,00102216,페이퍼코리아 3WR,KOSPI,신주인수권증권,보통주,2016-02-05,2020-12-22,신주인수권증권 행사기간 및 행사의 만료,,,,0.0,38470217,001020,페이퍼코리아
209,152330,코리아오토글라스,KOSPI,주권,보통주,2015-12-29,2020-12-18,해산 사유 발생,,,비금속,5000.0,20000000,,
210,003415,쌍용양회우,KOSPI,주권,구형우선주,1992-04-23,2020-12-03,신청에 의한 상장폐지,,,비금속,1000.0,1543685,,
211,7010177A,도쿄오피스1,KOSPI,수익증권,보통주,2017-10-24,2020-11-13,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,66001012,047240,한국투자신탁운용
212,271780,비엔에프코퍼레이션,KONEX,주권,보통주,2018-11-30,2020-11-05,상장폐지 신청('20.10.13),,,-,100.0,3230000,,
213,74701786,이지스196호 Class A,KOSPI,수익증권,보통주,2018-08-14,2020-11-02,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,64511693,139150,이지스자산운용
214,74701784,이지스187호,KOSPI,수익증권,보통주,2018-06-28,2020-10-06,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,33630530,139150,이지스자산운용
215,04320215,파루 6WR,KOSDAQ,신주인수권증권,보통주,2015-11-02,2020-09-24,신주인수권 행사기간 만료,,,,0.0,1998115,043200,파루
216,194510,파티게임즈,KOSDAQ,주권,보통주,2014-11-21,2020-09-09,감사의견거절(감사범위 제한),2020-09-07,2020-09-08,디지털컨텐츠,500.0,24488350,,
217,277480,신한제4호스팩,KOSDAQ,주권,보통주,2017-10-20,2020-08-20,상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,2020-08-10,2020-08-19,금융,100.0,6010000,,
218,204990,코썬바이오,KOSDAQ,주권,보통주,2016-12-09,2020-08-11,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,2020-07-31,2020-08-10,음식료·담배,500.0,31942923,,
219,228180,티씨엠생명과학,KONEX,주권,보통주,2015-10-22,2020-08-07,포괄적 주식교환에 따른 상장폐지 신청('20.7.17),,,-,500.0,3266470,,
220,70901789,대신하임1817호,KOSPI,수익증권,보통주,2018-10-26,2020-08-05,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,34400000,030660,대신자산운용
221,065940,바이오빌,KOSDAQ,주권,보통주,2003-01-07,2020-07-31,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),2020-07-22,2020-07-30,화학,500.0,43987186,,
222,281410,한국제6호스팩,KOSDAQ,주권,보통주,2017-12-21,2020-07-27,상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,2020-07-16,2020-07-24,금융,100.0,4510000,,
223,004200,고려개발,KOSPI,주권,보통주,1978-10-30,2020-07-21,해산 사유 발생,,,건설,5000.0,15219444,,
224,108790,인터파크,KOSDAQ,주권,보통주,2014-02-06,2020-07-16,피흡수합병,,,유통,500.0,33155480,,
225,002300,한국제지,KOSPI,주권,보통주,1971-06-23,2020-07-13,해산 사유 발생,,,종이·목재,5000.0,5004949,,
226,149940,모다,KOSDAQ,주권,보통주,2012-09-25,2020-07-10,감사의견거절(감사범위 제한),2020-07-08,2020-07-09,통신장비,500.0,21160409,,
227,279410,한화에이스스팩4호,KOSDAQ,주권,보통주,2017-11-27,2020-07-03,상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,2020-06-24,2020-07-02,금융,100.0,3495000,,
228,134780,화진,KOSDAQ,주권,보통주,2011-08-10,2020-07-02,감사의견거절(감사범위제한),2020-06-23,2020-07-01,운송장비·부품,500.0,12288743,,
229,099340,하나니켈1호,KOSPI,투자회사,보통주,2008-02-01,2020-07-01,존속기간 만료,,,기타금융,,22756200,,
230,099350,하나니켈2호,KOSPI,투자회사,보통주,2008-02-01,2020-07-01,존속기간 만료,,,기타금융,,3284000,,
231,005450,신한,KOSPI,주권,보통주,1978-07-28,2020-06-30,감사의견 의견거절 2년 계속,2020-06-19,2020-06-29,건설,5000.0,7022839,,
232,112240,에스에프씨,KOSDAQ,주권,보통주,2011-11-30,2020-06-30,감사의견 거절(감사범위 제한),2020-06-19,2020-06-29,화학,500.0,43981834,,
233,083370,동북아12호,KOSPI,선박투자회사,보통주,2005-08-29,2020-06-23,존속기간 만료,,,일반서비스,5000.0,1585660,,
234,276920,IBKS제7호스팩,KOSDAQ,주권,보통주,2017-11-10,2020-06-18,상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,2020-06-09,2020-06-17,금융,100.0,3650000,,
235,183350,LPK로보틱스,KONEX,주권,보통주,2013-10-11,2020-06-17,"외부감사인의 감사의견 거절(감사범위 제한), 감사의견 한정(감사범위 제한)",2020-06-08,2020-06-16,-,500.0,4698324,,
236,220250,카이노스메드,KONEX,주권,보통주,2015-09-10,2020-06-08,피흡수합병,,,-,500.0,14066238,,
237,72501B95,GIB더드림프리미어혼합자산1호(종A1),KOSPI,수익증권,보통주,2019-08-14,2020-06-01,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,66619832,047190,신한자산운용
238,72502B95,GIB더드림프리미어혼합자산1호(종C-r),KOSPI,수익증권,보통주,2019-08-14,2020-06-01,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,42512995,047190,신한자산운용
239,72503B95,GIB더드림프리미어혼합자산1호(종C-s),KOSPI,수익증권,보통주,2019-08-14,2020-06-01,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,200000,047190,신한자산운용
240,103130,웅진에너지,KOSPI,주권,보통주,2010-06-30,2020-06-01,감사의견 의견거절 2년 계속,2020-05-21,2020-05-29,전기·전자,5000.0,30947322,,
241,75601776,유경공모부동산1호ClassA,KOSPI,수익증권,보통주,2017-09-22,2020-05-22,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,44900000,,유경피에스지자산운용
242,75602776,유경공모부동산1호ClassF,KOSPI,수익증권,보통주,2017-09-22,2020-05-22,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,35100000,,유경피에스지자산운용
243,094190,이엘케이,KOSDAQ,주권,보통주,2007-10-29,2020-05-22,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),2020-05-13,2020-05-21,IT부품,500.0,72327965,,
244,900040,차이나그레이트,KOSDAQ,외국주권,보통주,2009-05-29,2020-05-22,"법정제출기한까지 사업보고서를 제출하지 아니한 후, 법정제출기한의 다음날부터 10일이내에 사업보고서를 제출하지 아니함 ",2020-05-13,2020-05-21,금융,0.1,125866557,,
245,030270,에스마크,KOSDAQ,주권,보통주,1997-01-17,2020-05-21,감사의견거절(감사범위제한 및 계속기업 존속 불확실),2020-05-12,2020-05-20,섬유·의류,500.0,7562701,,
246,054340,피앤텔,KOSDAQ,주권,보통주,2002-01-10,2020-05-21,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),2020-05-12,2020-05-20,IT부품,500.0,4031039,,
247,197210,리드,KOSDAQ,주권,보통주,2015-11-20,2020-05-14,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,2020-05-04,2020-05-13,반도체,500.0,25060166,,
248,205290,케미메디,KONEX,주권,보통주,2017-01-13,2020-05-13,외부감사인의 감사의견 의견거절(감사범위 제한),2020-04-29,2020-05-12,-,500.0,8159148,,
249,189540,씨티네트웍스,KONEX,주권,보통주,2013-12-24,2020-05-12,감사의견 거절(계속기업 존속능력에 대한 불확실성),2020-04-28,2020-05-11,-,500.0,2415990,,
250,083380,동북아13호,KOSPI,선박투자회사,보통주,2005-08-29,2020-05-04,존속기간 만료,,,일반서비스,5000.0,1585660,,
251,159650,하이골드8호,KOSPI,선박투자회사,보통주,2012-09-17,2020-04-27,감사의견 부적정,2020-04-16,2020-04-24,일반서비스,5000.0,14905929,,
252,027390,한화갤러리아타임월드,KOSPI,주권,보통주,1996-01-30,2020-04-16,지주회사(최대주주등)의 완전자회사화 등,,,유통,5000.0,6000131,,
253,02739218,한화갤러리아타임월드 23WR,KOSPI,신주인수권증권,보통주,2018-07-10,2020-04-16,주권의 상장폐지 또는 관리종목지정기준에 해당(신주인수권증권),,,,0.0,1153947,,
254,220110,드림티엔터테인먼트,KONEX,주권,보통주,2015-06-24,2020-04-10,사업보고서 법정제출기한('20.3.30限)내 미제출,2020-04-01,2020-04-09,-,200.0,10664262,,
255,123260,파인넥스,KOSDAQ,주권,보통주,2011-12-05,2020-04-10,"제28조제1항제9호에 따라 관리종목 지정 후 공시규정 제19조제1항에 따른 사업보고서 법정제출기한 내 미제출, 최근 2년간 3회 이상 공시규정 제19조제1항의 규정에 의한 사업보고서, 반기보고서 또는 분기보고서 법정제출기한 내 미제출",2020-04-01,2020-04-09,반도체,500.0,24015495,,
256,001799,대한제당3우B,KOSPI,주권,신형우선주,2010-04-09,2020-04-08,존속기간 만료,,,음식료·담배,2500.0,129656,001790,대한제당
257,7470177C,이지스161호,KOSPI,수익증권,보통주,2018-03-02,2020-03-26,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,30044685,139150,이지스자산운용
258,011160,두산건설,KOSPI,주권,보통주,1996-01-30,2020-03-24,지주회사(최대주주등)의 완전자회사화 등,,,건설,500.0,329897110,,
259,01116218,두산건설 4WR,KOSPI,신주인수권증권,보통주,2018-05-28,2020-03-24,주권의 상장폐지 또는 관리종목지정기준에 해당(신주인수권증권),,,,0.0,23281554,,
260,271740,한국제5호스팩,KOSDAQ,주권,보통주,2017-07-24,2020-03-03,상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,2020-02-21,2020-03-02,금융,100.0,4000000,,
261,311840,대원모방,KONEX,주권,보통주,2018-12-27,2020-02-27,지정자문인 선임계약 해지 후 30일 이내 미체결(2020.2.13 限),2020-02-18,2020-02-26,-,500.0,1593280,,
262,252370,유쎌,KONEX,주권,보통주,2016-09-29,2020-02-27,지정자문인 선임계약 해지 후 30일 이내 미체결(2020.2.13 限),2020-02-18,2020-02-26,-,500.0,1325000,,
263,73801A72,칸서스노을연료전지,KOSPI,수익증권,보통주,2017-04-21,2020-02-25,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,11400000,082410,칸서스
264,01116217,두산건설 3WR,KOSPI,신주인수권증권,보통주,2017-04-07,2020-02-24,신주인수권증권 행사기간 및 행사의 만료,,,,0.0,35628614,,
265,079440,오렌지라이프,KOSPI,주권,보통주,2017-05-11,2020-02-14,지주회사(최대주주등)의 완전자회사화 등,,,보험,1000.0,82000000,,
266,122800,썬텍,KOSDAQ,주권,보통주,2010-11-26,2020-02-12,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,2020-02-03,2020-02-11,금속,100.0,35153085,,
267,72503A3B,신한BNPP서울시지하철9호선3호,KOSPI,수익증권,보통주,2014-02-21,2020-02-11,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,25000000,047190,신한자산운용
268,74201B91,하나대체철원태양광특별자산1호,KOSPI,수익증권,보통주,2019-04-29,2020-01-30,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,5000000,138960,하나대체투자자산운용
269,077280,한컴지엠디,KOSDAQ,주권,보통주,2004-06-02,2020-01-16,피흡수합병,,,소프트웨어,500.0,11766339,,
270,265920,한화수성스팩,KOSDAQ,주권,보통주,2017-06-08,2020-01-15,상장예비심사 청구서 미제출로 관리종목 지정후 1개월 이내 동사유를 미해소,2020-01-06,2020-01-14,금융,100.0,4440000,,
271,265480,미래에셋대우스팩1호,KOSDAQ,주권,보통주,2017-05-26,2020-01-03,상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,2019-12-20,2020-01-02,금융,100.0,4840000,,
272,74701779,이지스부동산투자신탁145호,KOSPI,수익증권,보통주,2017-12-14,2020-01-02,수익증권 신탁기간의 만료 또는 전액 중도 환수,,,,1000.0,48004244,139150,이지스자산운용
273,1266001D,BGF에코머티리얼즈 12R,KOSDAQ,신주인수권증서,보통주,2023-07-21,2023-07-28,,,,,0.0,13491309,,
274,0791601D,CJ CGV 10R,KOSPI,신주인수권증서,보통주,2023-08-18,2023-08-25,,,,,0.0,67178531,,
275,0827401C,HSD엔진 8R,KOSPI,신주인수권증서,보통주,2022-07-14,2022-07-21,,,,,0.0,10303094,,
276,1196501D,KC코트렐 9R,KOSPI,신주인수권증서,보통주,2023-07-21,2023-07-28,,,,,0.0,14143271,,
277,3954001C,SK리츠 1R,KOSPI,신주인수권증서,보통주,2022-07-20,2022-07-27,,,,,0.0,41502733,,
278,3954001D,SK리츠 4R,KOSPI,신주인수권증서,보통주,2023-09-06,2023-09-13,,,,,0.0,73545986,,
279,0967701D,SK이노베이션 8R,KOSPI,신주인수권증서,보통주,2023-08-25,2023-09-01,,,,,0.0,6381570,,
280,0118101D,STX 44R,KOSPI,신주인수권증서,보통주,2023-11-23,2023-11-30,,,,,0.0,7332239,,
281,0005001C,가온전선 13R,KOSPI,신주인수권증서,보통주,2022-10-04,2022-10-12,,,,,0.0,2194425,,
282,0005001D,가온전선 14R,KOSPI,신주인수권증서,보통주,2023-11-30,2023-12-07,,,,,0.0,995101,,
283,2177301D,강스템바이오텍 24R,KOSDAQ,신주인수권증서,보통주,2023-10-12,2023-10-19,,,,,0.0,17989872,,
284,0539501C,경남제약 23R,KOSDAQ,신주인수권증서,보통주,2022-02-18,2022-02-25,,,,,0.0,10790918,,
285,1947001C,노바렉스 6R,KOSDAQ,신주인수권증서,보통주,2022-07-25,2022-08-01,,,,,0.0,893429,,
286,3769301D,노을 5R,KOSDAQ,신주인수권증서,보통주,2023-08-30,2023-09-06,,,,,0.0,7014621,,
287,0691401D,누리플랜 7R,KOSDAQ,신주인수권증서,보통주,2023-11-17,2023-11-24,,,,,0.0,5996109,,
288,0123401D,뉴인텍 18R,KOSDAQ,신주인수권증서,보통주,2023-07-24,2023-07-31,,,,,0.0,20789114,,
289,0682401C,다원시스 13R,KOSDAQ,신주인수권증서,보통주,2022-04-05,2022-04-12,,,,,0.0,2976019,,
290,0278301D,대성창투 7R,KOSDAQ,신주인수권증서,보통주,2023-05-31,2023-06-08,,,,,0.0,13993357,,
291,2903801C,대유 7R,KOSDAQ,신주인수권증서,보통주,2022-01-21,2022-01-28,,,,,0.0,7992590,,
292,0014401C,대한전선 55R,KOSPI,신주인수권증서,보통주,2022-02-18,2022-02-25,,,,,0.0,387777314,,
293,0340201C,두산중공업 44R,KOSPI,신주인수권증서,보통주,2022-01-21,2022-01-28,,,,,0.0,66063103,,
294,0798101D,디이엔티 18R,KOSDAQ,신주인수권증서,보통주,2023-08-16,2023-08-23,,,,,0.0,5979700,,
295,3156401D,딥노이드 8R,KOSDAQ,신주인수권증서,보통주,2023-09-21,2023-10-04,,,,,0.0,1489141,,
296,3477001D,라이프시맨틱스 5R,KOSDAQ,신주인수권증서,보통주,2023-11-21,2023-11-28,,,,,0.0,5429413,,
297,2941401D,레몬 5R,KOSDAQ,신주인수권증서,보통주,2023-09-18,2023-09-25,,,,,0.0,4883133,,
298,0111701C,롯데케미칼 6R,KOSPI,신주인수권증서,보통주,2023-01-04,2023-01-11,,,,,0.0,6767524,,
299,3281301D,루닛 46R,KOSDAQ,신주인수권증서,보통주,2023-10-17,2023-10-24,,,,,0.0,1821602,,
300,3770301C,맥스트 5R,KOSDAQ,신주인수권증서,보통주,2022-03-21,2022-03-28,,,,,0.0,1004216,,
301,0889801D,맥쿼리인프라 8R,KOSPI,신주인수권증서,보통주,2023-07-18,2023-07-25,,,,,0.0,30847278,,
302,2359801D,메드팩토 20R,KOSDAQ,신주인수권증서,보통주,2023-11-22,2023-11-29,,,,,0.0,12481209,,
303,0781601D,메디포스트 28R,KOSDAQ,신주인수권증서,보통주,2023-10-16,2023-10-23,,,,,0.0,13204550,,
304,2146101D,미코바이오메드 26R,KOSDAQ,신주인수권증서,보통주,2023-10-19,2023-10-26,,,,,0.0,17987487,,
305,3239901D,박셀바이오 20R,KOSDAQ,신주인수권증서,보통주,2023-10-17,2023-10-24,,,,,0.0,3895283,,
306,3102101D,보로노이 51R,KOSDAQ,신주인수권증서,보통주,2023-08-18,2023-08-25,,,,,0.0,1285031,,
307,0542201D,비츠로시스 24R,KOSDAQ,신주인수권증서,보통주,2023-03-23,2023-03-30,,,,,0.0,23991340,,
308,2079401C,삼성바이오로직스 3R,KOSPI,신주인수권증서,보통주,2022-03-23,2022-03-30,,,,,0.0,4339688,,
309,0112301D,삼화전자공업 13R,KOSPI,신주인수권증서,보통주,2023-11-22,2023-11-29,,,,,0.0,3831220,,
310,0024201C,세기상사 10R,KOSPI,신주인수권증서,보통주,2022-07-12,2022-07-19,,,,,0.0,1016176,,
311,1088601D,셀바스AI 15R,KOSDAQ,신주인수권증서,보통주,2023-06-05,2023-06-13,,,,,0.0,3954151,,
312,2083701D,셀바스헬스케어 15R,KOSDAQ,신주인수권증서,보통주,2023-05-31,2023-06-08,,,,,0.0,3988650,,
313,3363701C,솔루스첨단소재 12R,KOSPI,신주인수권증서,보통주,2022-04-21,2022-04-28,,,,,0.0,4481002,,
314,3363702C,솔루스첨단소재 13PR,KOSPI,신주인수권증서,보통주,2022-04-21,2022-04-28,,,,,0.0,1086069,,
315,2046301D,스튜디오산타클로스 26R,KOSDAQ,신주인수권증서,보통주,2023-05-26,2023-06-05,,,,,0.0,64972685,,
316,2939401C,신한알파리츠 6R,KOSPI,신주인수권증서,보통주,2022-03-23,2022-03-30,,,,,0.0,21492382,,
317,2939401D,신한알파리츠 7R,KOSPI,신주인수권증서,보통주,2023-04-05,2023-04-12,,,,,0.0,14262161,,
318,2970901C,씨에스베어링 4R,KOSDAQ,신주인수권증서,보통주,2022-05-23,2022-05-30,,,,,0.0,3908548,,
319,3116901D,씨제이바이오사이언스 17R,KOSDAQ,신주인수권증서,보통주,2023-07-26,2023-08-02,,,,,0.0,3229990,,
320,0920401D,아미코젠 16R,KOSDAQ,신주인수권증서,보통주,2023-11-10,2023-11-17,,,,,0.0,7688079,,
321,1230101C,아이윈플러스 44R,KOSDAQ,신주인수권증서,보통주,2022-07-06,2022-07-13,,,,,0.0,58997190,,
322,1752501C,아이큐어 15R,KOSDAQ,신주인수권증서,보통주,2022-11-18,2022-11-25,,,,,0.0,12310364,,
323,3478601C,알체라 7R,KOSDAQ,신주인수권증서,보통주,2022-10-13,2022-10-20,,,,,0.0,3970887,,
324,2174801C,에스디생명공학 16R,KOSDAQ,신주인수권증서,보통주,2022-09-22,2022-09-29,,,,,0.0,18994817,,
325,2980601D,에스씨엠생명과학 79R,KOSDAQ,신주인수권증서,보통주,2023-07-31,2023-08-07,,,,,0.0,4788928,,
326,0520201C,에스티큐브 27R,KOSDAQ,신주인수권증서,보통주,2022-04-26,2022-05-03,,,,,0.0,11495335,,
327,2986901C,에어부산 7R,KOSPI,신주인수권증서,보통주,2022-08-31,2022-09-07,,,,,0.0,49370012,,
328,0888001D,에이스테크 25R,KOSDAQ,신주인수권증서,보통주,2023-08-30,2023-09-06,,,,,0.0,24971922,,
329,0283001C,에이치엘비 86R,KOSDAQ,신주인수권증서,보통주,2022-11-16,2022-11-23,,,,,0.0,9499322,,
330,1285401C,에코캡 3R,KOSDAQ,신주인수권증서,보통주,2022-05-06,2022-05-13,,,,,0.0,5594430,,
331,2475401C,에코프로비엠 15R,KOSDAQ,신주인수권증서,보통주,2022-05-30,2022-06-08,,,,,0.0,1247167,,
332,0381101D,에코플라스틱 7R,KOSDAQ,신주인수권증서,보통주,2023-10-20,2023-10-27,,,,,0.0,6982674,,
333,0675701D,엔브이에이치코리아 10R,KOSDAQ,신주인수권증서,보통주,2023-07-06,2023-07-13,,,,,0.0,9337583,,
334,1834902B,엔지켐생명과학 33R,KOSDAQ,신주인수권증서,보통주,2022-02-03,2022-02-10,,,,,0.0,5285594,,
335,CYM0801D,엘브이엠씨홀딩스 10R,KOSPI,신주인수권증서,보통주,2023-02-09,2023-02-16,,,,,0.0,23489465,,
336,1561001D,엘앤케이바이오 24R,KOSDAQ,신주인수권증서,보통주,2023-07-04,2023-07-11,,,,,0.0,6514942,,
337,0327901D,엠젠솔루션 64R,KOSDAQ,신주인수권증서,보통주,2023-11-28,2023-12-05,,,,,0.0,9994033,,
338,0392001C,오스코텍 30R,KOSDAQ,신주인수권증서,보통주,2022-10-21,2022-10-28,,,,,0.0,6386115,,
339,0575401D,옴니시스템 14R,KOSDAQ,신주인수권증서,보통주,2023-06-26,2023-07-03,,,,,0.0,14988712,,
340,0664301C,와이오엠 69R,KOSDAQ,신주인수권증서,보통주,2022-12-05,2022-12-12,,,,,0.0,19996241,,
341,2178201D,원익피앤이 8R,KOSDAQ,신주인수권증서,보통주,2023-10-16,2023-10-23,,,,,0.0,4969941,,
342,1422101C,유니트론텍 7R,KOSDAQ,신주인수권증서,보통주,2022-05-16,2022-05-23,,,,,0.0,2993990,,
343,2630501C,유틸렉스 29R,KOSDAQ,신주인수권증서,보통주,2022-06-15,2022-06-22,,,,,0.0,6991798,,
344,0911201C,이엠텍 25R,KOSDAQ,신주인수권증서,보통주,2022-06-24,2022-07-01,,,,,0.0,1236849,,
345,3348901D,이지스밸류플러스리츠 5R,KOSPI,신주인수권증서,보통주,2023-07-07,2023-07-14,,,,,0.0,14696522,,
346,1893001D,인텔리안테크 15R,KOSDAQ,신주인수권증서,보통주,2023-06-20,2023-06-27,,,,,0.0,1481320,,
347,0207601C,일진디스플레이 20R,KOSPI,신주인수권증서,보통주,2022-02-11,2022-02-21,,,,,0.0,13627320,,
348,2541201D,자비스 11R,KOSDAQ,신주인수권증서,보통주,2023-04-14,2023-04-21,,,,,0.0,6494837,,
349,0957001C,제넥신 149R,KOSDAQ,신주인수권증서,보통주,2022-12-15,2022-12-22,,,,,0.0,5750084,,
350,3489501C,제이알글로벌리츠 4R,KOSPI,신주인수권증서,보통주,2022-06-28,2022-07-05,,,,,0.0,31766270,,
351,0895901C,제주항공 16R,KOSPI,신주인수권증서,보통주,2022-10-18,2022-10-25,,,,,0.0,21747204,,
352,2290001D,젠큐릭스 25R,KOSDAQ,신주인수권증서,보통주,2023-03-28,2023-04-04,,,,,0.0,6470246,,
353,0516301C,진양화학 6R,KOSPI,신주인수권증서,보통주,2022-07-21,2022-07-28,,,,,0.0,3797973,,
354,2846201C,카이노스메드 42R,KOSDAQ,신주인수권증서,보통주,2022-08-12,2022-08-22,,,,,0.0,5594048,,
355,1196501C,케이씨코트렐 8R,KOSPI,신주인수권증서,보통주,2022-12-02,2022-12-09,,,,,0.0,16475538,,
356,0922201D,케이이씨 14R,KOSPI,신주인수권증서,보통주,2023-06-02,2023-06-12,,,,,0.0,55964468,,
357,3571201C,코람코에너지리츠 3R,KOSPI,신주인수권증서,보통주,2022-04-01,2022-04-08,,,,,0.0,18910367,,
358,0050701D,코스모신소재 38R,KOSPI,신주인수권증서,보통주,2023-10-20,2023-10-27,,,,,0.0,1542749,,
359,0054201C,코스모화학 29R,KOSPI,신주인수권증서,보통주,2022-05-25,2022-06-02,,,,,0.0,2694852,,
360,0054201D,코스모화학 31R,KOSPI,신주인수권증서,보통주,2023-09-26,2023-10-10,,,,,0.0,2827690,,
361,0030701C,코오롱글로벌 42PR,KOSPI,신주인수권증서,보통주,2022-11-16,2022-11-23,,,,,0.0,715102,,
362,1218501C,코이즈 13R,KOSDAQ,신주인수권증서,보통주,2022-05-06,2022-05-13,,,,,0.0,2990469,,
363,1218502C,코이즈 14R,KOSDAQ,신주인수권증서,보통주,2022-12-02,2022-12-09,,,,,0.0,10990122,,
364,3527701D,클리노믹스 10R,KOSDAQ,신주인수권증서,보통주,2023-07-17,2023-07-24,,,,,0.0,7790776,,
365,0918101C,티웨이항공 22R,KOSPI,신주인수권증서,보통주,2022-04-01,2022-04-08,,,,,0.0,39965118,,
366,0010201D,페이퍼코리아 46R,KOSPI,신주인수권증서,보통주,2023-08-22,2023-08-29,,,,,0.0,241354553,,
