,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
0,005930,KR7005930003,삼성전자,KOSPI,,327000,2,-12500,-3.68,331000,335500,325500,4833679,1590377592750,1911733104816000,5846278608,STK
1,000660,KR7000660001,SK하이닉스,KOSPI,,2591000,2,-82000,-3.07,2636000,2655000,2580000,751648,1969638655000,1846611827715000,712702365,STK
2,402340,KR7402340004,SK스퀘어,KOSPI,,1634000,2,-86000,-5.0,1670000,1702000,1630000,165832,274446129000,215620002724000,131958386,STK
3,005935,KR7005931001,삼성전자우,KOSPI,,211500,2,-9000,-4.08,214000,215000,208000,500985,105707066000,169701509434500,802371203,STK
4,009150,KR7009150004,삼성전기,KOSPI,,2090000,1,97000,4.87,2059000,2129000,1999000,157568,326932960000,156109824640000,74693696,STK
5,005380,KR7005380001,현대차,KOSPI,,475000,2,-5500,-1.14,480000,480000,463000,150540,71015771500,97259938850000,204757766,STK
6,032830,KR7032830002,삼성생명,KOSPI,,409500,2,-23000,-5.32,420000,420000,400000,49074,20201731500,81900000000000,200000000,STK
7,373220,KR7373220003,LG에너지솔루션,KOSPI,,344000,1,12500,3.77,336000,347000,334000,34484,11731414500,80496000000000,234000000,STK
8,028260,KR7028260008,삼성물산,KOSPI,,476000,2,-18500,-3.74,498000,501000,470000,126981,61208344500,77191768556000,162167581,STK
9,207940,KR7207940008,삼성바이오로직스,KOSPI,,1366000,1,23000,1.71,1358000,1389000,1358000,5219,7156259500,63233439066000,46290951,STK
10,329180,KR7329180004,HD현대중공업,KOSPI,,567000,1,3000,0.53,567000,570000,549000,37473,21027743500,59513014575000,104961225,STK
11,034730,KR7034730002,SK,KOSPI,,779000,2,-36000,-4.42,815000,819000,773000,48743,38488511500,56479605637000,72502703,STK
12,034020,KR7034020008,두산에너빌리티,KOSPI,,83800,1,2700,3.33,80400,84100,79600,658768,53906357800,53679024034800,640561146,STK
13,012450,KR7012450003,한화에어로스페이스,KOSPI,,1021000,1,10000,0.99,1013000,1032000,1001000,20042,20377577500,52646232421000,51563401,STK
14,000270,KR7000270009,기아,KOSPI,,134600,2,-700,-0.52,135400,135400,132100,84832,11357079350,52549589530800,390412998,STK
15,105560,KR7105560007,KB금융,KOSPI,,147600,2,-1700,-1.14,149400,149400,146900,154075,22830902850,52351909538400,354687734,STK
16,055550,KR7055550008,신한지주,KOSPI,,92900,1,1300,1.42,91300,93200,90900,186388,17128912100,44095390136900,474654361,STK
17,012330,KR7012330007,현대모비스,KOSPI,,476000,2,-10500,-2.16,480000,480000,462500,57908,27314730500,43188709508000,90732583,STK
18,006400,KR7006400006,삼성SDI,KOSPI,,484500,1,29500,6.48,468500,487000,459500,112355,52939858250,39043689285000,80585530,STK
19,068270,KR7068270008,셀트리온,KOSPI,,171100,1,5200,3.13,168000,171500,167900,53484,9081514000,37921468580400,221633364,STK
20,267260,KR7267260008,HD현대일렉트릭,KOSPI,,954000,1,71000,8.04,944000,980000,915000,37178,35420823500,34388966790000,36047135,STK
21,010120,KR7010120004,LS ELECTRIC,KOSPI,,216500,1,13500,6.65,216500,224000,210500,237941,51795955500,32475000000000,150000000,STK
22,035420,KR7035420009,NAVER,KOSPI,,197800,1,1400,0.71,198300,198500,191700,181431,35441822450,31032380730400,156887668,STK
23,066570,KR7066570003,LG전자,KOSPI,,189600,2,-6300,-3.22,195600,195700,186100,180044,34191128800,30882927364800,162884638,STK
24,086790,KR7086790003,하나금융지주,KOSPI,,110600,1,900,0.82,111800,112000,109100,66862,7384231650,30345072928800,274367748,STK
