,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
0,005930,KR7005930003,삼성전자,KOSPI,,182400,2,-6600,-3.49,185500,185900,178900,22687464,4142009290550,1079741956972800,5919637922,STK
1,000660,KR7000660001,SK하이닉스,KOSPI,,946000,2,-49000,-4.92,965000,973000,931000,2920074,2780345516000,674216437290000,712702365,STK
2,005935,KR7005931001,삼성전자우,KOSPI,,127500,2,-6100,-4.57,130200,130700,124600,2869414,368030208300,104036769660000,815974664,STK
3,005380,KR7005380001,현대차,KOSPI,,490750,2,-10250,-2.05,496000,499500,486000,597711,294342636250,100484873664500,204757766,STK
4,373220,KR7373220003,LG에너지솔루션,KOSPI,,385500,2,-8500,-2.16,392500,393000,384000,144645,56162586000,90207000000000,234000000,STK
5,402340,KR7402340004,SK스퀘어,KOSPI,,573000,2,-32000,-5.29,592000,594000,563000,362488,208293301000,75685916895000,132087115,STK
6,207940,KR7207940008,삼성바이오로직스,KOSPI,,1598000,1,13000,0.82,1608000,1619000,1582000,16744,26736912000,73972939698000,46290951,STK
7,012450,KR7012450003,한화에어로스페이스,KOSPI,,1379000,2,-21000,-1.5,1425000,1425000,1373000,98214,137809859000,71105929979000,51563401,STK
8,034020,KR7034020008,두산에너빌리티,KOSPI,,101400,2,-1200,-1.17,103000,104200,99600,1743739,177224233900,64952900204400,640561146,STK
9,000270,KR7000270009,기아,KOSPI,,155700,2,-2200,-1.39,156500,158000,154300,500295,77889448250,60787303788600,390412998,STK
10,105560,KR7105560007,KB금융,KOSPI,,152300,1,2900,1.94,149500,153400,149000,599720,90932425900,56785124296500,372850455,STK
11,329180,KR7329180004,HD현대중공업,KOSPI,,514000,2,-9000,-1.72,529000,529000,510000,105831,54992363500,53950069650000,104961225,STK
12,028260,KR7028260008,삼성물산,KOSPI,,278000,2,-11000,-3.81,289000,294000,276000,181258,51448379250,47253479232000,169976544,STK
13,068270,KR7068270008,셀트리온,KOSPI,,203500,3,0,0.0,204500,207750,201500,283875,58018301500,47018321113500,231048261,STK
14,032830,KR7032830002,삼성생명,KOSPI,,225500,2,-2000,-0.88,229000,229000,222500,174352,39239167750,45100000000000,200000000,STK
15,055550,KR7055550008,신한지주,KOSPI,,93700,1,1600,1.74,93100,94600,92200,564362,52777290300,44475113625700,474654361,STK
16,042660,KR7042660001,한화오션,KOSPI,,126000,1,1300,1.04,129300,130300,124700,695804,88813449700,38608087644000,306413394,STK
17,006800,KR7006800007,미래에셋증권,KOSPI,,67000,2,-300,-0.45,69700,69800,65700,2795875,188318825850,37206199336000,555316408,STK
18,012330,KR7012330007,현대모비스,KOSPI,,398500,2,-3500,-0.87,402000,402000,393500,112930,44931867500,36156934325500,90732583,STK
19,267260,KR7267260008,HD현대일렉트릭,KOSPI,,973000,2,-19000,-1.92,991000,1006000,960000,51510,50573464000,35073862355000,36047135,STK
20,009150,KR7009150004,삼성전기,KOSPI,,458000,1,3500,0.77,450500,466000,448000,319995,146192690250,34209712768000,74693696,STK
21,035420,KR7035420009,NAVER,KOSPI,,213250,2,-2250,-1.04,216500,218500,212000,225177,48343166750,33448825053500,156852638,STK
22,006400,KR7006400006,삼성SDI,KOSPI,,402000,2,-2000,-0.5,402000,413500,397500,277695,112521112250,32395383060000,80585530,STK
23,010130,KR7010130003,고려아연,KOSPI,,1541000,2,-52000,-3.26,1593000,1593000,1521000,10342,16066555500,32165245229000,20872969,STK
24,086790,KR7086790003,하나금융지주,KOSPI,,109200,1,500,0.46,109700,110500,108000,468009,51190715700,30393178888800,278325814,STK
25,015760,KR7015760002,한국전력,KOSPI,,46050,2,-400,-0.86,46400,46700,45550,940905,43378409775,29562445745850,641964077,STK
