,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId,lateInfoMsgCd
0,005930,KR7005930003,삼성전자,KOSPI,,253000,1,4500,1.81,248000,254000,247500,11604547,2919125097527,1482031627128000,5846278608,STK,ME006
1,000660,KR7000660001,SK하이닉스,KOSPI,,1750000,1,60000,3.55,1686000,1760000,1686000,2800342,4845774940794,1284936070035000,730492365,STK,ME006
2,005935,KR7005931001,삼성전자우,KOSPI,,193700,1,6600,3.53,187200,195900,186100,3537091,683774942250,156141436103800,802371203,STK,ME006
3,402340,KR7402340004,SK스퀘어,KOSPI,,1015000,1,15000,1.5,1002000,1020000,988000,373662,375968935300,134562477960000,131923998,STK,ME006
4,009150,KR7009150004,삼성전기,KOSPI,,1369000,1,52000,3.95,1310000,1383000,1305000,424458,574650368000,103151994176000,74693696,STK,ME006
5,373220,KR7373220003,LG에너지솔루션,KOSPI,,366000,1,500,0.14,362000,376000,361500,297970,110007859250,85878000000000,234000000,STK,ME006
6,005380,KR7005380001,현대차,KOSPI,,362000,2,-5000,-1.36,365000,367000,359000,476207,172061735250,74122311292000,204757766,STK,ME006
7,207940,KR7207940008,삼성바이오로직스,KOSPI,,1401000,2,-11000,-0.78,1415000,1415000,1394000,33292,46689840000,65223949959000,46290951,STK,ME006
8,105560,KR7105560007,KB금융,KOSPI,,176600,1,800,0.46,173100,177200,173100,991001,174168788850,62673322597800,354687734,STK,ME006
9,028260,KR7028260008,삼성물산,KOSPI,,351000,1,4000,1.15,342500,355500,342000,233302,81772279000,57326239883500,162167581,STK,ME006
10,032830,KR7032830002,삼성생명,KOSPI,,283500,2,-2000,-0.7,285500,287000,282000,259024,73609710500,56700000000000,200000000,STK,ME006
11,012450,KR7012450003,한화에어로스페이스,KOSPI,,1052000,2,-11000,-1.03,1068000,1079000,1040000,114928,121405802500,54399388055000,51563401,STK,ME006
12,034020,KR7034020008,두산에너빌리티,KOSPI,,83800,2,-2400,-2.78,86200,86300,83500,2086079,175866230950,53679024034800,640561146,STK,ME006
13,055550,KR7055550008,신한지주,KOSPI,,111900,2,-300,-0.27,110500,112500,110400,788716,88133337350,52625371791900,469450239,STK,ME006
14,000270,KR7000270009,기아,KOSPI,,121000,2,-800,-0.66,121800,121900,120000,523113,63226253000,47122848858600,390412998,STK,ME006
15,329180,KR7329180004,HD현대중공업,KOSPI,,443000,2,-10500,-2.32,451000,454500,440000,150674,67128883500,46235419612500,104961225,STK,ME006
16,006400,KR7006400006,삼성SDI,KOSPI,,542000,2,-5000,-0.91,540000,559000,532000,299948,163527885000,43838528320000,80585530,STK,ME006
17,068270,KR7068270008,셀트리온,KOSPI,,177200,2,-300,-0.17,178800,178800,176200,256301,45467204750,41219763587200,232617176,STK,ME006
18,034730,KR7034730002,SK,KOSPI,,549000,2,-1000,-0.18,548000,554000,538000,97373,53230791500,39948989353000,72502703,STK,ME006
19,086790,KR7086790003,하나금융지주,KOSPI,,136800,2,-800,-0.58,137400,137800,135400,569057,77748821850,37041586697000,270969910,STK,ME006
20,012330,KR7012330007,현대모비스,KOSPI,,383000,2,-11500,-2.92,392000,394000,380000,294764,112994872250,34401284055000,89820585,STK,ME006
21,066570,KR7066570003,LG전자,KOSPI,,199600,2,-2400,-1.19,199400,200500,197100,380090,75636728600,32576927600000,162884638,STK,ME006
22,035420,KR7035420009,NAVER,KOSPI,,201500,2,-4500,-2.18,203000,203500,200000,519428,104719007750,30647015353500,152094369,STK,ME006
23,010120,KR7010120004,LS ELECTRIC,KOSPI,,198200,1,3500,1.8,197200,200500,195100,396775,78422987700,29910000000000,150000000,STK,ME006
24,000810,KR7000810002,삼성화재,KOSPI,,659000,2,-2000,-0.3,658000,665000,652000,61686,40642327500,29511979653000,44647473,STK,ME006
25,316140,KR7316140003,우리금융지주,KOSPI,,36150,2,-200,-0.55,36350,36600,35650,2176619,78478282725,26745352019100,736786557,STK,ME006
26,298040,KR7298040007,효성중공업,KOSPI,,2794000,1,105000,3.9,2720000,2834000,2690000,38836,108013354500,26164681688000,9324548,STK,ME006
27,005490,KR7005490008,POSCO홀딩스,KOSPI,,326000,2,-6000,-1.81,328500,334000,325000,154858,50733316250,25872358565500,79241527,STK,ME006
28,267260,KR7267260008,HD현대일렉트릭,KOSPI,,706000,1,6000,0.86,711000,719000,700000,99579,70434359632,25485324445000,36047135,STK,ME006
29,042660,KR7042660001,한화오션,KOSPI,,81800,2,-600,-0.73,82800,82900,81100,463953,37903303750,24911408932200,306413394,STK,ME006
30,010130,KR7010130003,고려아연,KOSPI,,1133000,2,-5000,-0.44,1133000,1141000,1120000,11061,12509856500,23669946846000,20872969,STK,ME006
31,009540,KR7009540006,HD한국조선해양,KOSPI,,332500,2,-6500,-1.92,339500,341500,330000,162882,54346527750,23532061070000,70773116,STK,ME006
32,096770,KR7096770003,SK이노베이션,KOSPI,,136600,2,-5100,-3.6,140300,142800,135600,508529,70390268450,23041895004400,169052788,STK,ME006
33,000150,KR7000150003,두산,KOSPI,,1384000,1,95000,7.37,1297000,1397000,1273000,84644,114622203500,22460849145000,16193835,STK,ME006
34,042700,KR7042700005,한미반도체,KOSPI,,225000,1,2500,1.12,220500,226500,215500,486585,107499463250,21540557200000,95312200,STK,ME006
35,138040,KR7138040001,메리츠금융지주,KOSPI,,125300,2,-1200,-0.95,127700,127700,124000,189672,23757085700,20918409125000,167347273,STK,ME006
36,015760,KR7015760002,한국전력,KOSPI,,31050,2,-300,-0.96,31500,31550,30800,1065149,33025657700,19804591775450,641964077,STK,ME006
37,011200,KR7011200003,HMM,KOSPI,,20400,2,-250,-1.21,20700,20750,20250,738375,15087196975,19194892689500,943237970,STK,ME006
38,051910,KR7051910008,LG화학,KOSPI,,271000,2,-500,-0.18,268000,280000,267500,170099,46462717000,19130524953000,70592343,STK,ME006
