,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId,lateInfoMsgCd
0,005930,KR7005930003,삼성전자,KOSPI,,285000,1,8500,3.07,284500,285500,281000,20269138,5756507746990,1669112542584000,5846278608,STK,ME006
1,000660,KR7000660001,SK하이닉스,KOSPI,,1862000,1,22000,1.2,1899000,1900000,1836000,2899329,5390261230143,1360176783630000,730492365,STK,ME006
2,005935,KR7005931001,삼성전자우,KOSPI,,220000,1,8500,4.02,217000,220000,216500,5383614,1178760674446,176521664660000,802371203,STK,ME006
3,402340,KR7402340004,SK스퀘어,KOSPI,,1181000,1,48000,4.24,1179000,1196000,1161000,957818,1126042267813,156989557620000,131923998,STK,ME006
4,009150,KR7009150004,삼성전기,KOSPI,,1499000,1,13000,0.87,1543000,1544000,1472000,486302,728779907000,112563399872000,74693696,STK,ME006
5,373220,KR7373220003,LG에너지솔루션,KOSPI,,351500,1,1000,0.29,353500,359000,349500,221144,78129240500,82251000000000,234000000,STK,ME006
6,005380,KR7005380001,현대차,KOSPI,,356000,2,-4500,-1.25,364000,365500,352000,541625,192523499250,71925404922000,203466492,STK,ME006
7,207940,KR7207940008,삼성바이오로직스,KOSPI,,1371000,2,-20000,-1.44,1390000,1394000,1360000,38637,52975867168,63233439066000,46290951,STK,ME006
8,105560,KR7105560007,KB금융,KOSPI,,173800,2,-1900,-1.08,176000,176900,172300,677109,117688702000,61431915528800,354687734,STK,ME006
9,028260,KR7028260008,삼성물산,KOSPI,,367000,3,0,0.0,374000,379500,365000,271296,100473668500,59515502227000,162167581,STK,ME006
10,032830,KR7032830002,삼성생명,KOSPI,,293500,1,2500,0.86,297500,299000,291500,221691,65339482000,58900000000000,200000000,STK,ME006
11,012450,KR7012450003,한화에어로스페이스,KOSPI,,1026000,2,-31000,-2.93,1057000,1062000,1015000,137454,141421605500,52646232421000,51563401,STK,ME006
12,034020,KR7034020008,두산에너빌리티,KOSPI,,82600,2,-3900,-4.51,86100,86100,80500,4458331,367060190700,52333845628200,640561146,STK,ME006
13,055550,KR7055550008,신한지주,KOSPI,,110300,2,-2900,-2.56,112800,113300,109100,892616,98419896350,51310911122700,469450239,STK,ME006
14,329180,KR7329180004,HD현대중공업,KOSPI,,442500,2,-13000,-2.85,451500,451500,438000,186762,82606018750,46287900225000,104961225,STK,ME006
15,000270,KR7000270009,기아,KOSPI,,115900,2,-2600,-2.19,119100,119800,115000,791240,91857402200,45053659969200,390412998,STK,ME006
16,034730,KR7034730002,SK,KOSPI,,606000,1,18000,3.06,600000,618000,591000,128189,77330363000,44299151533000,72502703,STK,ME006
17,006400,KR7006400006,삼성SDI,KOSPI,,520000,2,-9000,-1.7,529000,529000,510000,364439,189197090000,41985061130000,80585530,STK,ME006
18,068270,KR7068270008,셀트리온,KOSPI,,178000,2,-500,-0.28,179000,179700,176800,288873,51341084800,41266287022400,232617176,STK,ME006
19,086790,KR7086790003,하나금융지주,KOSPI,,133500,2,-2500,-1.84,135800,136700,132100,646681,86176117820,36066095021000,270969910,STK,ME006
20,066570,KR7066570003,LG전자,KOSPI,,209500,2,-7000,-3.23,215500,216000,207000,537464,113047231000,34042889342000,162884638,STK,ME006
21,012330,KR7012330007,현대모비스,KOSPI,,367500,2,-5000,-1.34,379000,379500,365000,183604,67850773750,33009064987500,89820585,STK,ME006
22,010120,KR7010120004,LS ELECTRIC,KOSPI,,206000,2,-6000,-2.83,214500,214500,203000,321103,66351701250,30825000000000,150000000,STK,ME006
23,035420,KR7035420009,NAVER,KOSPI,,195700,2,-5300,-2.64,201000,201500,194000,1132715,222388304250,29612773644300,152094369,STK,ME006
24,000810,KR7000810002,삼성화재,KOSPI,,648000,2,-7000,-1.07,652000,656000,644000,59528,38557351000,28931562504000,44647473,STK,ME006
25,298040,KR7298040007,효성중공업,KOSPI,,2887000,2,-14000,-0.48,2950000,2950000,2828000,27024,77706607000,27003891008000,9324548,STK,ME006
26,316140,KR7316140003,우리금융지주,KOSPI,,35450,2,-300,-0.84,35850,36250,35200,1389708,49422219625,26045404789950,736786557,STK,ME006
27,267260,KR7267260008,HD현대일렉트릭,KOSPI,,710000,2,-4000,-0.56,722000,723000,701000,69776,49375597000,25521371580000,36047135,STK,ME006
28,096770,KR7096770003,SK이노베이션,KOSPI,,148800,1,7800,5.53,143000,151100,142100,988472,147063965650,25222675969600,169052788,STK,ME006
29,005490,KR7005490008,POSCO홀딩스,KOSPI,,311500,2,-6000,-1.89,319000,320000,309000,190616,59538882750,24683735660500,79241527,STK,ME006
