,Code,Name,Market,Sector,Industry,Products,ListingDate,SettleMonth,Representative,HomePage,Region
149,009070,KCTC,KOSPI,,,,,,,,
150,009440,KC그린홀딩스,KOSPI,,,,,,,,
151,112190,KC산업,KONEX,일반기업부,,,,,,,
152,119650,KC코트렐,KOSPI,,,,,,,,
153,044180,KD,KOSDAQ,관리종목(소속부없음),,,,,,,
154,092220,KEC,KOSPI,,,,,,,,
155,003620,KG모빌리티,KOSPI,,,,,,,,
156,016380,KG스틸,KOSPI,,,,,,,,
157,151860,KG에코솔루션,KOSDAQ,우량기업부,,,,,,,
158,035600,KG이니시스,KOSDAQ,우량기업부,,,,,,,
159,001390,KG케미칼,KOSPI,,,,,,,,
160,046440,KG파이낸셜,KOSDAQ,우량기업부,,,,,,,
161,060720,KH바텍,KOSDAQ,중견기업부,,,,,,,
162,001940,KISCO홀딩스,KOSPI,,,,,,,,
163,058400,KNN,KOSDAQ,우량기업부,,,,,,,
164,025000,KPX케미칼,KOSPI,,,,,,,,
165,092230,KPX홀딩스,KOSPI,,,,,,,,
166,000040,KR모터스,KOSPI,,,,,,,,
167,044450,KSS해운,KOSPI,,,,,,,,
168,101000,KS인더스트리,KOSDAQ,중견기업부,,,,,,,
169,030200,KT,KOSPI,,,,,,,,
170,033780,KT&G,KOSPI,,,,,,,,
171,058850,KTcs,KOSPI,,,,,,,,
172,058860,KTis,KOSPI,,,,,,,,
173,089600,KT나스미디어,KOSDAQ,우량기업부,,,,,,,
174,418470,KT밀리의서재,KOSDAQ,우량기업부,,,,,,,
175,043610,KT지니뮤직,KOSDAQ,중견기업부,,,,,,,
176,122450,KX,KOSDAQ,중견기업부,,,,,,,
177,052900,KX하이텍,KOSDAQ,우량기업부,,,,,,,
178,036560,KZ정밀,KOSDAQ,우량기업부,,,,,,,
179,061970,LB세미콘,KOSDAQ,중견기업부,,,,,,,
180,309960,LB인베스트먼트,KOSDAQ,중견기업부,,,,,,,
181,093050,LF,KOSPI,,,,,,,,
182,003550,LG,KOSPI,,,,,,,,
183,034220,LG디스플레이,KOSPI,,,,,,,,
184,051900,LG생활건강,KOSPI,,,,,,,,
185,051905,LG생활건강우,KOSPI,,,,,,,,
186,064400,LG씨엔에스,KOSPI,,,,,,,,
187,373220,LG에너지솔루션,KOSPI,,,,,,,,
188,003555,LG우,KOSPI,,,,,,,,
189,032640,LG유플러스,KOSPI,,,,,,,,
190,011070,LG이노텍,KOSPI,,,,,,,,
191,066570,LG전자,KOSPI,,,,,,,,
192,066575,LG전자우,KOSPI,,,,,,,,
193,037560,LG헬로비전,KOSPI,,,,,,,,
194,051910,LG화학,KOSPI,,,,,,,,
195,051915,LG화학우,KOSPI,,,,,,,,
196,079550,LIG디펜스앤에어로스페이스,KOSPI,,,,,,,,
197,073490,LIG아큐버,KOSDAQ,우량기업부,,,,,,,
198,225190,LK삼양,KOSDAQ,중견기업부,,,,,,,
199,006260,LS,KOSPI,,,,,,,,
200,010120,LS ELECTRIC,KOSPI,,,,,,,,
201,000680,LS네트웍스,KOSPI,,,,,,,,
202,060370,LS마린솔루션,KOSDAQ,우량기업부,,,,,,,
203,417200,LS머트리얼즈,KOSDAQ,중견기업부,,,,,,,
204,229640,LS에코에너지,KOSPI,,,,,,,,
205,078020,LS증권,KOSDAQ,우량기업부,,,,,,,
206,322180,LS티라유텍,KOSDAQ,벤처기업부,,,,,,,
207,108320,LX세미콘,KOSPI,,,,,,,,
208,001120,LX인터내셔널,KOSPI,,,,,,,,
209,108670,LX하우시스,KOSPI,,,,,,,,
210,108675,LX하우시스우,KOSPI,,,,,,,,
211,383800,LX홀딩스,KOSPI,,,,,,,,
212,38380K,LX홀딩스1우,KOSPI,,,,,,,,
213,476080,M83,KOSDAQ,중견기업부,,,,,,,
214,086960,MDS테크,KOSDAQ,우량기업부,,,,,,,
215,023150,MH에탄올,KOSPI,,,,,,,,
216,035420,NAVER,KOSPI,,,,,,,,
217,036570,NC,KOSPI,,,,,,,,
218,160550,NEW,KOSDAQ,중견기업부,,,,,,,
219,053290,NE능률,KOSDAQ,중견기업부,,,,,,,
220,181710,NHN,KOSPI,,,,,,,,
221,060250,NHN KCP,KOSDAQ,우량기업부,,,,,,,
222,104200,NHN벅스,KOSDAQ,중견기업부,,,,,,,
223,054050,NH농우바이오,KOSDAQ,우량기업부,,,,,,,
224,400760,NH올원리츠,KOSPI,,,,,,,,
225,005940,NH투자증권,KOSPI,,,,,,,,
226,005945,NH투자증권우,KOSPI,,,,,,,,
227,338100,NH프라임리츠,KOSPI,,,,,,,,
228,034310,NICE,KOSPI,,,,,,,,
229,063570,NICE인프라,KOSDAQ,우량기업부,,,,,,,
230,030190,NICE평가정보,KOSPI,,,,,,,,
231,008260,NI스틸,KOSPI,,,,,,,,
232,004250,NPC,KOSPI,,,,,,,,
233,004255,NPC우,KOSPI,,,,,,,,
234,222160,NPX,KOSDAQ,관리종목(소속부없음),,,,,,,
235,456040,OCI,KOSPI,,,,,,,,
236,010060,OCI홀딩스,KOSPI,,,,,,,,
237,178920,PI첨단소재,KOSPI,,,,,,,,
238,001340,PKC,KOSPI,,,,,,,,
239,024940,PN풍년,KOSDAQ,벤처기업부,,,,,,,
240,005490,POSCO홀딩스,KOSPI,,,,,,,,
241,332570,PS일렉트로닉스,KOSDAQ,우량기업부,,,,,,,
242,218410,RFHIC,KOSDAQ,우량기업부,,,,,,,
243,327260,RF머트리얼즈,KOSDAQ,벤처기업부,,,,,,,
244,474610,RF시스템즈,KOSDAQ,벤처기업부,,,,,,,
245,091340,S&K폴리텍,KOSDAQ,중견기업부,,,,,,,
246,010950,S-Oil,KOSPI,,,,,,,,
247,010955,S-Oil우,KOSPI,,,,,,,,
248,419530,SAMG엔터,KOSDAQ,기술성장기업부,,,,,,,
249,019550,SBI인베스트먼트,KOSDAQ,중견기업부,,,,,,,
250,034120,SBS,KOSPI,,,,,,,,
251,003080,SB성보,KOSPI,,,,,,,,
252,246960,SCL사이언스,KOSDAQ,기술성장기업부,,,,,,,
253,099220,SDN,KOSDAQ,중견기업부,,,,,,,
254,036540,SFA반도체,KOSDAQ,중견기업부,,,,,,,
255,255220,SG,KOSDAQ,중견기업부,,,,,,,
256,040610,SG&G,KOSDAQ,중견기업부,,,,,,,
257,184230,SGA솔루션즈,KOSDAQ,벤처기업부,,,,,,,
258,016250,SGC E&C,KOSDAQ,중견기업부,,,,,,,
259,005090,SGC에너지,KOSPI,,,,,,,,
260,001380,SG글로벌,KOSPI,,,,,,,,
261,004060,SG세계물산,KOSPI,,,,,,,,
262,001770,SHD,KOSPI,,,,,,,,
263,002360,SH에너지화학,KOSPI,,,,,,,,
264,009160,SIMPAC,KOSPI,,,,,,,,
265,033530,SJG세종,KOSPI,,,,,,,,
266,123700,SJM,KOSPI,,,,,,,,
267,025530,SJM홀딩스,KOSPI,,,,,,,,
268,034730,SK,KOSPI,,,,,,,,
269,357880,SKAI,KOSDAQ,기술성장기업부,,,,,,,
270,011790,SKC,KOSPI,,,,,,,,
271,018670,SK가스,KOSPI,,,,,,,,
272,001740,SK네트웍스,KOSPI,,,,,,,,
273,006120,SK디스커버리,KOSPI,,,,,,,,
274,006125,SK디스커버리우,KOSPI,,,,,,,,
275,210980,SK디앤디,KOSPI,,,,,,,,
276,395400,SK리츠,KOSPI,,,,,,,,
277,302440,SK바이오사이언스,KOSPI,,,,,,,,
278,326030,SK바이오팜,KOSPI,,,,,,,,
279,402340,SK스퀘어,KOSPI,,,,,,,,
280,260870,SK시그넷,KONEX,일반기업부,,,,,,,
281,361610,SK아이이테크놀로지,KOSPI,,,,,,,,
282,100090,SK오션플랜트,KOSPI,,,,,,,,
283,03473K,SK우,KOSPI,,,,,,,,
284,096770,SK이노베이션,KOSPI,,,,,,,,
285,096775,SK이노베이션우,KOSPI,,,,,,,,
286,475150,SK이터닉스,KOSPI,,,,,,,,
287,001510,SK증권,KOSPI,,,,,,,,
288,001515,SK증권우,KOSPI,,,,,,,,
289,285130,SK케미칼,KOSPI,,,,,,,,
290,28513K,SK케미칼우,KOSPI,,,,,,,,
291,017670,SK텔레콤,KOSPI,,,,,,,,
292,000660,SK하이닉스,KOSPI,,,,,,,,
293,048550,SM C&C,KOSDAQ,중견기업부,,,,,,,
294,063440,SM Life Design,KOSDAQ,중견기업부,,,,,,,
295,003570,SNT다이내믹스,KOSPI,,,,,,,,
296,064960,SNT모티브,KOSPI,,,,,,,,
297,100840,SNT에너지,KOSPI,,,,,,,,
298,036530,SNT홀딩스,KOSPI,,,,,,,,
299,067160,SOOP,KOSDAQ GLOBAL,우량기업부,,,,,,,
300,000390,SP삼화,KOSPI,,,,,,,,
301,011810,STX,KOSPI,,,,,,,,
302,465770,STX그린로지스,KOSPI,,,,,,,,
303,077970,STX엔진,KOSPI,,,,,,,,
304,002820,SUN&L,KOSPI,,,,,,,,
305,289080,SV인베스트먼트,KOSDAQ,중견기업부,,,,,,,
306,002170,SYTS,KOSPI,,,,,,,,
307,041930,SY동아,KOSDAQ,우량기업부,,,,,,,
308,084870,TBH글로벌,KOSPI,,,,,,,,
309,002710,TCC스틸,KOSPI,,,,,,,,
310,013720,THE CUBE&,KOSDAQ,중견기업부,,,,,,,
311,089230,THE E&M,KOSDAQ,중견기업부,,,,,,,
312,032540,TJ미디어,KOSDAQ,우량기업부,,,,,,,
313,069260,TKG휴켐스,KOSPI,,,,,,,,
314,007980,TP,KOSPI,,,,,,,,
315,048770,TPC로보틱스,KOSDAQ,벤처기업부,,,,,,,
316,246690,TS인베스트먼트,KOSDAQ,중견기업부,,,,,,,
317,317240,TS트릴리온,KOSDAQ,벤처기업부,,,,,,,
318,002900,TYM,KOSPI,,,,,,,,
319,024070,WISCOM,KOSPI,,,,,,,,
320,057030,YBM넷,KOSDAQ,중견기업부,,,,,,,
321,037270,YG PLUS,KOSPI,,,,,,,,
322,040300,YTN,KOSDAQ,중견기업부,,,,,,,
323,051390,YW,KOSDAQ,중견기업부,,,,,,,
324,052220,iMBC,KOSDAQ,중견기업부,,,,,,,
325,139130,iM금융지주,KOSPI,,,,,,,,
326,079940,가비아,KOSDAQ,우량기업부,,,,,,,
327,078890,가온그룹,KOSDAQ,중견기업부,,,,,,,
328,000500,가온전선,KOSPI,,,,,,,,
329,399720,가온칩스,KOSDAQ,벤처기업부,,,,,,,
330,296520,가이아코퍼레이션,KONEX,일반기업부,,,,,,,
331,036620,감성코퍼레이션,KOSDAQ,우량기업부,,,,,,,
332,000860,강남제비스코,KOSPI,,,,,,,,
333,198440,강동씨앤엘,KOSDAQ,중견기업부,,,,,,,
334,217730,강스템바이오텍,KOSDAQ,기술성장기업부,,,,,,,
335,035250,강원랜드,KOSPI,,,,,,,,
336,114190,강원에너지,KOSDAQ,중견기업부,,,,,,,
337,094480,갤럭시아머니트리,KOSDAQ,우량기업부,,,,,,,
338,011420,갤럭시아에스엠,KOSPI,,,,,,,,
339,039240,경남스틸,KOSDAQ,우량기업부,,,,,,,
340,053950,경남제약,KOSDAQ,중견기업부,,,,,,,
341,002100,경농,KOSPI,,,,,,,,
342,009450,경동나비엔,KOSPI,,,,,,,,
343,267290,경동도시가스,KOSPI,,,,,,,,
344,012320,경동인베스트,KOSPI,,,,,,,,
345,011040,경동제약,KOSDAQ,중견기업부,,,,,,,
346,000050,경방,KOSPI,,,,,,,,
347,214390,경보제약,KOSPI,,,,,,,,
348,012610,경인양행,KOSPI,,,,,,,,
349,009140,경인전자,KOSPI,,,,,,,,
350,024910,경창산업,KOSDAQ,중견기업부,,,,,,,
351,013580,계룡건설,KOSPI,,,,,,,,
352,012200,계양전기,KOSPI,,,,,,,,
353,012205,계양전기우,KOSPI,,,,,,,,
354,002140,고려산업,KOSPI,,,,,,,,
355,049720,고려신용정보,KOSDAQ,우량기업부,,,,,,,
356,010130,고려아연,KOSPI,,,,,,,,
357,002240,고려제강,KOSPI,,,,,,,,
358,014570,고려제약,KOSDAQ,중견기업부,,,,,,,
359,348150,고바이오랩,KOSDAQ,기술성장기업부,,,,,,,
360,950190,고스트스튜디오,KOSDAQ,외국기업(소속부없음),,,,,,,
361,098460,고영,KOSDAQ,우량기업부,,,,,,,
362,035290,골드앤에스,KOSDAQ,중견기업부,,,,,,,
363,215000,골프존,KOSDAQ GLOBAL,우량기업부,,,,,,,
364,121440,골프존홀딩스,KOSDAQ,우량기업부,,,,,,,
365,366030,공구우먼,KOSDAQ,중견기업부,,,,,,,
366,009290,광동제약,KOSPI,,,,,,,,
367,086220,광동헬스바이오,KONEX,일반기업부,,,,,,,
368,017040,광명전기,KOSPI,,,,,,,,
369,029480,광무,KOSDAQ,중견기업부,,,,,,,
370,017900,광전자,KOSPI,,,,,,,,
371,037710,광주신세계,KOSPI,,,,,,,,
372,026910,광진실업,KOSDAQ,관리종목(소속부없음),,,,,,,
373,465320,교보15호스팩,KOSDAQ,SPAC(소속부없음),,,,,,,
374,482520,교보16호스팩,KOSDAQ,SPAC(소속부없음),,,,,,,
375,489210,교보17호스팩,KOSDAQ,SPAC(소속부없음),,,,,,,
376,0041B0,교보18호스팩,KOSDAQ,SPAC(소속부없음),,,,,,,
377,0098T0,교보19호스팩,KOSDAQ,SPAC(소속부없음),,,,,,,
378,0132G0,교보20호스팩,KOSDAQ,SPAC(소속부없음),,,,,,,
379,030610,교보증권,KOSPI,,,,,,,,
380,339770,교촌에프앤비,KOSPI,,,,,,,,
381,053270,구영테크,KOSDAQ,우량기업부,,,,,,,
382,007690,국도화학,KOSPI,,,,,,,,
383,066620,국보디자인,KOSDAQ,우량기업부,,,,,,,
384,043650,국순당,KOSDAQ,중견기업부,,,,,,,
385,006050,국영지앤엠,KOSDAQ,중견기업부,,,,,,,
386,060480,국일신동,KOSDAQ,중견기업부,,,,,,,
387,078130,국일제지,KOSDAQ,중견기업부,,,,,,,
388,307750,국전,KOSDAQ,중견기업부,,,,,,,
389,002720,국제약품,KOSPI,,,,,,,,
390,035080,그래디언트,KOSDAQ,중견기업부,,,,,,,
391,318060,그래피,KOSDAQ,기술성장기업부,,,,,,,
392,453450,그리드위즈,KOSDAQ,중견기업부,,,,,,,
393,204020,그리티,KOSDAQ,우량기업부,,,,,,,
394,0015G0,그린광학,KOSDAQ,기술성장기업부,,,,,,,
395,402490,그린리소스,KOSDAQ,기술성장기업부,,,,,,,
396,114450,그린생명과학,KOSDAQ,벤처기업부,,,,,,,
397,083420,그린케미칼,KOSPI,,,,,,,,
398,186230,그린플러스,KOSDAQ,벤처기업부,,,,,,,
399,014530,극동유화,KOSPI,,,,,,,,
400,900070,글로벌에스엠,KOSDAQ,외국기업(소속부없음),,,,,,,
401,204620,글로벌텍스프리,KOSDAQ,우량기업부,,,,,,,
402,019660,글로본,KOSDAQ,중견기업부,,,,,,,
403,014280,금강공업,KOSPI,,,,,,,,
404,014285,금강공업우,KOSPI,,,,,,,,
405,053260,금강철강,KOSDAQ,우량기업부,,,,,,,
406,008870,금비,KOSPI,,,,,,,,
407,001570,금양,KOSPI,,,,,,,,
408,282720,금양그린파워,KOSDAQ,중견기업부,,,,,,,
409,002990,금호건설,KOSPI,,,,,,,,
410,002995,금호건설우,KOSPI,,,,,,,,
411,011780,금호석유화학,KOSPI,,,,,,,,
412,011785,금호석유화학우,KOSPI,,,,,,,,
413,214330,금호에이치티,KOSPI,,,,,,,,
414,001210,금호전기,KOSPI,,,,,,,,
415,073240,금호타이어,KOSPI,,,,,,,,
416,036190,금화피에스시,KOSDAQ,우량기업부,,,,,,,
417,049080,기가레인,KOSDAQ,벤처기업부,,,,,,,
418,420770,기가비스,KOSDAQ,우량기업부,,,,,,,
419,035460,기산텔레콤,KOSDAQ,벤처기업부,,,,,,,
420,092440,기신정기,KOSPI,,,,,,,,
421,000270,기아,KOSPI,,,,,,,,
422,024110,기업은행,KOSPI,,,,,,,,
423,013700,까뮤이앤씨,KOSPI,,,,,,,,
424,004540,깨끗한나라,KOSPI,,,,,,,,
425,004545,깨끗한나라우,KOSPI,,,,,,,,
426,407400,꿈비,KOSDAQ,벤처기업부,,,,,,,
427,187790,나노,KOSDAQ,벤처기업부,,,,,,,
428,121600,나노신소재,KOSDAQ,우량기업부,,,,,,,
429,286750,나노실리칸첨단소재,KOSDAQ,투자주의환기종목(소속부없음),,,,,,,
430,247660,나노씨엠에스,KOSDAQ,기술성장기업부,,,,,,,
431,039860,나노엔텍,KOSDAQ,중견기업부,,,,,,,
432,091970,나노캠텍,KOSDAQ,중견기업부,,,,,,,
433,417010,나노팀,KOSDAQ,벤처기업부,,,,,,,
434,244880,나눔테크,KONEX,일반기업부,,,,,,,
435,405920,나라셀라,KOSDAQ,중견기업부,,,,,,,
436,478340,나라스페이스테크놀로지,KOSDAQ,기술성장기업부,,,,,,,
437,051490,나라엠앤디,KOSDAQ,우량기업부,,,,,,,
438,137080,나래나노텍,KOSDAQ,중견기업부,,,,,,,
439,190510,나무가,KOSDAQ,우량기업부,,,,,,,
440,242040,나무기술,KOSDAQ,기술성장기업부,,,,,,,
441,293580,나우IB,KOSDAQ,중견기업부,,,,,,,
442,459510,나우로보틱스,KOSDAQ,기술성장기업부,,,,,,,
443,138610,나이벡,KOSDAQ,기술성장기업부,,,,,,,
444,130580,나이스디앤비,KOSDAQ,우량기업부,,,,,,,
445,036800,나이스정보통신,KOSDAQ,우량기업부,,,,,,,
446,267320,나인테크,KOSDAQ,벤처기업부,,,,,,,
447,001260,남광토건,KOSPI,,,,,,,,
448,008350,남선알미늄,KOSPI,,,,,,,,
449,008355,남선알미우,KOSPI,,,,,,,,
450,004270,남성,KOSPI,,,,,,,,
451,003920,남양유업,KOSPI,,,,,,,,
452,003925,남양유업우,KOSPI,,,,,,,,
453,025860,남해화학,KOSPI,,,,,,,,
454,111710,남화산업,KOSDAQ,중견기업부,,,,,,,
455,091590,남화토건,KOSDAQ,중견기업부,,,,,,,
456,168330,내츄럴엔도텍,KOSDAQ,투자주의환기종목(소속부없음),,,,,,,
457,094860,네오리진,KOSDAQ,중견기업부,,,,,,,
458,253590,네오셈,KOSDAQ,우량기업부,,,,,,,
459,212560,네오오토,KOSDAQ,우량기업부,,,,,,,
460,095660,네오위즈,KOSDAQ,우량기업부,,,,,,,
461,042420,네오위즈홀딩스,KOSDAQ,우량기업부,,,,,,,
462,950220,네오이뮨텍,KOSDAQ,기술성장기업부,,,,,,,
463,311390,네오크레마,KOSDAQ,벤처기업부,,,,,,,
464,085910,네오티스,KOSDAQ,중견기업부,,,,,,,
465,092730,네오팜,KOSDAQ,우량기업부,,,,,,,
466,153460,네이블,KOSDAQ,중견기업부,,,,,,,
467,007390,네이처셀,KOSDAQ,중견기업부,,,,,,,
468,033640,네패스,KOSDAQ,중견기업부,,,,,,,
469,330860,네패스아크,KOSDAQ,중견기업부,,,,,,,
470,351320,넥사다이내믹스,KOSDAQ,중견기업부,,,,,,,
471,005720,넥센,KOSPI,,,,,,,,
472,005725,넥센우,KOSPI,,,,,,,,
473,002350,넥센타이어,KOSPI,,,,,,,,
474,002355,넥센타이어1우B,KOSPI,,,,,,,,
475,089140,넥스턴앤롤코리아,KOSDAQ,벤처기업부,,,,,,,
476,389650,넥스트바이오메디컬,KOSDAQ,기술성장기업부,,,,,,,
477,137940,넥스트아이,KOSDAQ,중견기업부,,,,,,,
478,396270,넥스트칩,KOSDAQ,벤처기업부,,,,,,,
479,348210,넥스틴,KOSDAQ GLOBAL,우량기업부,,,,,,,
480,092790,넥스틸,KOSPI,,,,,,,,
481,225570,넥슨게임즈,KOSDAQ,중견기업부,,,,,,,
482,205500,넥써쓰,KOSDAQ,중견기업부,,,,,,,
483,217270,넵튠,KOSDAQ,중견기업부,,,,,,,
484,251270,넷마블,KOSPI,,,,,,,,
485,317860,노드메이슨,KONEX,일반기업부,,,,,,,
486,104620,노랑풍선,KOSDAQ,중견기업부,,,,,,,
487,090350,노루페인트,KOSPI,,,,,,,,
488,090355,노루페인트우,KOSPI,,,,,,,,
489,000320,노루홀딩스,KOSPI,,,,,,,,
490,000325,노루홀딩스우,KOSPI,,,,,,,,
491,473980,노머스,KOSDAQ,기술성장기업부,,,,,,,
492,194700,노바렉스,KOSDAQ,우량기업부,,,,,,,
493,285490,노바텍,KOSDAQ,벤처기업부,,,,,,,
494,145170,노브랜드,KOSDAQ,중견기업부,,,,,,,
495,229500,노브메타파마,KONEX,일반기업부,,,,,,,
496,106520,노블엠앤비,KOSDAQ,투자주의환기종목(소속부없음),,,,,,,
497,376930,노을,KOSDAQ,기술성장기업부,,,,,,,
498,486990,노타,KOSDAQ,기술성장기업부,,,,,,,
499,006280,녹십자,KOSPI,,,,,,,,
500,142280,녹십자엠에스,KOSDAQ,중견기업부,,,,,,,
501,234690,녹십자웰빙,KOSDAQ,우량기업부,,,,,,,
502,005250,녹십자홀딩스,KOSPI,,,,,,,,
503,005257,녹십자홀딩스2우,KOSPI,,,,,,,,
504,004370,농심,KOSPI,,,,,,,,
505,072710,농심홀딩스,KOSPI,,,,,,,,
506,069140,누리플랜,KOSDAQ,벤처기업부,,,,,,,
507,040160,누리플렉스,KOSDAQ,중견기업부,,,,,,,
508,332290,누보,KOSDAQ,벤처기업부,,,,,,,
509,348340,뉴로메카,KOSDAQ,기술성장기업부,,,,,,,
510,380550,뉴로핏,KOSDAQ,기술성장기업부,,,,,,,
511,060260,뉴보텍,KOSDAQ,벤처기업부,,,,,,,
512,463020,뉴엔AI,KOSDAQ,기술성장기업부,,,,,,,
513,123840,뉴온,KOSDAQ,투자주의환기종목(소속부없음),,,,,,,
514,012340,뉴인텍,KOSDAQ,투자주의환기종목(소속부없음),,,,,,,
515,462310,뉴키즈온,KOSDAQ,중견기업부,,,,,,,
516,270870,뉴트리,KOSDAQ,중견기업부,,,,,,,
517,144960,뉴파워프라즈마,KOSDAQ,우량기업부,,,,,,,
518,085670,뉴프렉스,KOSDAQ,우량기업부,,,,,,,
519,064260,다날,KOSDAQ,중견기업부,,,,,,,
520,340360,다보링크,KOSDAQ,투자주의환기종목(소속부없음),,,,,,,
521,039560,다산네트웍스,KOSDAQ,중견기업부,,,,,,,
522,208860,다산디엠씨,KOSDAQ,벤처기업부,,,,,,,
523,154040,다산솔루에타,KOSDAQ,중견기업부,,,,,,,
524,058730,다스코,KOSPI,,,,,,,,
525,030210,다올투자증권,KOSPI,,,,,,,,
526,023590,다우기술,KOSPI,,,,,,,,
527,032190,다우데이타,KOSDAQ,우량기업부,,,,,,,
528,323350,다원넥스뷰,KOSDAQ,기술성장기업부,,,,,,,
529,068240,다원시스,KOSDAQ,관리종목(소속부없음),,,,,,,
530,145210,다이나믹디자인,KOSPI,,,,,,,,
531,290660,다이나믹솔루션,KOSDAQ,기술성장기업부,,,,,,,
532,483650,달바글로벌,KOSPI,,,,,,,,
533,464580,닷밀,KOSDAQ,기술성장기업부,,,,,,,
534,019680,대교,KOSPI,,,,,,,,
535,019685,대교우B,KOSPI,,,,,,,,
536,006370,대구백화점,KOSPI,,,,,,,,
537,008060,대덕,KOSPI,,,,,,,,
538,00806K,대덕1우,KOSPI,,,,,,,,
539,353200,대덕전자,KOSPI,,,,,,,,
540,35320K,대덕전자1우,KOSPI,,,,,,,,
541,000490,대동,KOSPI,,,,,,,,
542,178600,대동고려삼,KONEX,일반기업부,,,,,,,
543,020400,대동금속,KOSDAQ,중견기업부,,,,,,,
544,008830,대동기어,KOSDAQ,중견기업부,,,,,,,
545,048470,대동스틸,KOSDAQ,중견기업부,,,,,,,
546,004780,대륙제관,KOSDAQ,우량기업부,,,,,,,
547,005750,대림바스,KOSPI,,,,,,,,
548,017650,대림제지,KOSDAQ,우량기업부,,,,,,,
549,006570,대림통상,KOSPI,,,,,,,,
550,389260,대명에너지,KOSDAQ,우량기업부,,,,,,,
551,317850,대모,KOSDAQ,벤처기업부,,,,,,,
552,290670,대보마그네틱,KOSDAQ,중견기업부,,,,,,,
553,078140,대봉엘에스,KOSDAQ,우량기업부,,,,,,,
554,065150,대산F&B,KOSDAQ,관리종목(소속부없음),,,,,,,
555,001680,대상,KOSPI,,,,,,,,
556,001685,대상우,KOSPI,,,,,,,,
557,084690,대상홀딩스,KOSPI,,,,,,,,
558,084695,대상홀딩스우,KOSPI,,,,,,,,
559,036480,대성미생물,KOSDAQ,중견기업부,,,,,,,
560,128820,대성산업,KOSPI,,,,,,,,
561,117580,대성에너지,KOSPI,,,,,,,,
562,027830,대성창투,KOSDAQ,중견기업부,,,,,,,
563,129920,대성하이텍,KOSDAQ,벤처기업부,,,,,,,
564,016710,대성홀딩스,KOSPI,,,,,,,,
565,471050,대신밸런스제17호스팩,KOSDAQ,SPAC(소속부없음),,,,,,,
566,482690,대신밸런스제19호스팩,KOSDAQ,SPAC(소속부없음),,,,,,,
567,0134X0,대신밸런스제20호스팩,KOSDAQ,SPAC(소속부없음),,,,,,,
568,0030R0,대신밸류리츠,KOSPI,,,,,,,,
569,020180,대신정보통신,KOSDAQ,중견기업부,,,,,,,
570,003540,대신증권,KOSPI,,,,,,,,
571,003547,대신증권2우B,KOSPI,,,,,,,,
572,003545,대신증권우,KOSPI,,,,,,,,
573,045390,대아티아이,KOSDAQ,우량기업부,,,,,,,
574,009190,대양금속,KOSPI,,,,,,,,
575,108380,대양전기공업,KOSDAQ,우량기업부,,,,,,,
576,014160,대영포장,KOSPI,,,,,,,,
577,047040,대우건설,KOSPI,,,,,,,,
578,003090,대웅,KOSPI,,,,,,,,
579,069620,대웅제약,KOSPI,,,,,,,,
580,007680,대원,KOSDAQ,중견기업부,,,,,,,
581,000430,대원강업,KOSPI,,,,,,,,
582,048910,대원미디어,KOSDAQ,우량기업부,,,,,,,
583,005710,대원산업,KOSDAQ,우량기업부,,,,,,,
584,006340,대원전선,KOSPI,,,,,,,,
585,006345,대원전선우,KOSPI,,,,,,,,
586,003220,대원제약,KOSPI,,,,,,,,
587,024890,대원화성,KOSPI,,,,,,,,
588,120240,대정화금,KOSDAQ,우량기업부,,,,,,,
589,003310,대주산업,KOSDAQ,우량기업부,,,,,,,
590,114920,대주이엔티,KONEX,일반기업부,,,,,,,
591,078600,대주전자재료,KOSDAQ,우량기업부,,,,,,,
592,393970,대진첨단소재,KOSDAQ,관리종목(소속부없음),,,,,,,
593,012800,대창,KOSPI,,,,,,,,
594,015230,대창단조,KOSPI,,,,,,,,
595,096350,대창솔루션,KOSDAQ,벤처기업부,,,,,,,
596,140520,대창스틸,KOSDAQ,중견기업부,,,,,,,
597,131220,대한과학,KOSDAQ,벤처기업부,,,,,,,
598,010170,대한광통신,KOSDAQ,중견기업부,,,,,,,
599,054670,대한뉴팜,KOSDAQ,우량기업부,,,,,,,
600,001070,대한방직,KOSPI,,,,,,,,
601,023910,대한약품,KOSDAQ,우량기업부,,,,,,,
602,006650,대한유화,KOSPI,,,,,,,,
603,001440,대한전선,KOSPI,,,,,,,,
604,084010,대한제강,KOSPI,,,,,,,,
605,001790,대한제당,KOSPI,,,,,,,,
606,001795,대한제당우,KOSPI,,,,,,,,
607,001130,대한제분,KOSPI,,,,,,,,
608,439260,대한조선,KOSPI,,,,,,,,
609,003490,대한항공,KOSPI,,,,,,,,
610,003495,대한항공우,KOSPI,,,,,,,,
611,005880,대한해운,KOSPI,,,,,,,,
612,003830,대한화섬,KOSPI,,,,,,,,
613,016090,대현,KOSPI,,,,,,,,
614,069460,대호에이엘,KOSPI,,,,,,,,
615,021040,대호특수강,KOSDAQ,중견기업부,,,,,,,
616,021045,대호특수강우,KOSDAQ,중견기업부,,,,,,,
617,067080,대화제약,KOSDAQ,중견기업부,,,,,,,
618,298540,더네이쳐홀딩스,KOSDAQ,우량기업부,,,,,,,
619,032860,더라미,KOSDAQ,중견기업부,,,,,,,
620,475560,더본코리아,KOSPI,,,,,,,,
621,192080,더블유게임즈,KOSPI,,,,,,,,
