,Code,Name,Market,Sector,Industry,Products,ListingDate,SettleMonth,Representative,HomePage,Region
74,001250,GS글로벌,KOSPI,,,,,,,,
75,007070,GS리테일,KOSPI,,,,,,,,
76,078935,GS우,KOSPI,,,,,,,,
77,499790,GS피앤엘,KOSPI,,,,,,,,
78,297890,HB솔루션,KOSDAQ,우량기업부,,,,,,,
79,440290,HB인베스트먼트,KOSDAQ,중견기업부,,,,,,,
80,078150,HB테크놀러지,KOSDAQ,우량기업부,,,,,,,
81,225530,HC보광산업,KOSDAQ,우량기업부,,,,,,,
82,060560,HC홈센타,KOSDAQ,중견기업부,,,,,,,
83,012630,HDC,KOSPI,,,,,,,,
84,039570,HDC랩스,KOSPI,,,,,,,,
85,089470,HDC현대EP,KOSPI,,,,,,,,
86,267270,HD건설기계,KOSPI,,,,,,,,
87,009540,HD한국조선해양,KOSPI,,,,,,,,
88,267250,HD현대,KOSPI,,,,,,,,
89,443060,HD현대마린솔루션,KOSPI,,,,,,,,
90,071970,HD현대마린엔진,KOSPI,,,,,,,,
91,322000,HD현대에너지솔루션,KOSPI,,,,,,,,
92,267260,HD현대일렉트릭,KOSPI,,,,,,,,
93,329180,HD현대중공업,KOSPI,,,,,,,,
94,376270,HEM파마,KOSDAQ,기술성장기업부,,,,,,,
95,097230,HJ중공업,KOSPI,,,,,,,,
96,195940,HK이노엔,KOSDAQ GLOBAL,우량기업부,,,,,,,
97,014790,HL D&I,KOSPI,,,,,,,,
98,028300,HLB,KOSDAQ,중견기업부,,,,,,,
99,003580,HLB글로벌,KOSPI,,,,,,,,
100,278650,HLB바이오스텝,KOSDAQ,중견기업부,,,,,,,
101,067630,HLB생명과학,KOSDAQ,투자주의환기종목(소속부없음),,,,,,,
102,024850,HLB이노베이션,KOSDAQ,중견기업부,,,,,,,
103,187420,HLB제넥스,KOSDAQ,기술성장기업부,,,,,,,
104,047920,HLB제약,KOSDAQ,기술성장기업부,,,,,,,
105,115450,HLB테라퓨틱스,KOSDAQ,중견기업부,,,,,,,
106,046210,HLB파나진,KOSDAQ,벤처기업부,,,,,,,
107,196300,HLB펩,KOSDAQ,관리종목(소속부없음),,,,,,,
108,204320,HL만도,KOSPI,,,,,,,,
109,060980,HL홀딩스,KOSPI,,,,,,,,
110,011200,HMM,KOSPI,,,,,,,,
111,403870,HPSP,KOSDAQ GLOBAL,우량기업부,,,,,,,
112,036640,HRS,KOSDAQ,우량기업부,,,,,,,
113,035000,HS애드,KOSPI,,,,,,,,
114,002460,HS화성,KOSPI,,,,,,,,
115,487570,HS효성,KOSPI,,,,,,,,
116,298050,HS효성첨단소재,KOSPI,,,,,,,,
117,467930,IBKS제23호스팩,KOSDAQ,SPAC(소속부없음),,,,,,,
118,469480,IBKS제24호스팩,KOSDAQ,SPAC(소속부없음),,,,,,,
119,0099X0,IBKS제25호스팩,KOSDAQ,SPAC(소속부없음),,,,,,,
120,015360,INVENI,KOSPI,,,,,,,,
121,294870,IPARK현대산업개발,KOSPI,,,,,,,,
122,095340,ISC,KOSDAQ GLOBAL,우량기업부,,,,,,,
123,175330,JB금융지주,KOSPI,,,,,,,,
124,204210,JK리버스톤리츠,KOSPI,,,,,,,,
125,950170,JTC,KOSDAQ,외국기업(소속부없음),,,,,,,
126,234080,JW생명과학,KOSPI,,,,,,,,
127,067290,JW신약,KOSDAQ,중견기업부,,,,,,,
128,001060,JW중외제약,KOSPI,,,,,,,,
129,001067,JW중외제약2우B,KOSPI,,,,,,,,
130,001065,JW중외제약우,KOSPI,,,,,,,,
131,096760,JW홀딩스,KOSPI,,,,,,,,
132,035900,JYP Ent.,KOSDAQ GLOBAL,우량기업부,,,,,,,
133,318000,KBG,KOSDAQ,벤처기업부,,,,,,,
134,008970,KBI동양철관,KOSPI,,,,,,,,
135,024840,KBI메탈,KOSDAQ,중견기업부,,,,,,,
136,105560,KB금융,KOSPI,,,,,,,,
137,415640,KB발해인프라,KOSPI,,,,,,,,
138,432320,KB스타리츠,KOSPI,,,,,,,,
139,024120,KB오토시스,KOSDAQ,중견기업부,,,,,,,
140,464680,KB제27호스팩,KOSDAQ,관리종목(소속부없음),,,,,,,
141,478390,KB제29호스팩,KOSDAQ,SPAC(소속부없음),,,,,,,
142,486630,KB제30호스팩,KOSDAQ,SPAC(소속부없음),,,,,,,
143,492220,KB제31호스팩,KOSDAQ,SPAC(소속부없음),,,,,,,
144,0037T0,KB제32호스팩,KOSDAQ,SPAC(소속부없음),,,,,,,
145,0072Z0,KB제33호스팩,KOSDAQ,SPAC(소속부없음),,,,,,,
146,002380,KCC,KOSPI,,,,,,,,
147,021320,KCC건설,KOSDAQ,우량기업부,,,,,,,
148,344820,KCC글라스,KOSPI,,,,,,,,
