Date,Close,UpDown,Comp,Change,Open,High,Low,Volume,Amount,MarCap
2009-01-02,339.76,1,7.71,0.0232,337.38,339.77,335.86,399781883,847340297685,47278858483920.0
2009-01-05,342.77,1,3.01,0.0089,344.69,345.19,342.57,590002730,1229842499740,47773579159050.0
2009-01-06,348.41,1,5.64,0.0165,345.74,350.76,345.73,672012154,1422015090965,48568496592785.0
2009-01-07,356.13,1,7.72,0.0222,352.07,356.3,351.88,642212044,1554378808070,49740638679015.0
2009-01-08,356.52,1,0.39,0.0011,352.58,357.58,351.69,573683175,1402633985791,49803307771140.0
2009-01-09,358.48,1,1.96,0.0055000000000000005,361.16,362.03,355.1,674052203,1399822646410,50095312831760.0
2009-01-12,351.35,2,-7.13,-0.0199,356.84,357.69,351.18,715573266,1293263132060,49170713261590.0
2009-01-13,355.13,1,3.78,0.0108,352.07,355.19,348.28,676504148,1299801414345,49712960913335.0
2009-01-14,364.63,1,9.5,0.0268,356.87,364.86,356.87,658806902,1481872799776,51073826323920.0
2009-01-15,343.35,2,-21.28,-0.0584,355.52,358.23,343.35,660785649,1654091405125,48082385370310.0
2009-01-16,354.6,1,11.25,0.032799999999999996,350.05,354.63,348.38,597264374,1311148461055,49749799397395.0
2009-01-19,363.13,1,8.53,0.0241,359.71,365.17,359.71,598586377,1398772951050,50951955333590.0
2009-01-20,358.19,2,-4.94,-0.013600000000000001,363.97,364.01,356.21,666717863,1341532421945,50372376405455.0
2009-01-21,352.43,2,-5.76,-0.0161,345.99,356.34,344.99,544168801,1161823367982,49572071336425.0
2009-01-22,358.58,1,6.15,0.0175,361.11,361.94,358.45,525107209,1162957515405,50440608932335.0
2009-01-23,352.83,2,-5.75,-0.016,357.12,358.16,351.49,502990601,1163629801235,49758906692525.0
2009-01-28,361.68,1,8.85,0.025099999999999997,359.46,361.96,359.46,463532295,1116219517015,51018004166845.0
2009-01-29,363.98,1,2.3,0.0064,365.46,366.42,361.83,554459904,1275628131545,51346297946815.0
2009-01-30,364.9,1,0.92,0.0025,359.95,365.42,359.6,522695187,1165558536450,51543515009145.0
2009-02-02,365.77,1,0.87,0.0024,365.35,371.21,364.49,494228225,1276001495220,51698535657410.0
2009-02-03,372.28,1,6.51,0.0178,369.77,372.28,367.48,505865155,1449962992010,52454153073465.0
2009-02-04,378.88,1,6.6,0.0177,377.51,379.48,376.72,610527573,1645887676795,53419775362835.0
2009-02-05,373.49,2,-5.39,-0.014199999999999999,379.15,382.0,373.49,651406153,1639553462200,52672108967640.0
2009-02-06,378.79,1,5.3,0.014199999999999999,380.44,382.01,374.99,623489563,1485672904432,53376217536780.0
2009-02-09,376.83,2,-1.96,-0.0052,384.02,384.27,376.83,622065290,1321602390570,53105499368210.0
2009-02-10,380.26,1,3.43,0.0091,381.38,381.78,376.12,681802294,1408418184905,53637051606965.0
2009-02-11,383.41,1,3.15,0.0083,372.11,383.54,371.23,649263446,1627561668310,54083731525570.0
2009-02-12,385.92,1,2.51,0.006500000000000001,387.07,390.01,383.88,666732697,1565558870860,54441670785945.0
2009-02-13,395.69,1,9.77,0.0253,389.51,396.12,387.45,830654022,1863225809625,55869222972645.0
2009-02-16,402.87,1,7.18,0.0181,398.8,406.18,398.47,844080683,2148546278020,56891914579900.0
2009-02-17,383.17,2,-19.7,-0.0489,405.66,405.99,382.54,979671063,2224500055882,54193389289510.0
2009-02-18,390.07,1,6.9,0.018000000000000002,378.23,390.66,372.46,991736249,2166222751380,55171987110560.0
2009-02-19,384.67,2,-5.4,-0.0138,395.39,400.24,383.71,1025186238,2500606583920,54422023571215.0
2009-02-20,367.14,2,-17.53,-0.045599999999999995,382.27,383.58,360.23,968994008,1960474666575,51954511976055.0
2009-02-23,375.57,1,8.43,0.023,365.99,375.57,364.32,695146314,1590945592165,53158583892290.0
2009-02-24,370.11,2,-5.46,-0.014499999999999999,365.12,372.11,363.75,645493230,1726465076480,52552670947790.0
2009-02-25,362.08,2,-8.03,-0.0217,381.01,381.28,362.06,771497081,1634113339960,51416161429675.0
2009-02-26,358.65,2,-3.43,-0.0095,366.88,371.49,350.99,673487345,1660200902520,50941620206130.0
2009-02-27,363.21,1,4.56,0.0127,359.78,364.73,357.61,504975433,1184839739945,51592484779700.0
2009-03-02,349.71,2,-13.5,-0.037200000000000004,361.35,361.35,347.14,643335321,1115973835440,49725365657180.0
2009-03-03,347.76,2,-1.95,-0.005600000000000001,338.21,347.76,334.15,681948174,1348332024690,49431694471470.0
2009-03-04,359.9,1,12.14,0.0349,349.69,360.28,348.5,623218875,1390132831700,51172819188220.0
2009-03-05,362.16,1,2.26,0.0063,366.0,368.55,360.07,708202042,1706750193775,51505804445870.0
2009-03-06,365.18,1,3.02,0.0083,355.42,366.02,355.11,638732303,1871881786461,51931015529125.0
2009-03-09,378.73,1,13.55,0.0371,373.7,378.76,372.47,645784467,1744422795515,53840541165970.0
2009-03-10,377.92,2,-0.81,-0.0021,377.29,380.63,375.69,756995425,1921414013290,53750780427640.0
2009-03-11,385.69,1,7.77,0.0206,385.69,386.0,381.53,784360735,1779617629000,54872795415590.0
2009-03-12,386.59,1,0.9,0.0023,388.78,391.0,385.93,811930301,1619521755170,55017739929230.0
2009-03-13,389.27,1,2.68,0.0069,393.04,393.71,387.88,884600614,1701989957625,55460026996940.0
2009-03-16,387.77,2,-1.5,-0.0039000000000000003,392.9,393.81,387.75,664554809,1523713791480,55283445267735.0
2009-03-17,394.66,1,6.89,0.0178,391.33,394.74,390.36,655137704,1483108895635,56331432448810.0
2009-03-18,398.6,1,3.94,0.01,400.63,401.25,398.54,726560422,1822431641755,56933984265630.0
2009-03-19,393.94,2,-4.66,-0.011699999999999999,402.69,403.23,393.87,808130726,1554905606900,56271643347250.0
2009-03-20,400.71,1,6.77,0.0172,397.06,400.8,397.06,697268685,1388405804080,57273076105340.0
2009-03-23,409.23,1,8.52,0.0213,404.63,409.23,404.14,629282866,1491573146945,58486744680085.0
2009-03-24,412.39,1,3.16,0.0077,417.78,417.78,412.39,597638930,1616555201325,58932162992220.0
2009-03-25,419.29,1,6.9,0.0167,414.18,419.3,413.25,683775717,1658564827490,59900327673690.0
2009-03-26,427.27,1,7.98,0.019,422.93,427.61,419.68,654459363,1992626608745,61052574795350.0
2009-03-27,421.24,2,-6.03,-0.0141,432.2,432.34,421.24,806896737,2172971504300,60286046036550.0
2009-03-30,412.01,2,-9.23,-0.0219,423.69,425.16,410.0,604913136,1594330294100,58974692997885.0
2009-03-31,421.44,1,9.43,0.0229,415.69,422.65,415.69,659866405,1760899341850,60423228887130.0
2009-04-01,430.97,1,9.53,0.0226,425.56,431.03,423.16,659756155,1876040436920,61797770792985.0
2009-04-02,439.84,1,8.87,0.0206,437.44,440.96,436.84,764893951,2145492170440,63099805631135.0
2009-04-03,439.16,2,-0.68,-0.0015,445.76,445.94,436.73,678999888,1963153176370,62996460357320.0
2009-04-06,447.94,1,8.78,0.02,443.7,450.65,443.7,757028010,2452089469810,64273311182025.0
2009-04-07,458.57,1,10.63,0.023700000000000002,450.75,458.58,446.21,736537487,2922036011620,66038318656755.0
2009-04-08,460.83,1,2.26,0.0049,456.26,464.89,455.97,800802423,2642634675685,66410378050350.0
2009-04-09,481.45,1,20.62,0.0447,470.7,482.46,470.51,926882677,3005405841755,69448509578950.0
2009-04-10,493.26,1,11.81,0.0245,492.11,493.48,482.43,923551271,3259729496935,71328371474060.0
2009-04-13,507.23,1,13.97,0.028300000000000002,501.53,507.83,495.86,927035973,3534252599695,73421184109405.0
2009-04-14,508.68,1,1.45,0.0029,515.39,515.39,497.74,1126727495,4173729195782,73799831492875.0
2009-04-15,502.2,2,-6.48,-0.0127,503.39,513.79,486.31,1107022880,4068750771375,72930478990840.0
2009-04-16,497.52,2,-4.68,-0.009300000000000001,514.43,515.67,497.51,907051691,3526611282017,72263513687520.0
2009-04-17,483.8,2,-13.72,-0.0276,505.5,505.58,475.9,923249050,3069179747605,70541777148285.0
2009-04-20,491.94,1,8.14,0.0168,487.11,492.0,479.43,817003595,2391952853480,71702763678885.0
2009-04-21,497.19,1,5.25,0.010700000000000001,481.05,497.19,480.46,817092378,2499528865920,72510022344360.0
2009-04-22,509.9,1,12.71,0.0256,506.02,511.45,502.35,943707347,3054039925025,74353158278565.0
2009-04-23,514.09,1,4.19,0.008199999999999999,516.52,518.04,513.38,867888802,2984128593825,75036062041255.0
2009-04-24,507.5,2,-6.59,-0.0128,518.34,518.34,502.57,879375084,2976210769385,74115301738645.0
2009-04-27,505.97,2,-1.53,-0.003,514.84,516.69,505.8,782015891,2834570904055,73919287714635.0
2009-04-28,479.37,2,-26.6,-0.0526,510.45,510.51,477.82,988731514,3205576964415,70221333647200.0
