Date,Close,UpDown,Comp,Change,Open,High,Low,Volume,Amount,MarCap
2005-01-03,390.4,1,10.07,0.0265,383.81,390.53,383.56,292816407,728265815940,31933061529630.0
2005-01-04,393.0,1,2.6,0.0067,391.75,394.08,390.94,354521536,973347729045,32261965747160.0
2005-01-05,399.68,1,6.68,0.017,392.59,399.68,391.75,429850115,1012758407755,32800244750120.0
2005-01-06,404.15,1,4.47,0.011200000000000002,403.68,411.83,398.51,574412835,1545519101610,33164232915065.0
2005-01-07,408.17,1,4.02,0.009899999999999999,407.58,409.12,402.7,438496074,1387124716730,33675480704945.0
2005-01-10,418.71,1,10.54,0.0258,413.18,418.97,413.18,433906253,1367267839190,34586540644340.0
2005-01-11,416.56,2,-2.15,-0.0051,421.69,422.24,412.88,460767433,1312633257660,34418949557015.0
2005-01-12,414.63,2,-1.93,-0.0046,417.49,419.57,413.68,444725506,1180877466225,34268113816310.0
2005-01-13,423.06,1,8.43,0.0203,417.26,423.06,417.26,452466000,1193025947085,34952879847265.0
2005-01-14,428.4,1,5.34,0.0126,422.55,429.02,422.5,505867599,1232331480940,35399285869980.0
2005-01-17,446.04,1,17.64,0.0412,436.17,446.06,436.17,539683369,1597525270860,36861121336825.0
2005-01-18,449.02,1,2.98,0.0067,452.01,452.28,444.57,577901714,1619134330100,37155554232340.0
2005-01-19,455.59,1,6.57,0.0146,453.73,456.94,450.86,626990811,1779608087630,37821733212310.0
2005-01-20,450.63,2,-4.96,-0.0109,456.28,457.89,443.95,709356308,1847210005564,37427108251510.0
2005-01-21,460.62,1,9.99,0.0222,450.2,460.77,450.2,607820077,1587985904650,38453428832685.0
2005-01-24,472.75,1,12.13,0.0263,466.2,474.53,466.2,603670761,1756332182155,39471790019455.0
2005-01-25,467.29,2,-5.46,-0.0115,476.94,477.34,463.9,691510165,1931117374400,39258984733185.0
2005-01-26,468.49,1,1.2,0.0026,474.28,477.01,461.03,730328946,2279423729685,39443173379210.0
2005-01-27,466.45,2,-2.04,-0.0044,470.92,473.23,459.99,663741307,2026837069285,39278751497820.0
2005-01-28,468.53,1,2.08,0.0045000000000000005,466.5,471.18,464.56,586788345,1789762633865,39491246091310.0
2005-01-31,472.95,1,4.42,0.009399999999999999,468.27,475.34,468.27,571869635,1719966601520,39864140990690.0
2005-02-01,472.74,2,-0.21,-0.0004,477.46,478.28,470.77,552615416,1653253317700,40219263996665.0
2005-02-02,466.04,2,-6.7,-0.014199999999999999,475.11,475.65,464.18,536100658,1562715569160,39662569534465.0
2005-02-03,461.78,2,-4.26,-0.0091,466.0,468.93,461.77,555166737,1485527527385,39236001291165.0
2005-02-04,465.51,1,3.73,0.008100000000000001,461.86,468.16,461.86,478755078,1355662278705,39932345775550.0
2005-02-07,481.4,1,15.89,0.0341,470.94,481.83,470.94,458869474,1317456754955,41288133184315.0
2005-02-11,486.88,1,5.48,0.011399999999999999,480.37,487.41,479.87,528645020,1590154290255,41747003284375.0
2005-02-14,503.24,1,16.36,0.0336,495.66,504.85,495.66,607510070,1955245537175,43146912487260.0
2005-02-15,508.09,1,4.85,0.0096,510.02,510.71,506.1,645204890,2144648968120,43584107425095.0
2005-02-16,513.25,1,5.16,0.0102,514.27,514.99,501.86,651145882,2233039052585,43997580388285.0
2005-02-17,515.04,1,1.79,0.0034999999999999996,515.94,519.2,513.55,628529351,2074286319495,44166898804005.0
2005-02-18,510.66,2,-4.38,-0.0085,510.98,515.85,509.32,621058272,2023760525100,43813664631045.0
2005-02-21,508.61,2,-2.05,-0.004,513.76,516.51,503.88,569026383,1651114357325,43657721009730.0
2005-02-22,494.83,2,-13.78,-0.0271,508.54,511.38,492.87,569606499,1725545311070,42490482793670.0
