Date,Close,UpDown,Comp,Change,Open,High,Low,Volume,Amount,MarCap
2012-01-02,506.79,1,6.61,0.0132,504.41,506.83,502.69,433447351,2561959623491,107358104531115.0
2012-01-03,513.83,1,7.04,0.0139,509.98,513.85,509.84,590985020,3725275360462,108854354539142.0
2012-01-04,516.3,1,2.47,0.0048,517.46,519.48,516.2,652087423,3669529621386,109393242663593.0
2012-01-05,521.96,1,5.66,0.011000000000000001,520.14,524.37,519.11,654304794,3530695736202,110600312049554.0
2012-01-06,518.94,2,-3.02,-0.0058,525.04,525.04,515.09,626018077,3311264100530,109996964207804.0
2012-01-09,520.28,1,1.34,0.0026,519.96,520.38,514.34,617371439,3230579157701,110293206666202.0
2012-01-10,525.74,1,5.46,0.0105,524.34,526.4,524.13,570047721,2963263736075,111480538783427.0
2012-01-11,518.58,2,-7.16,-0.013600000000000001,528.44,528.44,518.33,642145623,3189553425881,110022387577113.0
2012-01-12,520.34,1,1.76,0.0034000000000000002,521.3,521.61,516.73,604512236,2574748620985,110412303325754.0
2012-01-13,523.13,1,2.79,0.0054,522.44,523.69,521.51,508474210,2348273628706,111015984692976.0
2012-01-16,519.85,2,-3.28,-0.0063,519.95,521.81,517.99,476006435,2313072677287,110305183422359.0
2012-01-17,519.58,2,-0.27,-0.0005,522.91,523.54,519.44,570042910,2664347360088,110259490147957.0
2012-01-18,513.2,2,-6.38,-0.0123,522.17,522.36,513.18,623840234,2698815867418,108875700681889.0
2012-01-19,515.7,1,2.5,0.0049,516.93,518.08,515.02,549315198,2648619726546,109400646953658.0
2012-01-20,512.17,2,-3.53,-0.0068000000000000005,517.65,517.96,510.66,562878815,2793127315921,108943179750163.0
2012-01-25,511.47,2,-0.7,-0.0014000000000000002,513.12,514.63,510.88,472378182,2403388742911,108810160649614.0
2012-01-26,516.45,1,4.98,0.0097,514.71,516.95,514.37,503494180,2258881475639,109920004443257.0
2012-01-27,515.81,2,-0.64,-0.0012,518.51,518.65,515.81,539396974,2255172748057,109791871513371.0
2012-01-30,510.33,2,-5.48,-0.0106,516.97,516.97,510.33,538780229,2241027593313,108628465297933.0
2012-01-31,513.99,1,3.66,0.0072,512.03,514.3,511.52,689348717,2572639428860,109418280208214.0
2012-02-01,519.25,1,5.26,0.0102,516.45,519.26,515.91,636587649,2477304288488,110315635223134.0
2012-02-02,522.08,1,2.83,0.0055000000000000005,524.39,524.56,521.14,750594842,3162358094375,110927272933314.0
2012-02-03,522.59,1,0.51,0.001,524.5,524.56,520.98,699621338,2894353700460,111099658760688.0
2012-02-06,517.1,2,-5.49,-0.0105,526.8,526.82,517.09,695000401,3376860600833,109919250009155.0
2012-02-07,519.07,1,1.97,0.0038,518.91,520.38,517.29,670480863,3195744094343,110310473822439.0
2012-02-08,520.95,1,1.88,0.0036,520.72,522.43,519.45,730124283,3662132532084,110711801438779.0
2012-02-09,524.27,1,3.32,0.0064,522.82,524.35,520.83,767493657,3553295488869,111507929504480.0
2012-02-10,528.67,1,4.4,0.0084,527.54,529.18,522.76,762552185,3135754793375,112457775145503.0
2012-02-13,533.19,1,4.52,0.0085,530.85,533.54,528.72,790562939,2908809133046,113453748423320.0
2012-02-14,535.36,1,2.17,0.0040999999999999995,535.38,536.33,534.55,790836823,3077669297284,114015806546895.0
2012-02-15,537.86,1,2.5,0.004699999999999999,538.13,538.14,535.91,910751832,3858843874167,114589480925436.0
2012-02-16,535.3,2,-2.56,-0.0048,537.7,540.01,534.91,728177087,3010359604324,114001465007572.0
2012-02-17,540.14,1,4.84,0.009000000000000001,540.78,541.13,539.65,754466322,3021439899342,114976073051415.0
2012-02-20,540.33,1,0.19,0.0004,543.3,543.4,539.33,882731042,2915835740491,115056172246519.0
2012-02-21,543.06,1,2.73,0.0051,542.89,543.31,540.46,885800092,3075097723666,115746782997580.0
2012-02-22,544.2,1,1.14,0.0021,544.91,545.43,543.25,966816647,2862593039230,115990466187886.0
2012-02-23,541.13,2,-3.07,-0.005600000000000001,543.79,543.86,541.13,877298121,2645300890399,115726616963213.0
2012-02-24,544.14,1,3.01,0.005600000000000001,544.28,544.34,541.75,827878882,2710590150739,116396299683016.0
2012-02-27,538.34,2,-5.8,-0.010700000000000001,545.84,545.86,538.34,677976691,2296032009980,114930474112023.0
2012-02-28,540.35,1,2.01,0.0037,541.3,541.83,539.13,774487323,2469448328851,115362660382024.0
2012-02-29,542.3,1,1.95,0.0036,543.96,544.4,542.24,749244450,2483694869133,115815313115533.0
2012-03-02,543.97,1,1.67,0.0031,545.17,545.47,543.05,677961755,2055731666128,116321317478775.0
2012-03-05,539.74,2,-4.23,-0.0078000000000000005,546.01,546.15,539.13,625845164,2064483216881,115469294285862.0
2012-03-06,533.62,2,-6.12,-0.0113,540.63,541.4,529.42,909279397,2547809042383,114161974431708.0
2012-03-07,532.48,2,-1.14,-0.0021,525.48,532.98,524.73,829314126,2133250181469,113982523620720.0
2012-03-08,535.76,1,3.28,0.0062,535.97,537.07,535.08,789561257,2353552110499,114708720107721.0
2012-03-09,539.55,1,3.79,0.0070999999999999995,539.42,539.71,536.81,888858310,2357950379242,115506841474096.0
2012-03-12,536.11,2,-3.44,-0.0064,541.27,541.33,536.09,771090860,2208966652915,114770019683783.0
2012-03-13,538.46,1,2.35,0.0044,539.0,539.51,537.68,762059594,2285689538119,115297865565529.0
2012-03-14,538.86,1,0.4,0.0007000000000000001,543.15,543.22,538.86,856066030,2500968073537,115431525677451.0
2012-03-15,538.31,2,-0.55,-0.001,540.13,540.87,537.14,819849043,2432473944300,115554758333008.0
2012-03-16,539.78,1,1.47,0.0027,540.17,540.42,537.51,760812860,2355611528682,115788720229750.0
2012-03-19,539.83,1,0.05,0.0001,541.34,542.49,539.53,810187209,2124055624052,115797999308616.0
2012-03-20,535.55,2,-4.28,-0.0079,541.01,541.64,535.3,787359192,2279957966242,114901416104384.0
2012-03-21,533.93,2,-1.62,-0.003,535.78,537.07,533.74,714870218,2369020332691,114590433311499.0
2012-03-22,527.9,2,-6.03,-0.0113,535.2,535.46,527.9,701619641,2266741699136,113291309492304.0
2012-03-23,527.47,2,-0.43,-0.0008,526.59,528.19,526.27,635629073,2055739609834,113235728780096.0
2012-03-26,523.39,2,-4.08,-0.0077,530.13,530.6,523.39,663657363,2126740994609,112307993290411.0
2012-03-27,521.74,2,-1.65,-0.0032,527.63,527.97,521.54,692070292,2190543513101,111993749995853.0
2012-03-28,519.56,2,-2.18,-0.0042,523.42,524.12,519.56,645886998,1992522364331,111652105773978.0
2012-03-29,514.21,2,-5.35,-0.0103,519.74,520.12,510.2,797953227,2352433481743,110505763443326.0
2012-03-30,519.56,1,5.35,0.0104,515.33,519.96,514.73,665251663,2214954587885,111661802248066.0
2012-04-02,521.8,1,2.24,0.0043,521.87,523.01,521.55,540387716,1791573915169,112177501170431.0
2012-04-03,515.83,2,-5.97,-0.011399999999999999,524.42,524.55,515.63,680494441,2250794569632,110922551049292.0
2012-04-04,502.97,2,-12.86,-0.024900000000000002,516.51,516.63,500.51,675647903,2233321733465,108206676926593.0
2012-04-05,503.34,1,0.37,0.0007000000000000001,499.93,503.76,494.54,643228658,2002803946983,108291131139893.0
2012-04-06,503.41,1,0.07,0.0001,504.29,507.01,502.52,639573754,1865081003022,108300278643782.0
2012-04-09,486.8,2,-16.61,-0.033,501.29,501.32,486.8,599285771,1820223987100,104710952323513.0
2012-04-10,484.77,2,-2.03,-0.0042,486.34,492.11,481.76,652338044,2083610540015,104355351273130.0
2012-04-12,485.71,1,0.94,0.0019,486.41,487.18,482.74,542658732,1593926486442,104642006661090.0
2012-04-13,499.46,1,13.75,0.028300000000000002,491.43,499.56,491.43,499130594,1844828033159,107640551230168.0
2012-04-16,501.09,1,1.63,0.0033,496.42,501.35,496.42,500615857,1723088554846,108018072724401.0
2012-04-17,500.38,2,-0.71,-0.0014000000000000002,502.97,504.15,497.8,539354293,2451203591942,107882783386076.0
2012-04-18,503.63,1,3.25,0.006500000000000001,507.02,507.02,503.3,518476621,1944455766414,108581735428248.0
2012-04-19,501.92,2,-1.71,-0.0034000000000000002,504.1,505.06,500.23,524289470,1953060554777,108187874059087.0
2012-04-20,497.56,2,-4.36,-0.0087,501.13,501.58,496.67,606658962,1785411358430,107266784361762.0
2012-04-23,495.02,2,-2.54,-0.0051,499.42,500.32,494.94,559978740,1874407745487,106712262884031.0
2012-04-24,487.62,2,-7.4,-0.0149,490.21,492.5,486.83,558516421,2231582947320,105119147289704.0
2012-04-25,483.48,2,-4.14,-0.0085,491.13,491.97,483.47,534997487,1841859205440,104250329357714.0
2012-04-26,476.62,2,-6.86,-0.014199999999999999,488.37,489.32,475.27,586790436,1988248924732,102755347223027.0
2012-04-27,479.08,1,2.46,0.0052,479.44,480.45,476.62,502909691,1836183477000,103271501862238.0
2012-04-30,478.89,2,-0.19,-0.0004,482.48,482.84,476.31,560141888,1897434359236,103233289052163.0
2012-05-02,485.54,1,6.65,0.0139,480.82,485.62,480.76,436051718,1649908517270,104711350281781.0
2012-05-03,487.44,1,1.9,0.0039000000000000003,487.32,488.78,487.09,496714684,1642670834468,105116127242277.0
2012-05-04,490.53,1,3.09,0.0063,488.52,490.54,487.94,445517410,1795753959270,105985122143989.0
2012-05-07,487.01,2,-3.52,-0.0072,485.83,489.02,485.0,372323615,1393522982139,105226992602932.0
2012-05-08,494.6,1,7.59,0.015600000000000001,491.45,494.71,491.33,501097953,1779919431381,106888086851772.0
2012-05-09,491.56,2,-3.04,-0.0060999999999999995,494.5,495.39,490.26,468202307,1727257823486,106259610865292.0
2012-05-10,494.27,1,2.71,0.0055000000000000005,492.22,494.59,491.95,490193210,1698354046352,106692817985526.0
2012-05-11,493.66,2,-0.61,-0.0012,497.5,498.59,492.41,497836739,1883471656619,106544259149313.0
2012-05-14,488.53,2,-5.13,-0.0104,495.17,497.17,486.59,500484019,1949833402884,105445383387566.0
2012-05-15,480.5,2,-8.03,-0.016399999999999998,483.63,484.99,473.2,530418798,1911363834274,103714247136912.0
2012-05-16,465.01,2,-15.49,-0.0322,478.74,481.19,465.0,484218460,1644842250750,100359465204378.0
2012-05-17,468.13,1,3.12,0.0067,466.73,469.7,464.12,438315704,1441294113573,101012954276576.0
2012-05-18,448.68,2,-19.45,-0.0415,460.85,460.85,448.14,457459633,1507065284376,96841157910263.0
2012-05-21,448.89,1,0.21,0.0005,452.33,454.42,446.35,387670676,1285908164680,96878439279568.0
2012-05-22,461.45,1,12.56,0.027999999999999997,455.63,461.46,455.63,433498235,1551577570327,99612162667146.0
2012-05-23,455.9,2,-5.55,-0.012,461.83,461.96,455.9,440094290,1382708919620,97992377957179.0
2012-05-24,455.72,2,-0.18,-0.0004,458.39,460.88,454.08,456652108,1375188753822,96380321724034.0
2012-05-25,462.4,1,6.68,0.0147,459.93,463.07,459.37,454064459,1547901262393,97697967571315.0
2012-05-29,470.02,1,7.62,0.0165,464.34,470.52,464.34,409575750,1380017698876,99116577962276.0
2012-05-30,469.62,2,-0.4,-0.0009,473.29,473.35,468.63,517874652,1611285917475,99052794264542.0
2012-05-31,471.94,1,2.32,0.0049,464.6,471.98,463.51,544645250,1559864662470,99446147310546.0
2012-06-01,472.13,1,0.19,0.0004,474.26,476.43,472.13,493192646,1433179760853,99501311548718.0
2012-06-04,450.84,2,-21.29,-0.0451,458.01,460.82,448.94,549328685,1602084323286,94992568713872.0
2012-06-05,456.68,1,5.84,0.013000000000000001,456.33,458.01,455.29,677895094,1580615884040,96241088022636.0
2012-06-07,466.18,1,9.5,0.0208,466.75,468.56,466.18,591555228,1770245618863,98360202636373.0
2012-06-08,461.99,2,-4.19,-0.009000000000000001,468.65,469.35,461.97,575408716,1784999948200,97586385465839.0
2012-06-11,469.59,1,7.6,0.0165,467.53,469.6,466.8,582243542,1599733027768,99210259914655.0
2012-06-12,471.97,1,2.38,0.0051,465.63,472.18,465.56,585138461,1753758060053,99696344030393.0
2012-06-13,470.96,2,-1.01,-0.0021,476.82,476.84,470.74,638670141,1778462429355,99436267993496.0
2012-06-14,472.03,1,1.07,0.0023,471.56,473.04,471.33,586076849,1718067775622,100194445729005.0
