,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
0,086520,KR7086520004,에코프로,KOSDAQ GLOBAL,중견기업부,155200,2,-2000,-1.27,157500,159700,154100,754371,117749874250,21072458790400,135776152,KSQ
1,247540,KR7247540008,에코프로비엠,KOSDAQ GLOBAL,우량기업부,205750,1,250,0.12,207500,209500,204000,252985,52151556250,20128611795500,97830434,KSQ
2,196170,KR7196170005,알테오젠,KOSDAQ GLOBAL,우량기업부,371000,1,13500,3.78,360000,374000,356500,281333,103630151250,19861055753000,53533843,KSQ
3,277810,KR7277810008,레인보우로보틱스,KOSDAQ,기술성장기업부,609000,1,9000,1.5,599000,620000,593000,105836,64239719500,11814513522000,19399858,KSQ
4,000250,KR7000250001,삼천당제약,KOSDAQ,중견기업부,405500,1,25500,6.71,374500,413500,374000,457513,182396919750,9512004896000,23457472,KSQ
5,058470,KR7058470006,리노공업,KOSDAQ GLOBAL,우량기업부,124100,1,800,0.65,122100,126250,119900,612082,75486354550,9457890585000,76211850,KSQ
6,298380,KR7298380007,에이비엘바이오,KOSDAQ,기술성장기업부,158000,1,4500,2.93,151700,159000,150400,323586,50214428050,8846019154000,55987463,KSQ
7,950160,KR8840120008,코오롱티슈진,KOSDAQ,외국기업(소속부없음),103100,1,3000,3.0,100300,103900,97900,230383,23035503500,8736286755000,84736050,KSQ
8,028300,KR7028300002,HLB,KOSDAQ,중견기업부,60400,1,500,0.83,59200,60800,58800,219911,13144009350,8041203241600,133132504,KSQ
9,141080,KR7141080002,리가켐바이오,KOSDAQ GLOBAL,기술성장기업부,203500,1,2000,0.99,199900,207000,198900,180149,36525281800,7450203783000,36610338,KSQ
10,087010,KR7087010005,펩트론,KOSDAQ,기술성장기업부,274000,1,21000,8.3,260000,287000,256000,237586,65211570500,6388953900000,23317350,KSQ
11,039030,KR7039030002,이오테크닉스,KOSDAQ GLOBAL,우량기업부,503000,1,18500,3.82,480000,510000,480000,71837,35656429750,6196733650000,12319550,KSQ
12,036930,KR7036930006,주성엔지니어링,KOSDAQ GLOBAL,우량기업부,129100,1,12900,11.1,116200,129200,112000,1362192,161315643600,6000712721100,46481121,KSQ
13,310210,KR7310210000,보로노이,KOSDAQ,기술성장기업부,310500,2,-5500,-1.74,308000,316000,299500,41481,12729632250,5713874095500,18402171,KSQ
14,214370,KR7214370009,케어젠,KOSDAQ,벤처기업부,105800,2,-2600,-2.4,105700,107600,102400,76571,8005168400,5683047000000,53715000,KSQ
15,240810,KR7240810002,원익IPS,KOSDAQ GLOBAL,우량기업부,115000,1,1800,1.59,113200,116400,112000,314119,35910087400,5644648615000,49083901,KSQ
16,095340,KR7095340006,ISC,KOSDAQ GLOBAL,우량기업부,233000,1,4000,1.75,235500,239000,227000,127848,29799044250,4938914514000,21197058,KSQ
