,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
0,247540,KR7247540008,에코프로비엠,KOSDAQ GLOBAL,중견기업부,202000,2,-5000,-2.42,203500,218000,200000,439961,92003302250,19761747668000,97830434,KSQ
1,196170,KR7196170005,알테오젠,KOSDAQ GLOBAL,우량기업부,360000,2,-6000,-1.64,368000,381000,355000,234524,85428158000,19291083480000,53586343,KSQ
2,086520,KR7086520004,에코프로,KOSDAQ GLOBAL,중견기업부,129400,2,-1000,-0.77,128800,138200,127800,1311162,175031807100,17569434068800,135776152,KSQ
3,277810,KR7277810008,레인보우로보틱스,KOSDAQ,기술성장기업부,771000,2,-18000,-2.28,819000,845000,740000,176615,138018201500,14957290518000,19399858,KSQ
4,036930,KR7036930006,주성엔지니어링,KOSDAQ GLOBAL,우량기업부,189000,1,3500,1.89,184500,208500,175000,2135669,414840962800,8784931869000,46481121,KSQ
5,950160,KR8840120008,코오롱티슈진,KOSDAQ,외국기업(소속부없음),102100,1,8400,8.96,92900,102100,89700,371035,35767254300,8651550705000,84736050,KSQ
6,000250,KR7000250001,삼천당제약,KOSDAQ,중견기업부,308000,2,-18500,-5.67,307500,313500,298500,108196,33123376000,7224901376000,23457472,KSQ
7,058470,KR7058470006,리노공업,KOSDAQ GLOBAL,우량기업부,94400,2,-2900,-2.98,97400,97400,93200,274584,26113534750,7194398640000,76211850,KSQ
8,028300,KR7028300002,HLB,KOSDAQ,중견기업부,51900,2,-3600,-6.49,54300,54600,51500,357205,18745444350,6912987773700,133198223,KSQ
9,087010,KR7087010005,펩트론,KOSDAQ,기술성장기업부,270500,2,-8000,-2.87,261000,277500,260500,94118,25338251000,6307343175000,23317350,KSQ
10,298380,KR7298380007,에이비엘바이오,KOSDAQ,기술성장기업부,108200,2,-3700,-3.31,110100,112300,106500,165355,18000552550,6057843496600,55987463,KSQ
11,108490,KR7108490004,로보티즈,KOSDAQ,기술성장기업부,384500,2,-18000,-4.47,433000,464000,355000,649721,263576310250,5635627266000,14657028,KSQ
12,039030,KR7039030002,이오테크닉스,KOSDAQ GLOBAL,우량기업부,444500,2,-5500,-1.22,447000,459500,431000,43310,19398851000,5476039975000,12319550,KSQ
13,141080,KR7141080002,리가켐바이오,KOSDAQ GLOBAL,기술성장기업부,145600,2,-1200,-0.82,147000,153000,142700,143409,21220087150,5390027260800,37019418,KSQ
14,440110,KR7440110005,파두,KOSDAQ,기술성장기업부,107000,2,-4100,-3.69,111100,112900,106600,484907,52722512550,5360360489000,50096827,KSQ
15,240810,KR7240810002,원익IPS,KOSDAQ GLOBAL,우량기업부,97400,2,-5300,-5.16,100400,100700,96000,185377,18223016350,4780771957400,49083901,KSQ
16,178320,KR7178320008,서진시스템,KOSDAQ,중견기업부,72600,2,-2500,-3.33,80000,81300,68300,1281063,93910200500,4619664832200,63631747,KSQ
17,095340,KR7095340006,ISC,KOSDAQ GLOBAL,우량기업부,212500,1,3000,1.43,211500,213000,200000,70940,14720302000,4504374825000,21197058,KSQ
18,310210,KR7310210000,보로노이,KOSDAQ,기술성장기업부,242500,2,-7500,-3.0,239000,247500,235000,42448,10265074000,4462526467500,18402171,KSQ
19,214370,KR7214370009,케어젠,KOSDAQ,벤처기업부,82300,2,-1700,-2.02,83000,83600,80000,47780,3899909950,4420744500000,53715000,KSQ
20,319400,KR7319400008,현대무벡스,KOSDAQ,우량기업부,36800,2,-3200,-8.0,40300,40950,36300,1369074,51821621050,4098638235200,111376039,KSQ
21,222800,KR7222800005,심텍,KOSDAQ GLOBAL,중견기업부,103300,1,3100,3.09,100300,108400,91000,650182,66484795800,3870024072300,37463931,KSQ
22,347850,KR7347850000,디앤디파마텍,KOSDAQ,기술성장기업부,87300,1,4200,5.05,82200,89600,77700,1230825,104733577500,3824102033100,43804147,KSQ
23,403870,KR7403870009,HPSP,KOSDAQ GLOBAL,우량기업부,44700,2,-1900,-4.08,46300,46400,44000,1101585,49570168675,3678810000000,82300000,KSQ
24,226950,KR7226950004,올릭스,KOSDAQ,기술성장기업부,175200,1,2400,1.39,180800,185000,157700,416081,70355119200,3556662141600,20300583,KSQ
