,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId,lateInfoMsgCd
0,196170,KR7196170005,알테오젠,KOSDAQ GLOBAL,우량기업부,255000,2,-500,-0.2,258500,260000,254000,94053,24107842000,17762058915000,69655133,KSQ,ME005
1,086520,KR7086520004,에코프로,KOSDAQ GLOBAL,중견기업부,82300,1,100,0.12,82700,83600,81900,124175,10256283750,11174377309600,135776152,KSQ,ME005
2,247540,KR7247540008,에코프로비엠,KOSDAQ GLOBAL,중견기업부,103000,2,-1100,-1.06,104600,105300,102700,110303,11415892350,10076534702000,97830434,KSQ,ME005
3,036930,KR7036930006,주성엔지니어링,KOSDAQ GLOBAL,우량기업부,204500,1,2500,1.24,203000,211000,201000,549292,112935167250,9505389244500,46481121,KSQ,ME005
4,277810,KR7277810008,레인보우로보틱스,KOSDAQ,기술성장기업부,431000,1,7500,1.77,425500,431500,419000,22746,9680980000,8361338798000,19399858,KSQ,ME005
5,039030,KR7039030002,이오테크닉스,KOSDAQ,우량기업부,473000,1,5000,1.07,472000,476000,454500,43108,20065598000,5827147150000,12319550,KSQ,ME005
6,240810,KR7240810002,원익IPS,KOSDAQ GLOBAL,우량기업부,117900,2,-1500,-1.26,118900,120700,115600,422177,49765891800,5786991927900,49083901,KSQ,ME005
7,058470,KR7058470006,리노공업,KOSDAQ GLOBAL,우량기업부,66900,1,1000,1.52,66400,67400,65700,133572,8911787650,5098572765000,76211850,KSQ,ME005
8,222800,KR7222800005,심텍,KOSDAQ GLOBAL,중견기업부,128700,2,-2000,-1.53,130500,132200,128100,149798,19451594100,4887283143600,37974228,KSQ,ME005
9,108490,KR7108490004,로보티즈,KOSDAQ,기술성장기업부,312000,1,3000,0.97,311500,313000,300000,147526,45127745500,4576112736000,14667028,KSQ,ME005
10,403870,KR7403870009,HPSP,KOSDAQ GLOBAL,우량기업부,53900,1,500,0.94,53800,54400,52800,558939,30019364400,4435970000000,82300000,KSQ,ME005
11,028300,KR7028300002,HLB,KOSDAQ,중견기업부,31600,2,-300,-0.94,32050,32500,31450,135087,4300553675,4209063846800,133198223,KSQ,ME005
12,095340,KR7095340006,ISC,KOSDAQ,우량기업부,189000,2,-2900,-1.51,192200,194500,183900,62030,11628103450,4006243962000,21197058,KSQ,ME005
13,000250,KR7000250001,삼천당제약,KOSDAQ,중견기업부,160000,1,3900,2.5,157600,160900,156900,26894,4284013100,3753195520000,23457472,KSQ,ME005
14,319660,KR7319660007,피에스케이,KOSDAQ,우량기업부,124800,2,-4700,-3.63,128600,131200,124300,103710,13127398950,3615045907200,28966714,KSQ,ME005
15,031980,KR7031980006,피에스케이홀딩스,KOSDAQ,우량기업부,165500,2,-1300,-0.78,166700,166800,155100,63258,10171643750,3568576372500,21562395,KSQ,ME005
16,214450,KR7214450009,파마리서치,KOSDAQ GLOBAL,우량기업부,331500,1,500,0.15,331000,356000,326500,37113,12423659750,3444168312000,10389648,KSQ,ME005
17,087010,KR7087010005,펩트론,KOSDAQ,기술성장기업부,147200,1,700,0.48,147800,152700,145900,38626,5764031300,3432313920000,23317350,KSQ,ME005
18,298380,KR7298380007,에이비엘바이오,KOSDAQ GLOBAL,기술성장기업부,58200,1,300,0.52,57900,59200,57300,138535,8066186050,3258470346600,55987463,KSQ,ME005
19,440110,KR7440110005,파두,KOSDAQ,기술성장기업부,63000,1,3700,6.24,59800,63800,59500,160367,9916090150,3156994701000,50111027,KSQ,ME005
20,084370,KR7084370006,유진테크,KOSDAQ,우량기업부,135000,2,-5400,-3.85,139500,142000,132500,82059,11070739400,3093665670000,22916042,KSQ,ME005
21,141080,KR7141080002,리가켐바이오,KOSDAQ GLOBAL,기술성장기업부,82600,3,0,0.0,83300,84500,82200,68149,5651156150,3057803926800,37019418,KSQ,ME005
22,064760,KR7064760002,티씨케이,KOSDAQ GLOBAL,우량기업부,270500,1,500,0.19,270000,272500,264500,19162,5139537000,3024032028000,11179416,KSQ,ME005
23,145020,KR7145020004,휴젤,KOSDAQ,우량기업부,231000,3,0,0.0,231500,232000,228500,11632,2678630500,2891004963000,12515173,KSQ,ME005
24,257720,KR7257720003,실리콘투,KOSDAQ,우량기업부,42050,2,-700,-1.64,42950,43650,41850,331373,14095844000,2757481396600,65576252,KSQ,ME005
25,131290,KR7131290009,티에스이,KOSDAQ,우량기업부,249000,1,6000,2.47,247000,252000,239000,30821,7602565250,2754295821000,11061429,KSQ,ME005
26,310210,KR7310210000,보로노이,KOSDAQ,기술성장기업부,141600,2,-400,-0.28,147300,149700,138600,30442,4351675800,2622934396800,18523548,KSQ,ME005
