,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId,lateInfoMsgCd
0,196170,KR7196170005,알테오젠,KOSDAQ GLOBAL,우량기업부,250500,1,1000,0.4,250000,257500,248500,215009,53966658000,17413783250000,69655133,KSQ,ME006
1,086520,KR7086520004,에코프로,KOSDAQ GLOBAL,중견기업부,80000,2,-100,-0.12,80600,81500,79200,328748,26359943600,10875669775200,135776152,KSQ,ME006
2,247540,KR7247540008,에코프로비엠,KOSDAQ GLOBAL,중견기업부,105100,1,800,0.77,104400,107600,104200,287735,30366452900,10272195570000,97830434,KSQ,ME006
3,036930,KR7036930006,주성엔지니어링,KOSDAQ GLOBAL,우량기업부,209000,1,5500,2.7,205500,210000,202000,816558,168718193750,9737794849500,46481121,KSQ,ME006
4,277810,KR7277810008,레인보우로보틱스,KOSDAQ,기술성장기업부,434500,2,-3500,-0.8,450000,452500,430500,43961,19245728250,8400138514000,19399858,KSQ,ME006
5,240810,KR7240810002,원익IPS,KOSDAQ GLOBAL,우량기업부,133300,1,3000,2.3,133700,144100,131000,2532581,346220758950,6562517563700,49083901,KSQ,ME006
6,039030,KR7039030002,이오테크닉스,KOSDAQ,우량기업부,480000,1,6500,1.37,481500,485500,467000,71011,33852533000,5931863325000,12319550,KSQ,ME006
7,222800,KR7222800005,심텍,KOSDAQ GLOBAL,중견기업부,148900,1,800,0.54,148200,152800,144500,571316,84695112000,5753436637000,38484526,KSQ,ME006
8,058470,KR7058470006,리노공업,KOSDAQ GLOBAL,우량기업부,74400,2,-600,-0.8,76700,77500,71500,1472711,108654239300,5662540455000,76211850,KSQ,ME006
9,403870,KR7403870009,HPSP,KOSDAQ GLOBAL,우량기업부,55400,1,1100,2.03,55200,56100,54100,1318815,72796752000,4567650000000,82300000,KSQ,ME006
10,095340,KR7095340006,ISC,KOSDAQ,우량기업부,211500,1,3500,1.68,210000,213000,205500,116129,24345373000,4504374825000,21197058,KSQ,ME006
11,108490,KR7108490004,로보티즈,KOSDAQ,기술성장기업부,300500,1,500,0.17,310000,313500,297000,205468,62236703500,4414775428000,14667028,KSQ,ME006
12,319660,KR7319660007,피에스케이,KOSDAQ,우량기업부,143900,1,13000,9.93,134400,144900,131100,554522,78132760000,4194380187200,28966714,KSQ,ME006
13,440110,KR7440110005,파두,KOSDAQ,기술성장기업부,81500,1,9200,12.72,75700,84300,75400,1265892,102040959800,4089059803200,50111027,KSQ,ME006
14,028300,KR7028300002,HLB,KOSDAQ,중견기업부,32450,1,1400,4.51,31300,31550,30050,578547,17802759075,4069205712650,133198223,KSQ,ME006
15,000250,KR7000250001,삼천당제약,KOSDAQ,중견기업부,165900,1,3300,2.03,162000,167400,162000,60051,9890267100,3886903110400,23457472,KSQ,ME006
16,084370,KR7084370006,유진테크,KOSDAQ,우량기업부,163000,1,13600,9.1,152100,164200,151000,267218,42515334700,3749064471200,22916042,KSQ,ME006
17,031980,KR7031980006,피에스케이홀딩스,KOSDAQ,우량기업부,163200,1,5000,3.16,159500,163600,158300,98410,15858437050,3518982864000,21562395,KSQ,ME006
18,087010,KR7087010005,펩트론,KOSDAQ,기술성장기업부,145700,1,3700,2.61,143400,148400,142600,88040,12788126250,3392674425000,23317350,KSQ,ME006
19,214450,KR7214450009,파마리서치,KOSDAQ GLOBAL,우량기업부,322500,2,-1500,-0.46,324000,331000,320500,47167,15311667250,3350661480000,10389648,KSQ,ME006
20,064760,KR7064760002,티씨케이,KOSDAQ GLOBAL,우량기업부,283500,1,11000,4.04,277000,288500,270000,48266,13624342750,3197312976000,11179416,KSQ,ME006
21,131290,KR7131290009,티에스이,KOSDAQ,우량기업부,289000,1,8000,2.85,280000,291500,278500,72302,20758374500,3196752981000,11061429,KSQ,ME006
22,095610,KR7095610002,테스,KOSDAQ GLOBAL,우량기업부,161900,1,13300,8.95,152000,161900,150200,358301,56509219850,3134384000000,19360000,KSQ,ME006
23,067310,KR7067310003,하나마이크론,KOSDAQ,중견기업부,46100,1,450,0.99,46100,46850,45025,1642326,75336862050,3071878147800,66490869,KSQ,ME006
24,141080,KR7141080002,리가켐바이오,KOSDAQ GLOBAL,기술성장기업부,80700,1,500,0.62,80200,83000,80000,122831,9929576450,2991168974400,37019418,KSQ,ME006
25,357780,KR7357780006,솔브레인,KOSDAQ GLOBAL,우량기업부,367500,1,30500,9.05,342000,373000,339000,57651,20931722250,2878069420000,7778566,KSQ,ME006
26,298380,KR7298380007,에이비엘바이오,KOSDAQ GLOBAL,기술성장기업부,50600,2,-500,-0.98,49700,51700,49350,473539,23903532150,2844163120400,55987463,KSQ,ME006
27,010170,KR7010170009,대한광통신,KOSDAQ,중견기업부,17670,2,-140,-0.79,17950,18180,17410,8536552,151846176190,2752096182000,155485660,KSQ,ME006
