,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId,lateInfoMsgCd
0,196170,KR7196170005,알테오젠,KOSDAQ GLOBAL,우량기업부,254000,3,0,0.0,256000,258000,252500,210483,53560764000,17657576215500,69655133,KSQ,ME006
1,086520,KR7086520004,에코프로,KOSDAQ GLOBAL,중견기업부,81700,2,-600,-0.73,83500,83900,81100,500722,40930090500,11011445927200,135776152,KSQ,ME006
2,247540,KR7247540008,에코프로비엠,KOSDAQ GLOBAL,중견기업부,104700,1,2000,1.95,104800,105600,103600,312904,32761113100,10262412526600,97830434,KSQ,ME006
3,036930,KR7036930006,주성엔지니어링,KOSDAQ GLOBAL,우량기업부,204500,1,500,0.25,210000,214000,200500,894577,183917827500,9551870365500,46481121,KSQ,ME006
4,277810,KR7277810008,레인보우로보틱스,KOSDAQ,기술성장기업부,434500,1,6000,1.4,439500,445000,430000,49599,21584220250,8458338088000,19399858,KSQ,ME006
5,240810,KR7240810002,원익IPS,KOSDAQ GLOBAL,우량기업부,121100,1,3100,2.63,121100,122500,117600,678237,81605469550,5963693971500,49083901,KSQ,ME006
6,039030,KR7039030002,이오테크닉스,KOSDAQ,우량기업부,454500,2,-8000,-1.73,474000,477500,450000,61680,28200161750,5586915925000,12319550,KSQ,ME006
7,058470,KR7058470006,리노공업,KOSDAQ GLOBAL,우량기업부,69400,1,3000,4.52,68800,69800,67900,526405,36375580100,5304344760000,76211850,KSQ,ME006
8,222800,KR7222800005,심텍,KOSDAQ GLOBAL,중견기업부,126000,2,-2200,-1.72,132000,132200,124700,426751,53987608200,4773360459600,37974228,KSQ,ME006
9,108490,KR7108490004,로보티즈,KOSDAQ,기술성장기업부,306000,2,-4000,-1.29,313500,314500,304500,214975,66217333500,4495444082000,14667028,KSQ,ME006
10,403870,KR7403870009,HPSP,KOSDAQ GLOBAL,우량기업부,53500,1,400,0.75,54500,54600,52900,1015942,54492080500,4435970000000,82300000,KSQ,ME006
11,028300,KR7028300002,HLB,KOSDAQ,중견기업부,30100,2,-1900,-5.94,31950,32200,29400,1292852,39199693075,3949327311950,133198223,KSQ,ME006
12,095340,KR7095340006,ISC,KOSDAQ,우량기업부,187000,2,-900,-0.48,191600,192400,184500,69503,12958213450,3949011905400,21197058,KSQ,ME006
13,000250,KR7000250001,삼천당제약,KOSDAQ,중견기업부,160600,2,-2900,-1.77,163600,163600,158600,58994,9479187200,3743812531200,23457472,KSQ,ME006
14,319660,KR7319660007,피에스케이,KOSDAQ,우량기업부,127100,1,900,0.71,129700,129700,125300,133560,16986238550,3675876006600,28966714,KSQ,ME006
15,087010,KR7087010005,펩트론,KOSDAQ,기술성장기업부,155800,1,7900,5.34,150600,156000,149100,103971,15920844700,3637506600000,23317350,KSQ,ME006
16,031980,KR7031980006,피에스케이홀딩스,KOSDAQ,우량기업부,159900,2,-7000,-4.19,168000,173900,159900,104181,17325025850,3447826960500,21562395,KSQ,ME006
17,214450,KR7214450009,파마리서치,KOSDAQ GLOBAL,우량기업부,324000,2,-5500,-1.67,333000,333500,322000,93806,30692856750,3402609720000,10389648,KSQ,ME006
18,084370,KR7084370006,유진테크,KOSDAQ,우량기업부,137400,1,1000,0.73,141400,142500,134600,92231,12696120500,3162413796000,22916042,KSQ,ME006
19,298380,KR7298380007,에이비엘바이오,KOSDAQ GLOBAL,기술성장기업부,56200,2,-1900,-3.27,57700,57900,55600,417584,23549922950,3135297928000,55987463,KSQ,ME006
