,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
0,086520,KR7086520004,에코프로,KOSDAQ GLOBAL,중견기업부,154400,2,-5500,-3.44,160100,160200,154100,842617,131946070700,20963837868800,135776152,KSQ
1,247540,KR7247540008,에코프로비엠,KOSDAQ GLOBAL,우량기업부,208000,2,-4500,-2.12,214000,214000,206000,331524,69362080000,20348730272000,97830434,KSQ
2,196170,KR7196170005,알테오젠,KOSDAQ GLOBAL,우량기업부,369000,2,-11000,-2.89,379500,379500,368500,160648,60019620000,19753988067000,53533843,KSQ
3,277810,KR7277810008,레인보우로보틱스,KOSDAQ,기술성장기업부,666000,1,2000,0.3,704000,704000,665000,157580,107780010500,12920305428000,19399858,KSQ
4,000250,KR7000250001,삼천당제약,KOSDAQ,중견기업부,417000,2,-26000,-5.87,443000,443500,413000,117109,49638481250,9781765824000,23457472,KSQ
5,058470,KR7058470006,리노공업,KOSDAQ GLOBAL,우량기업부,121600,1,9500,8.47,113800,124000,113800,2166369,258617011350,9267360960000,76211850,KSQ
6,950160,KR8840120008,코오롱티슈진,KOSDAQ,외국기업(소속부없음),103100,2,-4300,-4.0,107000,107000,102500,183297,19034514300,8736286755000,84736050,KSQ
7,028300,KR7028300002,HLB,KOSDAQ,중견기업부,61200,2,-1800,-2.86,62200,62900,61100,250735,15532268000,8149499773200,133161761,KSQ
8,298380,KR7298380007,에이비엘바이오,KOSDAQ,기술성장기업부,135100,2,-6900,-4.86,140000,140600,135000,460414,63052880250,7563906251300,55987463,KSQ
9,141080,KR7141080002,리가켐바이오,KOSDAQ GLOBAL,기술성장기업부,185200,2,-9300,-4.78,193700,194000,185000,197267,37167128150,6855996213600,37019418,KSQ
10,087010,KR7087010005,펩트론,KOSDAQ,기술성장기업부,262500,2,-7500,-2.78,267500,275500,262500,71006,18983574250,6120804375000,23317350,KSQ
11,036930,KR7036930006,주성엔지니어링,KOSDAQ GLOBAL,우량기업부,126100,1,200,0.16,126000,129700,122500,612538,77044548300,5861269358100,46481121,KSQ
12,039030,KR7039030002,이오테크닉스,KOSDAQ GLOBAL,우량기업부,472500,2,-43500,-8.43,502000,509000,471000,78156,37620506500,5820987375000,12319550,KSQ
13,240810,KR7240810002,원익IPS,KOSDAQ GLOBAL,우량기업부,117700,2,-3100,-2.57,120800,123300,117700,363970,43349078600,5777175147700,49083901,KSQ
14,214370,KR7214370009,케어젠,KOSDAQ,벤처기업부,105000,2,-1000,-0.94,103900,110000,103900,110540,11810617400,5640075000000,53715000,KSQ
15,310210,KR7310210000,보로노이,KOSDAQ,기술성장기업부,287500,2,-8500,-2.87,292500,304500,286500,60922,17886467250,5290624162500,18402171,KSQ
16,095340,KR7095340006,ISC,KOSDAQ GLOBAL,우량기업부,245500,1,1500,0.61,243000,249000,240500,150682,36826789000,5203877739000,21197058,KSQ
17,108490,KR7108490004,로보티즈,KOSDAQ,기술성장기업부,319000,2,-9500,-2.89,343000,343000,319000,225456,74870802750,4675591932000,14657028,KSQ
18,403870,KR7403870009,HPSP,KOSDAQ GLOBAL,우량기업부,52500,2,-900,-1.69,54100,54800,52400,1108207,59214325500,4320750000000,82300000,KSQ
