,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId,lateInfoMsgCd
0,196170,KR7196170005,알테오젠,KOSDAQ GLOBAL,우량기업부,255500,2,-4500,-1.73,258000,260000,250500,325625,82716044750,17796886481500,69655133,KSQ,ME005
1,086520,KR7086520004,에코프로,KOSDAQ GLOBAL,중견기업부,82200,2,-2200,-2.61,83200,84800,81500,403348,33258454250,11160799694400,135776152,KSQ,ME005
2,247540,KR7247540008,에코프로비엠,KOSDAQ GLOBAL,중견기업부,104100,2,-2900,-2.71,105000,107000,103100,259693,27070837300,10184148179400,97830434,KSQ,ME005
3,036930,KR7036930006,주성엔지니어링,KOSDAQ GLOBAL,우량기업부,202000,1,9200,4.77,194000,204000,189200,1122839,220043714200,9389186442000,46481121,KSQ,ME005
4,277810,KR7277810008,레인보우로보틱스,KOSDAQ,기술성장기업부,423500,2,-10000,-2.31,434500,436500,421500,53799,22902250750,8215839863000,19399858,KSQ,ME005
5,240810,KR7240810002,원익IPS,KOSDAQ GLOBAL,우량기업부,119400,1,11000,10.15,107600,120000,106000,1086665,124773889600,5860617779400,49083901,KSQ,ME005
6,039030,KR7039030002,이오테크닉스,KOSDAQ,우량기업부,468000,1,21500,4.82,443500,469500,438500,86196,39422995750,5765549400000,12319550,KSQ,ME005
7,058470,KR7058470006,리노공업,KOSDAQ GLOBAL,우량기업부,65900,1,1600,2.49,64300,66100,63100,402902,26077233250,5022360915000,76211850,KSQ,ME005
8,222800,KR7222800005,심텍,KOSDAQ GLOBAL,중견기업부,130700,1,5200,4.14,124900,131600,122200,405333,51690654700,4963231599600,37974228,KSQ,ME005
9,108490,KR7108490004,로보티즈,KOSDAQ,기술성장기업부,309000,2,-15500,-4.78,322000,322000,306000,322266,100372183750,4532111652000,14667028,KSQ,ME005
10,403870,KR7403870009,HPSP,KOSDAQ GLOBAL,우량기업부,53400,1,1500,2.89,51900,53600,51200,1100488,57958796150,4394820000000,82300000,KSQ,ME005
11,028300,KR7028300002,HLB,KOSDAQ,중견기업부,31900,2,-550,-1.69,32850,32850,30900,369713,11689198750,4249023313700,133198223,KSQ,ME005
12,095340,KR7095340006,ISC,KOSDAQ,우량기업부,191900,1,10300,5.67,181100,192500,178000,111526,20816290000,4067715430200,21197058,KSQ,ME005
13,319660,KR7319660007,피에스케이,KOSDAQ,우량기업부,129500,1,11200,9.47,118400,129800,115200,278037,34411241450,3751189463000,28966714,KSQ,ME005
14,000250,KR7000250001,삼천당제약,KOSDAQ,중견기업부,156100,2,-1400,-0.89,157000,157000,153800,39710,6157924200,3661711379200,23457472,KSQ,ME005
15,031980,KR7031980006,피에스케이홀딩스,KOSDAQ,우량기업부,166800,2,-100,-0.06,158900,168800,145700,156745,25482281050,3596607486000,21562395,KSQ,ME005
16,214450,KR7214450009,파마리서치,KOSDAQ GLOBAL,우량기업부,331000,2,-6000,-1.78,335500,335500,323500,111914,36699376750,3438973488000,10389648,KSQ,ME005
17,087010,KR7087010005,펩트론,KOSDAQ,기술성장기업부,146500,2,-4300,-2.85,148500,148800,142200,104915,15219766250,3415991775000,23317350,KSQ,ME005
18,298380,KR7298380007,에이비엘바이오,KOSDAQ GLOBAL,기술성장기업부,57900,2,-1400,-2.36,56600,58300,54100,829910,46480488750,3241674107700,55987463,KSQ,ME005
