Date,Close,UpDown,Comp,Change,Open,High,Low,Volume,Amount,MarCap
2026-01-02,4309.63,1,95.46,0.0227,4224.53,4313.55,4216.68,406339246,17521809108064,3558736495078057
2026-01-05,4457.52,1,147.89,0.034300000000000004,4385.92,4457.52,4381.93,513869696,22783803354664,3683501014645836
2026-01-06,4525.48,1,67.96,0.0152,4446.08,4525.48,4395.0,498391270,25518237182834,3738188652369778
2026-01-07,4551.06,1,25.58,0.005699999999999999,4566.34,4611.72,4488.2,553653981,29139900200735,3759722548753830
2026-01-08,4552.37,1,1.31,0.0003,4531.46,4622.32,4527.5,440086040,27476981855641,3759062721637169
2026-01-09,4586.32,1,33.95,0.0075,4530.03,4590.03,4500.48,399219985,23478838394919,3790229810382982
2026-01-12,4624.79,1,38.47,0.0084,4639.89,4652.54,4567.55,394752880,23073767861614,3822227585757325
2026-01-13,4692.64,1,67.85,0.0147,4662.44,4693.07,4641.58,429151090,25240608214513,3877443681591208
2026-01-14,4723.1,1,30.46,0.006500000000000001,4685.11,4723.1,4669.32,550416487,24217478031620,3903166781496608
2026-01-15,4797.55,1,74.45,0.0158,4710.28,4797.55,4705.44,545175207,23826144317448,3966237189276504
2026-01-16,4840.74,1,43.19,0.009000000000000001,4820.66,4855.61,4797.75,720905827,26948188036284,4004879773934139
2026-01-19,4904.66,1,63.92,0.0132,4829.4,4917.37,4827.95,570841030,25214738198401,4056832202296880
2026-01-20,4885.75,2,-18.91,-0.0039000000000000003,4900.28,4935.48,4823.88,667709207,27148846770961,4038612917321370
2026-01-21,4909.93,1,24.18,0.0049,4808.94,4910.54,4807.13,600101467,30093031855585,4061917379318616
2026-01-22,4952.53,1,42.6,0.0087,4987.06,5019.54,4934.17,568624077,32919611108208,4095874148435200
2026-01-23,4990.07,1,37.54,0.0076,4984.08,5021.13,4926.22,612601752,30017138130375,4125555096685080
2026-01-26,4949.59,2,-40.48,-0.008100000000000001,4997.54,5023.76,4940.78,446903055,22842956876465,4093032390767832
2026-01-27,5084.85,1,135.26,0.0273,4932.89,5084.85,4890.72,476155582,28496381114727,4203734778009835
2026-01-28,5170.81,1,85.96,0.0169,5145.39,5183.44,5124.8,593108778,30856467311072,4276044578125425
2026-01-29,5221.25,1,50.44,0.0098,5243.42,5252.61,5073.12,699659390,35870200939592,4315677778298127
2026-01-30,5224.36,1,3.11,0.0006,5210.35,5321.68,5199.78,862540604,35493399111211,4318647135951042
2026-02-02,4949.67,2,-274.69,-0.0526,5122.62,5196.71,4933.58,572544402,32090618217805,4091111654386489
2026-02-03,5288.08,1,338.41,0.0684,5114.81,5288.08,5101.31,672610151,30015961619294,4372100336340858
2026-02-04,5371.1,1,83.02,0.015700000000000002,5260.71,5376.92,5243.11,789920328,30433498214654,4438841137256351
2026-02-05,5163.57,2,-207.53,-0.038599999999999995,5251.03,5304.4,5142.2,911910087,32385641184187,4264766371309451
2026-02-06,5089.14,2,-74.43,-0.0144,5013.15,5120.77,4899.3,745763942,29912342148788,4203477721125180
2026-02-09,5298.04,1,208.9,0.040999999999999995,5299.1,5322.35,5265.08,617657784,26454138847440,4374057800206435
2026-02-10,5301.69,1,3.65,0.0007000000000000001,5350.21,5363.62,5286.67,712267871,23275929869547,4376615585478883
2026-02-11,5354.49,1,52.8,0.01,5293.75,5374.23,5257.53,753767377,25625896916781,4421255293234541
2026-02-12,5522.27,1,167.78,0.0313,5425.39,5522.27,5399.52,750614562,32322625268341,4560825989035452
2026-02-13,5507.01,2,-15.26,-0.0028000000000000004,5513.71,5583.74,5480.92,1290658558,30820998931626,4553532159039352
2026-02-19,5677.25,1,170.24,0.030899999999999997,5642.09,5681.65,5614.97,1185838197,28945961371804,4696588119553641
2026-02-20,5808.53,1,131.28,0.0231,5696.89,5809.91,5684.58,1749302679,33119679281825,4803601345750885
2026-02-23,5846.09,1,37.56,0.006500000000000001,5903.11,5931.86,5792.57,1477788942,32044129428372,4820058734017212
2026-02-24,5969.64,1,123.55,0.021099999999999997,5853.48,5969.64,5775.61,1602004836,31372730942186,4922736641351075
2026-02-25,6083.86,1,114.22,0.0191,6022.7,6144.71,5984.28,1415254864,35284562768622,5016888866747315
2026-02-26,6307.27,1,223.41,0.036699999999999997,6121.03,6313.27,6107.41,1409623229,38930015318333,5199961588788373
2026-02-27,6244.13,2,-63.14,-0.01,6197.49,6347.41,6153.87,1166057975,54939339254580,5146373107791624
