Date,Close,UpDown,Comp,Change,Open,High,Low,Volume,Amount,MarCap
2007-01-02,1435.26,1,0.8,0.0006,1438.89,1439.71,1430.06,147738874,2037041214537,705331658848560.0
2007-01-03,1409.35,2,-25.91,-0.0181,1436.42,1437.79,1409.31,203207820,2611604472961,692674665049475.0
2007-01-04,1397.29,2,-12.06,-0.0086,1410.55,1411.12,1388.5,241172494,2967081204825,686777866954890.0
2007-01-05,1385.76,2,-11.53,-0.0083,1398.6,1400.59,1372.36,277291837,3394971610133,681185456623195.0
2007-01-08,1370.81,2,-14.95,-0.0108,1376.76,1384.65,1366.48,177591554,2555241244959,673840181097160.0
2007-01-09,1374.34,1,3.53,0.0026,1376.71,1381.99,1367.74,216844007,2473171096196,675406045109805.0
2007-01-10,1355.79,2,-18.55,-0.013500000000000002,1372.52,1372.52,1345.08,225461612,2912102069775,665963580229900.0
2007-01-11,1365.31,1,9.52,0.006999999999999999,1357.57,1375.31,1355.63,211751142,2689446928133,670446730116930.0
2007-01-12,1388.37,1,23.06,0.0169,1379.0,1389.0,1372.87,213766243,3185029447290,682183246637755.0
2007-01-15,1390.96,1,2.59,0.0019,1396.87,1397.64,1385.81,163884775,2462800717647,683598164571290.0
2007-01-16,1389.71,2,-1.25,-0.0009,1392.0,1393.42,1385.2,171336188,2188876583141,682987635084640.0
2007-01-17,1379.48,2,-10.23,-0.0074,1391.75,1391.75,1369.08,205372850,2674358040937,678010048987325.0
2007-01-18,1383.21,1,3.73,0.0027,1378.37,1385.22,1372.93,181231570,2599655175398,679606356779980.0
2007-01-19,1360.56,2,-22.65,-0.016399999999999998,1369.09,1372.63,1356.22,222672454,3008845237594,668556301920815.0
2007-01-22,1363.41,1,2.85,0.0021,1363.84,1364.67,1348.46,190989745,2476833163117,670112629890360.0
2007-01-23,1363.09,2,-0.32,-0.0002,1353.06,1367.03,1352.5,184014905,2417229667559,670109016134015.0
2007-01-24,1383.06,1,19.97,0.0147,1369.96,1383.75,1369.02,197926446,2704447288000,679913197525520.0
2007-01-25,1382.36,2,-0.7,-0.0005,1392.55,1392.55,1379.66,157048672,2187781796240,679698845824470.0
2007-01-26,1371.33,2,-11.03,-0.008,1372.36,1378.48,1366.1,160882769,2467215455801,674188866995530.0
2007-01-29,1363.1,2,-8.23,-0.006,1376.48,1378.28,1361.23,136329089,2253638539421,670015414272540.0
2007-01-30,1370.72,1,7.62,0.005600000000000001,1365.0,1371.59,1360.42,161252852,2269271398218,673564064539275.0
2007-01-31,1360.23,2,-10.49,-0.0077,1374.76,1374.76,1357.87,192326761,2278383751892,668640361807180.0
2007-02-01,1382.9,1,22.67,0.0167,1367.07,1382.9,1362.04,168200986,2860275990715,679625076354685.0
2007-02-02,1413.14,1,30.24,0.0219,1386.78,1413.34,1386.06,219152091,4169084266038,694714776783320.0
2007-02-05,1417.95,1,4.81,0.0034000000000000002,1413.77,1420.42,1409.71,181594917,3108424378680,696717737733075.0
2007-02-06,1428.58,1,10.63,0.0075,1416.65,1428.91,1414.58,188881729,2954600630371,701659781272425.0
2007-02-07,1426.29,2,-2.29,-0.0016,1430.85,1431.25,1419.48,193224740,2958774054383,700475045509725.0
2007-02-08,1423.58,2,-2.71,-0.0019,1424.99,1431.01,1416.05,189043295,2855871162732,699033834515025.0
2007-02-09,1427.68,1,4.1,0.0029,1424.49,1432.29,1422.97,227566758,2741316496597,701071756051215.0
2007-02-12,1414.29,2,-13.39,-0.009399999999999999,1416.84,1416.84,1403.75,209291054,2819813100155,694373960542545.0
2007-02-13,1418.44,1,4.15,0.0029,1412.72,1424.66,1410.81,219251210,2919644980465,696199130071075.0
2007-02-14,1436.1,1,17.66,0.0125,1430.02,1440.51,1430.01,214653096,3580135000374,704870583939695.0
2007-02-15,1443.63,1,7.53,0.0052,1450.55,1450.84,1441.79,216082577,3503460982111,708698736588290.0
2007-02-16,1448.81,1,5.18,0.0036,1444.46,1448.96,1439.03,207157026,3634847578713,711717548920485.0
2007-02-20,1452.96,1,4.15,0.0029,1450.96,1453.25,1443.97,220471063,2529606496325,714119794282690.0
2007-02-21,1451.38,2,-1.58,-0.0011,1455.18,1457.37,1444.84,258240208,3206897019595,713416464210490.0
2007-02-22,1465.41,1,14.03,0.0097,1452.71,1471.04,1452.62,310280835,3683842777709,720008691455915.0
