Date,Close,UpDown,Comp,Change,Open,High,Low,Volume,Amount,MarCap
2025-01-02,317.77,2,-0.05,-0.0002,317.68,319.01,315.82,91345703.0,5601796265966.0,1723804851739980.0
2025-01-03,324.0,1,6.23,0.0196,318.26,326.06,318.04,110730374.0,6528681218592.0,1756789049986870.0
2025-01-06,331.52,1,7.52,0.0232,325.82,331.61,324.89,102034259.0,6779474246302.0,1792159146628200.0
2025-01-07,330.89,2,-0.63,-0.0019,335.46,336.6,330.89,133145019.0,7882277659260.0,1794315743870690.0
2025-01-08,334.95,1,4.06,0.0123,328.98,336.02,328.98,139752621.0,8637880190482.0,1816779168907950.0
2025-01-09,335.4,1,0.45,0.0013,336.11,338.12,334.77,145223701.0,9806822998839.0,1817884184941565.0
2025-01-10,334.55,2,-0.85,-0.0025,336.6,337.61,333.39,139732571.0,8069986038944.0,1812309947696585.0
2025-01-13,330.31,2,-4.24,-0.0127,333.1,334.1,329.53,116773335.0,6691342825348.0,1792560078722425.0
2025-01-14,330.74,1,0.43,0.0013,331.46,332.12,328.85,115654237.0,6772126547156.0,1798048804110475.0
2025-01-15,330.97,1,0.23,0.0007000000000000001,332.83,335.11,330.28,155698803.0,7149394185809.0,1797571961920380.0
2025-01-16,335.73,1,4.76,0.0144,335.7,336.72,334.64,136039876.0,7420978939049.0,1820845184760595.0
2025-01-17,335.09,2,-0.64,-0.0019,334.71,336.14,333.29,133720708.0,7962885624693.0,1816607158687255.0
2025-01-20,333.94,2,-1.15,-0.0034000000000000002,336.31,336.79,333.42,111672788.0,6533804036999.0,1813871462616315.0
2025-01-21,334.44,1,0.5,0.0015,336.12,338.7,333.02,124962357.0,7042690548940.0,1811706470379555.0
2025-01-22,338.76,1,4.32,0.0129,336.95,339.51,335.19,164366195.0,8843551965790.0,1833949301111540.0
2025-01-23,334.5,2,-4.26,-0.0126,337.56,337.81,334.5,127009058.0,7839748251724.0,1811742911711225.0
2025-01-24,336.74,1,2.24,0.0067,336.17,338.18,335.18,118264015.0,7507943343424.0,1827138174393210.0
2025-01-31,333.36,2,-3.38,-0.01,336.45,337.15,330.2,175542744.0,11500568817486.0,1813732098819680.0
2025-02-03,324.55,2,-8.81,-0.0264,326.44,326.8,322.31,159272510.0,9650708475513.0,1767080423490780.0
2025-02-04,328.72,1,4.17,0.0128,328.58,332.75,327.27,151263852.0,9260728982239.0,1786511673635460.0
2025-02-05,332.47,1,3.75,0.011399999999999999,332.05,333.66,330.96,127450332.0,7665162472326.0,1806909394818430.0
2025-02-06,336.53,1,4.06,0.012199999999999999,334.31,336.53,332.98,168942301.0,9649301029113.0,1826991204520680.0
2025-02-07,333.89,2,-2.64,-0.0078000000000000005,335.92,336.36,333.41,148409218.0,8232539777550.0,1815223385791800.0
2025-02-10,334.5,1,0.61,0.0018,332.06,335.34,330.65,146816293.0,8559707293445.0,1814938750927800.0
2025-02-11,336.67,1,2.17,0.006500000000000001,335.94,338.11,334.82,142325665.0,9212564936022.0,1828645147306490.0
2025-02-12,337.23,1,0.56,0.0017000000000000001,335.79,337.65,334.49,206175080.0,11539718134783.0,1836161533393060.0
2025-02-13,341.06,1,3.83,0.011399999999999999,338.53,341.09,337.93,263552399.0,13796204639473.0,1862255152059200.0
2025-02-14,342.76,1,1.7,0.005,341.88,344.14,341.29,236983323.0,11554022799114.0,1868467884292390.0
2025-02-17,345.11,1,2.35,0.0069,343.29,345.56,342.75,157273674.0,9053956396711.0,1881940449982370.0
2025-02-18,347.84,1,2.73,0.0079,345.67,348.28,344.51,180448456.0,10586371788960.0,1894532329841200.0
2025-02-19,354.53,1,6.69,0.0192,349.03,355.86,349.03,254872787.0,12551727882230.0,1929208756864670.0
2025-02-20,352.15,2,-2.38,-0.0067,353.35,354.3,350.78,218103116.0,11992992084069.0,1916662190923200.0
