,Code,Name,Close,RateCode,STR_CMP_PRC,Rate,Marcap,IDX_ID
0,005930,삼성전자,204250,2,-6250,-2.97,1209086045568500,
1,000660,SK하이닉스,999000,2,-34000,-3.29,711989662635000,
2,005380,현대차,489000,2,-19000,-3.74,100126547574000,
3,373220,LG에너지솔루션,419000,1,13000,3.2,98046000000000,
4,402340,SK스퀘어,565000,2,-13000,-2.25,74629219975000,
5,012450,한화에어로스페이스,1441000,2,-43000,-2.9,74302860841000,
6,207940,삼성바이오로직스,1581000,2,-17000,-1.06,73185993531000,
7,034020,두산에너빌리티,100050,2,-1150,-1.14,64088142657300,
8,000270,기아,150500,2,-8700,-5.46,58757156199000,
9,105560,KB금융,154500,2,-1500,-0.96,57605395297500,
10,329180,HD현대중공업,471500,2,-13000,-2.68,49489217587500,
11,028260,삼성물산,300500,2,-8500,-2.75,48731778790500,
12,068270,셀트리온,199400,2,-2600,-1.29,46071023243400,
13,055550,신한지주,97000,1,300,0.31,46041473017000,
14,032830,삼성생명,227500,2,-11000,-4.61,45500000000000,
15,006400,삼성SDI,483500,1,12000,2.55,38963103755000,
16,009150,삼성전기,515000,1,1000,0.19,38467253440000,
17,042660,한화오션,123700,2,-4000,-3.13,37903336837800,
18,006800,미래에셋증권,66700,2,-1000,-1.48,37039604413600,
19,012330,현대모비스,401000,2,-6000,-1.47,36383765783000,
20,267260,HD현대일렉트릭,996000,1,16000,1.63,35902946460000,
21,086790,하나금융지주,117500,1,400,0.34,32703283145000,
22,010130,고려아연,1538000,2,-47000,-2.97,32102626322000,
23,035420,NAVER,200000,2,-1500,-0.74,31370527600000,
24,005490,POSCO홀딩스,367000,1,4500,1.24,29702393384000,
25,015760,한국전력,43050,2,-850,-1.94,27636553514850,
26,009540,HD한국조선해양,394000,1,4500,1.16,27884607704000,
27,298040,효성중공업,2908000,2,-22000,-0.75,27115785584000,
28,042700,한미반도체,275250,2,-5250,-1.87,26234683050000,
29,051910,LG화학,358000,1,13500,3.92,25272058794000,
30,272210,한화시스템,135000,1,4400,3.37,25504117515000,
31,010140,삼성중공업,28450,1,150,0.53,25036000000000,
32,034730,SK,338500,2,-3500,-1.02,24542164965500,
33,316140,우리금융지주,33175,2,-225,-0.67,24352981916000,
34,010120,LS ELECTRIC,788000,0,0,0.0,23640000000000,
35,064350,현대로템,205000,2,-1500,-0.73,22374170065000,
36,000810,삼성화재,461000,2,-7000,-1.5,21211142455000,
37,096770,SK이노베이션,123200,1,2800,2.33,20827303481600,
38,000150,두산,1285000,1,81000,6.73,20809077975000,
39,035720,카카오,47250,2,-600,-1.25,20931797013750,
40,000720,현대건설,180500,2,-8200,-4.35,20099715582500,
41,017670,SK텔레콤,94400,1,5400,6.07,20276181003200,
42,138040,메리츠금융지주,116000,2,-1500,-1.28,19604147668000,
43,079550,LIG넥스원,892000,1,59000,7.08,19624000000000,
44,267250,HD현대,252500,1,1500,0.6,19945753962500,
45,047810,한국항공우주,198100,1,7700,4.04,19309818696700,
46,003670,포스코퓨처엠,218000,1,500,0.23,19390275960000,
47,011200,HMM,20700,1,50,0.24,19525025979000,
48,066570,LG전자,116300,2,-400,-0.34,18943686808100,
49,033780,KT&G,163100,1,4600,2.9,18703760799500,
50,024110,기업은행,21700,2,-300,-1.36,17304141357300,
51,086280,현대글로비스,213000,2,-7500,-3.4,15975000000000,
52,030200,KT,61700,1,700,1.15,15549737964500,
53,003550,LG,89800,2,-2000,-2.18,13849098333000,
54,278470,에이피알,365500,1,30000,8.94,13683645652500,
55,010950,S-Oil,118800,1,6700,5.98,13374835689600,
56,047050,포스코인터내셔널,74100,1,700,0.95,13035878590800,
57,0126Z0,삼성에피스홀딩스,520000,2,-7000,-1.33,12939185480000,
58,071050,한국금융지주,233500,2,-5500,-2.3,13012019132000,
59,005940,NH투자증권,33650,2,-200,-0.59,11990988016850,
60,323410,카카오뱅크,24750,2,-100,-0.4,11808545190750,
61,018260,삼성에스디에스,149300,2,-4700,-3.05,11552505540000,
62,039490,키움증권,447500,2,-12000,-2.61,11729731275000,
63,259960,크래프톤,231500,2,-2500,-1.07,10974510066500,
64,005830,DB손해보험,162300,2,-5500,-3.28,11261023200000,
65,352820,하이브,254000,2,-6500,-2.5,10939232884000,
66,307950,현대오토에버,389500,2,-26000,-6.26,10681640989000,
67,028050,삼성E&A,51400,1,900,1.78,10074400000000,
68,047040,대우건설,23550,1,1000,4.43,9787913124900,
69,000880,한화,121700,2,-2100,-1.7,9122478049500,
70,016360,삼성증권,103800,2,-600,-0.57,9269340000000,
71,006260,LS,280500,2,-6500,-2.26,8751600000000,
72,003490,대한항공,24350,2,-600,-2.4,8966173095350,
73,003230,삼양식품,1187000,1,16000,1.37,8941688805000,
74,007660,이수페타시스,119100,2,-1000,-0.83,8743037982900,
75,011070,LG이노텍,345500,2,-1500,-0.43,8176985468500,
76,443060,HD현대마린솔루션,183600,1,6800,3.85,8231033106000,
77,267270,HD건설기계,159000,2,-1900,-1.18,7627884762000,
78,161390,한국타이어앤테크놀로지,63100,1,1600,2.6,7816516853900,
79,180640,한진칼,109600,2,-5100,-4.45,7317145778400,
