,Code,Name,Close,RateCode,STR_CMP_PRC,Rate,Marcap,IDX_ID
0,005930,삼성전자,348000,1,31000,9.78,2034504955584000,
1,000660,SK하이닉스,2370000,1,37000,1.59,1689104605050000,
2,402340,SK스퀘어,1260000,1,27000,2.19,166267566360000,
3,005380,현대차,765000,1,42000,5.81,156639690990000,
4,009150,삼성전기,2045000,2,-82000,-3.86,152748608320000,
5,373220,LG에너지솔루션,460000,1,2000,0.44,107640000000000,
6,032830,삼성생명,416000,1,27500,7.08,83200000000000,
7,028260,삼성물산,479000,1,46500,10.75,77678271299000,
8,329180,HD현대중공업,702000,1,6000,0.86,73682779950000,
9,012330,현대모비스,789000,1,21000,2.73,71588007987000,
10,034020,두산에너빌리티,110000,1,4400,4.17,70461726060000,
11,000270,기아,173900,1,4700,2.78,67892820352200,
12,207940,삼성바이오로직스,1384000,1,21000,1.54,64066676184000,
13,066570,LG전자,380500,4,87500,29.86,61977604759000,
14,012450,한화에어로스페이스,1136000,2,-37000,-3.15,58576023536000,
15,105560,KB금융,153500,1,2900,1.93,57232544842500,
16,006400,삼성SDI,657000,2,-31000,-4.51,52944693210000,
17,034730,SK,676000,3,0,0.0,49011827228000,
18,055550,신한지주,94500,1,900,0.96,44854837114500,
19,068270,셀트리온,191200,2,-1700,-0.88,42469791599200,
20,035420,NAVER,270000,1,36000,15.38,42355919520000,
21,011070,LG이노텍,1735000,1,277000,19.0,41062430645000,
22,010120,LS ELECTRIC,274000,1,32500,13.46,41100000000000,
23,267260,HD현대일렉트릭,1086000,1,33000,3.13,39147188610000,
24,000150,두산,2431000,1,459000,23.28,39367212885000,
25,042660,한화오션,124600,1,1300,1.05,38179108892400,
26,298040,효성중공업,3856000,1,171000,4.64,35955457088000,
27,006800,미래에셋증권,61400,3,0,0.0,34357406432000,
28,005490,POSCO홀딩스,413500,2,-10000,-2.36,32766371414500,
29,086790,하나금융지주,115900,1,800,0.7,31799221993200,
30,018260,삼성에스디에스,382000,1,83000,27.76,29558319600000,
31,009540,HD한국조선해양,411000,2,-12000,-2.84,29087750676000,
32,010130,고려아연,1391000,1,18000,1.31,29034299879000,
33,042700,한미반도체,294500,1,12500,4.43,28069442900000,
34,003550,LG,182700,1,36100,24.62,28176283579500,
35,307950,현대오토에버,1019000,1,88000,9.45,27945037658000,
36,000810,삼성화재,621000,1,52000,9.14,27726080733000,
37,051910,LG화학,378000,1,11000,3.0,26683905654000,
38,010140,삼성중공업,27700,2,-250,-0.89,24376000000000,
39,015760,한국전력,38800,2,-100,-0.26,24908206187600,
40,064350,현대로템,216000,1,15500,7.73,23574735288000,
41,017670,SK텔레콤,105600,1,5000,4.97,22681829596800,
42,267250,HD현대,287000,1,9500,3.42,22671015395000,
43,316140,우리금융지주,29550,2,-150,-0.51,21691955256000,
44,003670,포스코퓨처엠,235000,2,-10500,-4.28,20902361700000,
45,272210,한화시스템,103100,2,-1900,-1.81,19477589005900,
46,096770,SK이노베이션,117500,2,-1700,-1.43,19863702590000,
47,011200,HMM,19845,1,285,1.46,18718557514650,
48,035720,카카오,43000,1,1050,2.5,18992696402000,
49,033780,KT&G,185400,1,700,0.38,19246458542400,
50,138040,메리츠금융지주,107100,1,4200,4.08,17922892938300,
51,086280,현대글로비스,236500,2,-6000,-2.47,17737500000000,
52,079550,LIG디펜스앤에어로스페이스,781000,2,-20000,-2.5,17182000000000,
53,278470,에이피알,424500,1,29000,7.33,15892496797500,
54,047810,한국항공우주,169400,1,1100,0.65,16512283125800,
55,024110,기업은행,20100,2,-100,-0.5,16028259966900,
56,000720,현대건설,140000,2,-7000,-4.76,15589807100000,
57,006260,LS,467000,1,21000,4.71,14570400000000,
58,071050,한국금융지주,250000,1,12500,5.26,13931498000000,
59,064400,LG씨엔에스,147600,1,33800,29.7,14300365924800,
60,030200,KT,53800,1,1000,1.89,13558766653000,
61,259960,크래프톤,253000,2,-4500,-1.75,11672659229000,
62,0126Z0,삼성에피스홀딩스,477500,2,-6500,-1.34,11881655897500,
63,010950,S-Oil,104200,2,-3200,-2.98,11731126926400,
64,005940,NH투자증권,31100,1,900,2.98,11082309875900,
65,016360,삼성증권,125800,1,6000,5.01,11233940000000,
66,323410,카카오뱅크,22250,2,-150,-0.67,10615929723250,
67,047050,포스코인터내셔널,61800,2,-2000,-3.13,10872028298400,
68,443060,HD현대마린솔루션,237000,1,13000,5.8,10625530020000,
69,028050,삼성E&A,50300,2,-2600,-4.91,9858800000000,
70,039490,키움증권,388000,1,17500,4.72,10176586608000,
71,007660,이수페타시스,138600,1,9400,7.28,10174517753400,
72,003490,대한항공,25950,2,-850,-3.17,9555326152950,
73,047040,대우건설,24450,2,-1750,-6.68,10046691749100,
74,352820,하이브,216000,2,-4000,-1.82,9310085784000,
75,454910,두산로보틱스,138400,4,31900,29.95,8971085232000,
76,005830,DB손해보험,142400,2,-700,-0.49,9327249697600,
77,001440,대한전선,47750,1,2300,5.06,9358646459000,
78,003230,삼양식품,1180000,2,-25000,-2.07,8888957700000,
79,000880,한화,131300,2,-2400,-1.8,9257689764700,
80,353200,대덕전자,177300,2,-13600,-7.12,8761620802500,
81,034220,LG디스플레이,16340,1,250,1.55,8170000000000,
82,161390,한국타이어앤테크놀로지,69400,1,2600,3.89,8596929788600,
83,062040,산일전기,253000,1,6000,2.43,7745810050000,
84,000990,DB하이텍,183900,2,-1600,-0.86,8000493733200,
85,180640,한진칼,116600,1,6500,5.9,7784481731400,
86,326030,SK바이오팜,89500,2,-200,-0.22,7009035875000,
87,078930,GS,73000,1,500,0.69,6781371135000,
88,032640,LG유플러스,17150,1,1020,6.32,7278935603800,
89,267270,HD건설기계,146700,2,-4800,-3.17,7030142289900,
90,009830,한화솔루션,41500,2,-350,-0.84,7133540244000,
91,128940,한미약품,526000,1,35000,7.13,6738581266000,
92,336260,두산퓨얼셀,91900,1,500,0.55,6018873419400,
93,377300,카카오페이,47150,1,600,1.29,6377333366250,
94,066970,엘앤에프,154900,2,-13400,-7.96,6266554936300,
95,090430,아모레퍼시픽,111200,2,-3900,-3.39,6504394800800,
96,241560,두산밥캣,66500,1,1800,2.78,6374428322500,
97,000500,가온전선,367000,1,45000,13.98,6071323205000,
98,011790,SKC,164400,1,25100,18.02,6225548191200,
99,021240,코웨이,90700,1,700,0.78,6418605538200,
100,036570,NC,298500,1,9000,3.11,6430890567000,
101,000100,유한양행,82900,2,-2100,-2.47,6602786122900,
102,010060,OCI홀딩스,350000,1,500,0.14,6534581200000,
103,138930,BNK금융지주,17160,1,340,2.02,5325211886280,
104,018880,한온시스템,5380,2,-250,-4.44,5521292529760,
105,004020,현대제철,40050,2,-100,-0.25,5344503689250,
106,029780,삼성카드,45700,2,-450,-0.98,5294751318700,
107,022100,포스코DX,37700,1,5250,16.18,5731709283300,
108,082740,한화엔진,61800,2,-2400,-3.74,5157033375600,
109,175330,JB금융지주,24400,1,500,2.09,4593387449600,
110,271560,오리온,127300,2,-2300,-1.77,5032949603600,
111,004170,신세계,515000,3,0,0.0,4864268215000,
112,088980,맥쿼리인프라,10820,2,-140,-1.28,5181935964260,
113,001040,CJ,175600,1,13900,8.6,5123480848800,
114,002380,KCC,572000,1,22000,4.0,4915136512000,
115,052690,한전기술,135500,1,1200,0.89,5178810000000,
116,450080,에코프로머티,60400,2,-1800,-2.89,4270618662800,
117,023530,롯데쇼핑,148600,1,900,0.61,4203708993000,
118,103590,일진전기,94150,1,1250,1.35,4489579468500,
119,088350,한화생명,4825,2,-55,-1.13,4190657250000,
120,489790,한화비전,71200,1,4100,6.11,3594773368000,
121,111770,영원무역,77800,2,-1700,-2.14,3447432210400,
122,251270,넷마블,43150,1,650,1.53,3535476738650,
123,011170,롯데케미칼,78600,2,-2100,-2.6,3362147933400,
124,011780,금호석유화학,130300,2,-2000,-1.51,3277999447500,
125,005850,에스엘,75700,1,600,0.8,3516152964000,
126,020150,롯데에너지머티리얼즈,67400,1,11300,20.14,3529432206200,
127,035250,강원랜드,14970,2,-60,-0.4,3202689285000,
128,036460,한국가스공사,34550,2,-950,-2.68,3189414150000,
129,051900,LG생활건강,252500,1,5000,2.02,3861043655000,
130,004800,효성,199400,1,1100,0.55,3338037155800,
131,012510,더존비즈온,120200,1,200,0.17,3500690736600,
132,302440,SK바이오사이언스,40200,2,-700,-1.71,3153953430600,
133,009420,한올바이오파마,58200,2,-4300,-6.88,3040405131600,
134,383220,F&F,71400,2,-1500,-2.06,2735125155000,
135,457190,이수스페셜티케미컬,93600,2,-2700,-2.8,2828486419200,
136,483650,달바글로벌,204000,1,7000,3.55,2543709660000,
137,069960,현대백화점,116500,1,6700,6.1,2512312248000,
138,097950,CJ제일제당,200000,2,-2000,-0.99,3010837200000,
139,139130,iM금융지주,17470,1,130,0.75,2806111465010,
140,204320,HL만도,63200,1,1100,1.77,2967689984000,
141,009970,영원무역홀딩스,186800,2,-4700,-2.45,2521657471600,
142,011210,현대위아,92000,1,1000,1.1,2501947636000,
143,012750,에스원,69900,1,1500,2.19,2656142542200,
144,014680,한솔케미칼,266500,2,-3500,-1.3,3030156967500,
145,017800,현대엘리베이터,79400,1,600,0.76,3103935369000,
146,028670,팬오션,5150,2,-340,-6.19,2753032986800,
147,031210,서울보증보험,42700,2,-950,-2.18,2981382234600,
148,001450,현대해상,35050,1,500,1.45,2987951162500,
149,001720,신영증권,170000,2,-2000,-1.16,2794800000000,
150,001740,SK네트웍스,12720,1,1440,12.77,2551554268080,
151,004990,롯데지주,25250,2,-200,-0.79,2516510344000,
152,007340,DN오토모티브,42750,2,-1900,-4.26,2501339478750,
153,007810,코리아써키트,120300,1,1000,0.84,2885109186000,
154,375500,DL이앤씨,71800,2,-4700,-6.14,2778202131400,
155,322000,HD현대에너지솔루션,173100,2,-1700,-0.97,1938720000000,
156,008930,한미사이언스,33650,1,1900,5.98,2301375657500,
157,071970,HD현대마린엔진,70100,2,-1000,-1.41,2377896799500,
158,081660,미스토홀딩스,36850,2,-600,-1.6,1956434304000,
159,085620,미래에셋생명,14640,2,-60,-0.41,1979035200000,
160,097230,HJ중공업,21800,1,1250,6.08,1968438499200,
161,103140,풍산,77500,2,-2700,-3.37,2171881545000,
162,112610,씨에스윈드,46700,2,-800,-1.68,1969404520100,
163,120110,코오롱인더,72400,1,600,0.84,2168092716800,
164,139480,이마트,88100,1,2000,2.32,2431191653900,
165,161890,한국콜마,86200,1,700,0.82,2034757637400,
166,181710,NHN,56400,1,5500,10.81,1847277039600,
167,192820,코스맥스,173800,1,100,0.06,1972544664200,
168,229640,LS에코에너지,70300,1,1200,1.74,2152928993700,
169,279570,케이뱅크,5600,2,-190,-3.28,2271892845600,
170,282330,BGF리테일,124900,1,700,0.56,2158759859400,
171,018670,SK가스,229000,2,-8000,-3.38,2119908876000,
172,026960,동서,23800,2,-750,-3.05,2372860000000,
173,030000,제일기획,18540,1,80,0.43,2132864311500,
174,051600,한전KPS,51300,1,300,0.59,2308500000000,
175,000120,CJ대한통운,84600,2,-900,-1.05,1929924302400,
176,000240,한국앤컴퍼니,24575,1,275,1.13,2333033523000,
177,001430,세아베스틸지주,54400,1,900,1.68,1950899273600,
178,003690,코리안리,12920,1,70,0.54,2283235720520,
179,004370,농심,382500,2,-2500,-0.65,2326610565000,
180,005440,현대지에프홀딩스,13325,2,-405,-2.95,2077424810825,
181,006360,GS건설,28650,2,-1850,-6.07,2451909688500,
182,007070,GS리테일,24950,2,-600,-2.35,2086005004250,
183,008770,호텔신라,54100,2,-1000,-1.81,2123323346100,
184,439260,대한조선,63400,1,200,0.32,2414825482000,
185,298020,효성티앤씨,367500,1,4000,1.1,1590423135000,
186,007310,오뚜기,331500,2,-2500,-0.75,1328595645000,
187,456040,OCI,121700,1,200,0.16,1089518641500,
188,462870,시프트업,29300,1,800,2.81,1718572162000,
189,475150,SK이터닉스,39550,2,-550,-1.37,1347350008200,
190,069620,대웅제약,126100,2,-4500,-3.45,1461067107500,
191,073240,금호타이어,4690,2,-10,-0.21,1347250746030,
192,077970,STX엔진,39050,2,-1350,-3.34,1567781860150,
193,082640,동양생명,7200,2,-200,-2.7,1123650583200,
194,089860,롯데렌탈,31750,1,500,1.6,1152823069000,
195,090460,비에이치,31950,1,1300,4.24,1077083639100,
196,093370,후성,11110,2,-360,-3.14,1191606716300,
197,185750,종근당,77500,2,-1900,-2.39,1069715450000,
198,192080,더블유게임즈,68600,1,200,0.29,1452499904800,
199,195870,해성디에스,81200,2,-7900,-8.87,1380400000000,
200,281820,케이씨텍,61800,2,-800,-1.28,1223557249800,
201,294870,IPARK현대산업개발,19760,2,-790,-3.84,1302328840800,
202,012630,HDC,20900,2,-1200,-5.43,1248601968900,
203,017960,한국카본,32550,1,300,0.93,1682069619300,
204,020560,아시아나항공,7020,2,-310,-4.23,1446054791220,
205,023590,다우기술,39300,2,-250,-0.63,1701191361600,
206,030610,교보증권,11290,2,-110,-0.96,1286641829690,
207,032350,롯데관광개발,18180,2,-920,-4.82,1447154797320,
208,034230,파라다이스,13810,2,-290,-2.06,1279211765420,
209,415640,KB발해인프라,9790,2,-110,-1.11,1199720914920,
210,395400,SK리츠,5140,2,-320,-5.86,1547230566800,
211,000080,하이트진로,15840,2,-180,-1.12,1110916398240,
212,000210,DL,51700,2,-2600,-4.79,1083419202800,
213,001120,LX인터내셔널,40100,2,-1850,-4.41,1554276000000,
214,001800,오리온홀딩스,24900,2,-150,-0.6,1559871007800,
215,001820,삼화콘덴서,122500,2,-26600,-17.84,1273387500000,
216,002790,아모레퍼시픽홀딩스,22250,2,-650,-2.84,1701194505000,
217,003090,대웅,18290,2,-550,-2.92,1063416814200,
218,003240,태광산업,951000,2,-18000,-1.86,1058843400000,
219,003530,한화투자증권,6040,2,-80,-1.31,1295868561000,
220,003540,대신증권,30750,1,150,0.49,1513507712250,
221,003570,SNT다이내믹스,44000,1,800,1.85,1463118668000,
222,004000,롯데정밀화학,49800,2,-2900,-5.5,1284840000000,
223,005070,코스모신소재,50200,2,-2000,-3.83,1667371464200,
224,006040,동원산업,34450,2,-1050,-2.96,1520651214550,
225,006110,삼아알미늄,76800,1,4000,5.49,1161481344000,
226,006280,녹십자,137600,2,-3800,-2.69,1608067628800,
227,361610,SK아이이테크놀로지,18940,2,-370,-1.92,1549047674000,
228,293940,신한알파리츠,5195,2,-125,-2.35,628283938985,
229,330590,롯데리츠,3585,2,-225,-5.91,1035953449140,
230,357120,코람코라이프인프라리츠,4065,2,-250,-5.79,395668214010,
231,365550,ESR켄달스퀘어리츠,3810,2,-135,-3.42,937599090000,
232,417310,코람코더원리츠,9570,2,-220,-2.25,386628000000,
233,448730,삼성FN리츠,5120,2,-220,-4.12,466176000000,
234,451800,한화리츠,4820,2,-230,-4.55,865672000000,
235,000070,삼양홀딩스,56400,2,-500,-0.88,437843972400,
236,000370,한화손해보험,6100,2,-220,-3.48,712107381500,
237,000400,롯데손해보험,1987,2,-53,-2.6,616638267840,
238,000640,동아쏘시오홀딩스,89200,2,-1100,-1.22,600541408400,
239,000670,영풍,52100,1,400,0.77,959196584300,
240,001060,JW중외제약,26800,2,-1000,-3.6,624062924000,
241,001200,유진투자증권,4705,2,-50,-1.05,455756496690,
242,001270,부국증권,58400,2,-1700,-2.83,605601342400,
243,001500,현대차증권,9520,3,0,0.0,588650578880,
244,001510,SK증권,3340,1,90,2.77,772525583900,
245,001530,DI동일,24775,1,75,0.3,513229510275,
246,001570,금양,9900,0,0,0.0,633275240400,
247,001680,대상,18930,2,-320,-1.66,655887113250,
248,002020,코오롱,54900,2,-2700,-4.69,708631632000,
249,002030,아세아,189800,2,-12200,-6.04,390770109600,
250,002240,고려제강,19600,2,-750,-3.69,529200000000,
251,002350,넥센타이어,6810,1,240,3.65,665118242370,
252,002710,TCC스틸,14540,2,-700,-4.59,381147154380,
253,002810,삼영무역,20200,2,-650,-3.12,373032349600,
254,002840,미원상사,116200,2,-4300,-3.57,551950000000,
255,002960,한국쉘석유,486500,2,-5500,-1.12,632450000000,
256,003000,부광약품,4635,2,-220,-4.53,457310750085,
257,003030,세아제강지주,147400,2,-5800,-3.79,610480241800,
258,003160,디아이,25950,2,-1900,-6.82,734385000000,
259,003280,흥아해운,2085,2,-15,-0.71,501285914415,
260,003300,한일홀딩스,16750,1,430,2.63,516450807000,
261,003470,유안타증권,5080,2,-100,-1.93,1013950606080,
262,003620,KG모빌리티,3325,2,-80,-2.35,672896582400,
263,003850,보령,8770,2,-250,-2.77,752353805390,
264,004490,세방전지,55500,2,-500,-0.89,769230000000,
265,004690,삼천리,121300,2,-3300,-2.65,439928050100,
266,004700,조광피혁,61800,2,-1600,-2.52,410916728400,
267,004710,한솔테크닉스,11570,2,-910,-7.29,363500671690,
268,005090,SGC에너지,47750,2,-2200,-4.4,688045650750,
269,005180,빙그레,72300,2,-300,-0.41,670150941300,
270,005250,녹십자홀딩스,12160,2,-760,-5.88,571863033600,
271,005300,롯데칠성,107200,2,-1800,-1.65,994696364800,
272,005420,코스모화학,13570,2,-620,-4.37,521199653960,
273,005610,삼립,41600,2,-650,-1.54,358966774400,
274,005690,파미셀,14880,2,-120,-0.8,892859728320,
275,005810,풍산홀딩스,38600,2,-400,-1.03,556507471200,
276,005880,대한해운,2135,2,-115,-5.11,689065570900,
277,006120,SK디스커버리,48150,2,-1150,-2.33,838472110650,
278,006220,제주은행,9830,2,-120,-1.21,371559815310,
279,006340,대원전선,11670,2,-270,-2.26,915096234720,
280,006380,카프로,3660,0,0,0.0,618539985360,
281,006650,대한유화,125800,2,-2500,-1.95,817700000000,
282,007700,F&F홀딩스,16860,2,-810,-4.58,659468227620,
283,008060,대덕,20550,2,-1000,-4.64,642949863900,
284,008730,율촌화학,18915,2,-725,-3.69,469092000000,
285,009240,한샘,31450,1,650,2.11,740142035600,
286,009410,태영건설,1641,2,-64,-3.75,488345317998,
287,009450,경동나비엔,69300,2,-800,-1.14,1009603425600,
288,009900,명신산업,9180,2,-460,-4.77,481675820940,
289,010690,화신,10670,2,-660,-5.83,372600774700,
290,010780,아이에스동서,27850,2,-950,-3.3,840707281600,
291,010820,퍼스텍,8900,2,-430,-4.61,434070248200,
292,011930,신성이엔지,23200,2,-800,-3.33,477567708000,
293,012030,DB,2105,1,20,0.96,423471128965,
294,0120G0,삼양바이오팜,53900,2,-3400,-5.93,400793393000,
295,014820,동원시스템즈,21100,2,-850,-3.87,611716050200,
296,014830,유니드,69300,2,-2000,-2.81,468994680000,
297,015360,INVENI,15040,2,-80,-0.53,409840000000,
298,015860,일진홀딩스,8500,2,-340,-3.85,419453605500,
299,016380,KG스틸,5690,2,-240,-4.05,569050623930,
300,016590,신대양제지,9520,2,-230,-2.36,383635246400,
301,016610,DB증권,10950,2,-50,-0.45,464787959550,
302,017810,풀무원,10020,2,-120,-1.18,381967830840,
303,017900,광전자,9650,2,-930,-8.79,559157312950,
304,017940,E1,84800,2,-1100,-1.28,581728000000,
305,019170,신풍제약,9680,2,-380,-3.78,507411292960,
306,020000,한섬,22050,2,-650,-2.86,473567717700,
307,025540,한국단자,81100,1,2300,2.92,820326500000,
308,027410,BGF,4340,2,-110,-2.47,415410872940,
309,029530,신도리코,41200,2,-700,-1.67,400288034800,
310,030190,NICE평가정보,14170,1,190,1.36,834776337590,
311,031430,신세계인터내셔날,13830,2,-170,-1.21,483856380000,
312,033240,자화전자,39300,2,-350,-0.88,849096228600,
313,034310,NICE,11740,2,-340,-2.81,431529023180,
314,036530,SNT홀딩스,50500,2,-300,-0.59,823346243000,
315,039130,하나투어,37050,2,-850,-2.24,573901980600,
316,057050,현대홈쇼핑,79800,2,-1200,-1.48,957600000000,
317,058650,세아홀딩스,156100,3,0,0.0,662213039600,
318,060980,HL홀딩스,44900,2,-50,-0.11,407640230300,
319,064960,SNT모티브,29950,1,50,0.17,794881146400,
320,069260,TKG휴켐스,16610,1,30,0.18,678993346680,
321,071320,지역난방공사,71300,2,-200,-0.28,825564447200,
322,072710,농심홀딩스,90800,2,-600,-0.66,421111332000,
323,075580,세진중공업,14730,2,-200,-1.34,837392486880,
324,079160,CJ CGV,4455,2,-105,-2.3,737669525175,
325,079900,전진건설로봇,57100,2,-3100,-5.15,833234319500,
326,089590,제주항공,4715,2,-145,-2.98,380222244275,
327,092200,디아이씨,9160,1,680,8.02,356219292040,
328,092790,넥스틸,14490,2,-220,-1.5,376768980000,
329,093050,LF,22600,1,100,0.44,660824000000,
330,097520,엠씨넥스,21100,2,-800,-3.65,367171650000,
331,100090,SK오션플랜트,16600,2,-410,-2.41,1037136941400,
332,100840,SNT에너지,37400,2,-750,-1.97,773461284200,
333,105840,우진,20100,3,0,0.0,405973167000,
334,108320,LX세미콘,55000,1,2400,4.56,894536500000,
335,114090,GKL,10710,1,100,0.94,662474225700,
336,126720,수산인더스트리,25650,2,-800,-3.02,366435900000,
337,130660,한전산업,13960,3,0,0.0,455096000000,
338,137310,에스디바이오센서,7490,2,-290,-3.73,904410773980,
339,145720,덴티움,45250,2,-1450,-3.1,390231067750,
340,145990,삼양사,45050,1,2000,4.65,464620877450,
341,161000,애경케미칼,12190,2,-660,-5.14,593027762710,
342,170900,동아에스티,38700,2,-1300,-3.25,376466595300,
343,178920,PI첨단소재,25550,1,550,2.2,750309527100,
344,183190,아세아시멘트,9800,2,-160,-1.61,357762994400,
345,192400,쿠쿠홀딩스,24900,3,0,0.0,885498406500,
346,200880,서연이화,13260,2,-290,-2.14,358397074620,
347,214320,이노션,19860,2,-90,-0.45,794400000000,
348,217590,티엠씨,21250,2,-1550,-6.8,512002281250,
349,248070,솔루엠,19190,2,-810,-4.05,917593568840,
350,249420,일동제약,21000,2,-350,-1.64,664403292000,
351,268280,미원에스씨,98800,2,-1600,-1.59,494000000000,
352,271940,일진하이솔루스,13620,2,-510,-3.61,494585647800,
353,280360,롯데웰푸드,111600,2,-1300,-1.15,1027230458400,
354,284740,쿠쿠홈시스,22400,2,-300,-1.32,502596192000,
355,285130,SK케미칼,41750,2,-1400,-3.24,722223480500,
356,298050,HS효성첨단소재,205500,2,-5000,-2.38,920629314000,
357,300720,한일시멘트,14170,2,-300,-2.07,1042135611530,
358,306200,세아제강,138100,2,-4100,-2.88,391693030000,
359,317450,명인제약,45550,2,-1500,-3.19,665030000000,
360,336370,솔루스첨단소재,12160,1,470,4.02,853842903040,
361,344820,KCC글라스,24500,2,-700,-2.78,391277544000,
362,377740,바이오노트,4765,2,-125,-2.56,485487018720,
363,381970,케이카,8930,2,-150,-1.65,435970172640,
364,383800,LX홀딩스,8370,2,-250,-2.9,638469375300,
365,403550,쏘카,12710,2,-520,-3.93,417420574420,
366,452260,한화갤러리아,2900,2,-110,-3.65,562192869000,
367,453340,현대그린푸드,16190,2,-530,-3.17,525714993530,
368,460860,동국제강,10720,2,-230,-2.1,531797942240,
369,484870,엠앤씨솔루션,74200,2,-600,-0.8,679219380000,
370,499790,GS피앤엘,42800,2,-700,-1.61,848759994800,
371,293480,하나제약,9370,2,-150,-1.58,166532504020,
372,298000,효성화학,38900,0,0,0.0,147501447900,
373,298690,에어부산,1718,2,-84,-4.66,200387520000,
374,308170,씨티알모빌리티,3780,2,-295,-7.24,32545800000,
375,317400,자이에스앤디,3630,2,-100,-2.68,140780547600,
376,339770,교촌에프앤비,4125,1,95,2.36,206105955000,
377,363280,티와이홀딩스,2070,2,-115,-5.26,94179479310,
378,372910,한컴라이프케어,2025,2,-35,-1.7,56040672150,
379,378850,화승알앤에이,3255,2,-120,-3.56,61824242865,
380,446070,유니드비티플러스,2365,2,-75,-3.07,25095523475,
381,460850,동국씨엠,5620,2,-30,-0.53,168030446720,
382,462520,조선내화,14280,2,-210,-1.45,169291799040,
383,465770,STX그린로지스,2845,2,-235,-7.63,20401586040,
384,475560,더본코리아,16740,2,-600,-3.46,248220217800,
385,480370,씨케이솔루션,1740,2,-124,-6.65,56517649920,
386,487570,HS효성,54100,2,-1700,-3.05,201572650700,
387,091810,트리니티항공,831,2,-44,-5.03,343177642035,
388,092220,KEC,4550,2,-415,-8.36,182694457400,
389,092230,KPX홀딩스,82900,2,-1400,-1.66,350223153400,
390,092440,기신정기,1954,2,-76,-3.74,57056800000,
391,092780,DYP,4895,2,-155,-3.07,64459611700,
392,093240,형지엘리트,679,2,-40,-5.56,41683985861,
393,094280,효성ITX,12360,1,80,0.65,142859352000,
394,095570,AJ네트웍스,4340,2,-110,-2.47,196396974060,
395,095720,웅진씽크빅,1416,2,-127,-8.23,80467152360,
396,096760,JW홀딩스,3700,2,-80,-2.12,273522285400,
397,100220,비상교육,5380,1,60,1.13,69922466580,
398,100250,진양홀딩스,2895,2,-35,-1.19,184990500000,
399,101140,인바이오젠,6950,2,-90,-1.28,69807301200,
400,101530,해태제과식품,6000,2,-200,-3.23,174700932000,
401,102260,동성케미컬,3780,2,-105,-2.7,191531053980,
402,102460,이연제약,10060,2,-190,-1.85,186983318660,
403,104700,한국철강,8450,2,-240,-2.76,308002500000,
404,105630,한세실업,8650,2,-210,-2.37,346000000000,
405,107590,미원홀딩스,57000,3,0,0.0,132240000000,
406,108670,LX하우시스,32100,2,-1300,-3.89,287862207000,
407,109070,주성코퍼레이션,1599,1,230,16.8,84443557770,
408,111110,호전실업,6690,2,-220,-3.18,60651540000,
409,111380,동인기연,12970,2,-420,-3.14,79480160000,
410,117580,대성에너지,7390,2,-170,-2.25,203225000000,
411,118000,메타케어,1340,2,-98,-6.82,23018166240,
412,119650,KC코트렐,918,0,0,0.0,100782913662,
413,120030,조선선재,89000,2,-1400,-1.55,111930939000,
