,Code,Name,Close,RateCode,STR_CMP_PRC,Rate,Marcap,IDX_ID
0,005930,삼성전자,268500,1,13000,5.09,1569725806248000,
1,000660,SK하이닉스,1611000,1,107000,7.11,1176823200015000,
2,402340,SK스퀘어,1116000,1,92000,8.98,147265558776000,
3,009150,삼성전기,1533000,1,198000,14.83,114505435968000,
4,005380,현대차,418500,1,9000,2.2,85691125071000,
5,373220,LG에너지솔루션,364000,1,5500,1.53,85176000000000,
6,207940,삼성바이오로직스,1557000,1,8000,0.52,72075010707000,
7,012450,한화에어로스페이스,1188000,1,32000,2.77,61257320388000,
8,028260,삼성물산,365000,1,7500,2.1,59191167065000,
9,032830,삼성생명,294000,2,-8500,-2.81,58800000000000,
10,105560,KB금융,166500,1,500,0.3,59055507711000,
11,000270,기아,137000,1,1400,1.03,53486580726000,
12,329180,HD현대중공업,497000,1,1000,0.2,52165728825000,
13,034020,두산에너빌리티,81200,1,900,1.12,52013565055200,
14,055550,신한지주,105800,1,2000,1.93,49667835286200,
15,068270,셀트리온,200500,2,-1500,-0.74,46639743788000,
16,012330,현대모비스,508000,1,9500,1.91,46092152164000,
17,034730,SK,557000,1,12000,2.2,40384005571000,
18,006400,삼성SDI,487000,1,1500,0.31,39245153110000,
19,035420,NAVER,226500,1,11000,5.1,35555423002500,
20,086790,하나금융지주,129800,1,1900,1.49,35612933690400,
21,066570,LG전자,205500,1,500,0.24,33472793109000,
22,010120,LS ELECTRIC,213000,1,4500,2.16,31950000000000,
23,267260,HD현대일렉트릭,786000,1,4000,0.51,28333048110000,
24,042660,한화오션,90200,1,100,0.11,27638488138800,
25,298040,효성중공업,2977000,1,85000,2.94,27759179396000,
26,000810,삼성화재,608000,2,-20000,-3.18,27145663584000,
27,009540,HD한국조선해양,374000,2,-6500,-1.71,26469145384000,
28,005490,POSCO홀딩스,323000,2,-2000,-0.62,25595013221000,
29,010130,고려아연,1217000,1,2000,0.16,25402403273000,
30,316140,우리금융지주,33200,1,200,0.61,24172577442400,
31,042700,한미반도체,225000,1,7500,3.45,21445245000000,
32,006800,미래에셋증권,37650,1,1150,3.15,21067693032000,
33,015760,한국전력,33000,2,-2450,-6.91,21184814541000,
34,000150,두산,1270000,1,16000,1.28,20566170450000,
35,096770,SK이노베이션,120800,2,-1600,-1.31,20421576790400,
36,051910,LG화학,275000,2,-500,-0.18,19412894325000,
37,017670,SK텔레콤,92100,1,4300,4.9,19782163881300,
38,011200,HMM,20900,2,-450,-2.11,19713673573000,
39,138040,메리츠금융지주,116500,2,-2500,-2.1,19495957304500,
40,010140,삼성중공업,21850,1,100,0.46,19228000000000,
41,018260,삼성에스디에스,238000,1,2500,1.06,18415916400000,
42,267250,HD현대,228500,2,-2000,-0.87,18049919922500,
43,033780,KT&G,174450,2,-2950,-1.66,18109734049200,
44,079550,LIG디펜스앤에어로스페이스,812000,1,24000,3.05,17864000000000,
45,035720,카카오,39800,1,250,0.63,17630646586000,
46,003550,LG,110700,1,1100,1.0,16736954842800,
47,064350,현대로템,146000,2,-500,-0.34,15934774778000,
48,024110,기업은행,20100,2,-50,-0.25,16028259966900,
49,010950,S-Oil,139700,2,-1800,-1.27,15727816042400,
50,086280,현대글로비스,204500,1,4800,2.4,15337500000000,
51,272210,한화시스템,78500,1,2900,3.84,14830172036500,
52,003670,포스코퓨처엠,166500,1,6500,4.06,14809545630000,
53,011070,LG이노텍,627000,1,23000,3.81,14839276089000,
54,278470,에이피알,395500,2,-1500,-0.38,14806790302500,
55,047810,한국항공우주,145800,1,1700,1.18,14211870600600,
56,030200,KT,53150,1,450,0.85,13394952557750,
57,000720,현대건설,113500,2,-300,-0.26,12638879327500,
58,307950,현대오토에버,454500,1,21500,4.97,12464199819000,
59,259960,크래프톤,232000,2,-3000,-1.28,10703977256000,
60,071050,한국금융지주,198500,2,-2000,-1.0,11061609412000,
