,Code,Name,Close,RateCode,STR_CMP_PRC,Rate,Marcap,IDX_ID
0,000660,SK하이닉스,2919000,1,155000,5.61,2080378203435000,
1,005930,삼성전자,353500,2,-500,-0.14,2066659487928000,
2,402340,SK스퀘어,1970000,1,190000,10.67,259958020420000,
3,009150,삼성전기,2228000,2,-42000,-1.85,166417554688000,
4,005380,현대차,581000,2,-32000,-5.22,118964262046000,
5,032830,삼성생명,450500,2,-46500,-9.36,90100000000000,
6,373220,LG에너지솔루션,385500,2,-19000,-4.7,90207000000000,
7,028260,삼성물산,520000,1,28500,5.8,84327142120000,
8,329180,HD현대중공업,636000,2,-31000,-4.65,66755339100000,
9,034020,두산에너빌리티,94200,2,-3700,-3.78,60340859953200,
10,207940,삼성바이오로직스,1295000,2,-79000,-5.75,59946781545000,
11,000270,기아,151400,2,-3500,-2.26,59108527897200,
12,012450,한화에어로스페이스,1125000,1,3000,0.27,58008826125000,
13,105560,KB금융,157000,2,-1300,-0.82,55685974238000,
14,034730,SK,730000,1,6000,0.83,52926973190000,
15,012330,현대모비스,569000,2,-43000,-7.03,51626839727000,
16,055550,신한지주,97500,2,-3400,-3.37,46278800197500,
17,006400,삼성SDI,533000,2,-22000,-3.96,42952087490000,
18,068270,셀트리온,168500,2,-1800,-1.06,37345221834000,
19,267260,HD현대일렉트릭,1033000,2,-45000,-4.17,37236690455000,
20,010120,LS ELECTRIC,245000,2,-14000,-5.41,36750000000000,
21,066570,LG전자,227500,1,16000,7.57,37056255145000,
22,042660,한화오션,116500,2,-11900,-9.27,35697160401000,
23,298040,효성중공업,3834000,2,-21000,-0.54,35750317032000,
24,035420,NAVER,222000,2,-7500,-3.27,34829062296000,
25,086790,하나금융지주,119700,2,-3800,-3.08,32841819435600,
26,000810,삼성화재,685000,2,-15000,-2.14,30583519005000,
27,042700,한미반도체,301500,1,6500,2.2,28736628300000,
28,009540,HD한국조선해양,397500,2,-21500,-5.13,28132313610000,
29,005490,POSCO홀딩스,346500,2,-10000,-2.81,27457189105500,
30,000150,두산,1631000,3,0,0.0,26412144885000,
31,011070,LG이노텍,1130000,2,-15000,-1.31,26743830910000,
32,006800,미래에셋증권,46100,2,-2650,-5.44,25796033168000,
33,015760,한국전력,38000,1,100,0.26,24394634926000,
34,010130,고려아연,1147000,2,-45000,-3.78,23941295443000,
35,010140,삼성중공업,26200,2,-1350,-4.9,23056000000000,
36,051910,LG화학,323000,2,-15000,-4.44,22801326789000,
37,064350,현대로템,203500,2,-3500,-1.69,22210456625500,
38,316140,우리금융지주,29850,2,-1200,-3.86,21912178152000,
39,017670,SK텔레콤,94200,2,-700,-0.74,20233222992600,
40,079550,LIG디펜스앤에어로스페이스,848000,2,-4000,-0.47,18656000000000,
41,033780,KT&G,174900,2,-5100,-2.83,18156448754400,
42,011200,HMM,19550,2,-600,-2.98,18440302313500,
43,138040,메리츠금융지주,105700,2,-2400,-2.22,17688606756100,
44,003670,포스코퓨처엠,192000,2,-7500,-3.76,17077674240000,
45,307950,현대오토에버,624000,2,-38000,-5.74,17112564768000,
46,267250,HD현대,224000,2,-6500,-2.82,17694451040000,
47,272210,한화시스템,89500,2,-1600,-1.76,16908285315500,
48,035720,카카오,36800,2,-950,-2.52,16293024611200,
49,003550,LG,109900,1,1000,0.92,16616001239600,
50,024110,기업은행,20550,2,-900,-4.2,16387101607950,
51,096770,SK이노베이션,100200,2,-2200,-2.15,16939089357600,
52,018260,삼성에스디에스,208500,2,-3500,-1.65,16133271300000,
53,086280,현대글로비스,204000,2,-18500,-8.31,15300000000000,
54,000720,현대건설,127800,2,-800,-0.62,14231266767000,
55,047810,한국항공우주,148600,1,2100,1.43,14484800900200,
56,278470,에이피알,373000,2,-12500,-3.24,13964431815000,
57,030200,KT,52300,2,-1000,-1.88,13180734125500,
58,071050,한국금융지주,221000,2,-10000,-4.33,12315444232000,
59,006260,LS,394000,2,-16000,-3.9,12292800000000,
60,010950,S-Oil,107000,1,1700,1.61,12046358744000,
61,005940,NH투자증권,30800,2,-1200,-3.75,10975406565200,
62,259960,크래프톤,225000,2,-16500,-6.83,10380823425000,
63,323410,카카오뱅크,21000,2,-1150,-5.19,10019529177000,
64,003490,대한항공,27050,2,-900,-3.22,9960368880050,
65,016360,삼성증권,114000,2,-4900,-4.12,10180200000000,
66,028050,삼성E&A,49900,1,1250,2.57,9780400000000,
67,0126Z0,삼성에피스홀딩스,412500,2,-16500,-3.85,10264257712500,
68,352820,하이브,213000,2,-10500,-4.7,9180779037000,
69,005830,DB손해보험,141300,2,-3600,-2.48,9255199313700,
70,047050,포스코인터내셔널,53200,2,-1800,-3.27,9359092321600,
71,443060,HD현대마린솔루션,209500,2,-15500,-6.89,9392609870000,
72,039490,키움증권,337000,2,-9000,-2.6,8838942492000,
73,007660,이수페타시스,117900,1,2800,2.43,8654946920100,
74,064400,LG씨엔에스,89500,1,3700,4.31,8671292346000,
75,047040,대우건설,21800,1,550,2.59,8957786508400,
76,353200,대덕전자,155000,2,-1300,-0.83,7659623375000,
77,161390,한국타이어앤테크놀로지,64500,2,-2200,-3.3,7989941950500,
78,003230,삼양식품,1070000,2,-33000,-2.99,8060326050000,
79,000880,한화,113000,2,-2200,-1.91,7967394847000,
80,180640,한진칼,113800,2,-7300,-6.03,7597547350200,
81,062040,산일전기,229500,2,-6000,-2.55,7026337575000,
82,001440,대한전선,37300,2,-950,-2.48,7310523830800,
83,000990,DB하이텍,174000,1,17900,11.47,7569798312000,
84,454910,두산로보틱스,100400,2,-1400,-1.38,6507925992000,
85,241560,두산밥캣,64600,2,-700,-1.07,6192301799000,
86,267270,HD건설기계,132500,2,-4200,-3.07,6349651352500,
87,009830,한화솔루션,37850,2,-200,-0.53,6506132487600,
88,078930,GS,67600,2,-2400,-3.43,6279735462000,
89,034220,LG디스플레이,12930,2,-640,-4.72,6465000000000,
90,004170,신세계,720000,1,9000,1.27,6800530320000,
91,326030,SK바이오팜,85500,2,-1500,-1.72,6695782875000,
92,377300,카카오페이,42250,2,-1750,-3.98,5714833231250,
93,036570,NC,260500,2,-16500,-5.96,5612217731000,
94,090430,아모레퍼시픽,100700,2,-3900,-3.73,5890220831300,
95,011790,SKC,119600,3,0,0.0,5931956440800,
96,000500,가온전선,338500,1,1000,0.3,5599844427500,
97,029780,삼성카드,46950,2,-2600,-5.25,5439574932450,
98,032640,LG유플러스,14480,2,-230,-1.56,6145713559360,
99,000100,유한양행,73400,2,-2700,-3.55,5846133913400,
100,021240,코웨이,86000,2,-1400,-1.6,6085998636000,
101,128940,한미약품,403500,2,-7500,-1.82,5169234868500,
102,138930,BNK금융지주,16950,2,-790,-4.45,5260043209350,
103,175330,JB금융지주,25200,2,-900,-3.45,4743990316800,
104,001040,CJ,168600,2,-9600,-5.39,4919241862800,
105,066970,엘앤에프,125700,2,-2900,-2.26,5099390435100,
106,023530,롯데쇼핑,177200,2,-2700,-1.5,5012767386000,
107,088980,맥쿼리인프라,10650,2,-50,-0.47,5100519225450,
108,271560,오리온,130100,2,-3900,-2.91,5143650773200,
109,336260,두산퓨얼셀,62800,2,-2200,-3.38,4113005992800,
110,052690,한전기술,115300,2,-8400,-6.79,4406766000000,
111,069960,현대백화점,196000,1,1300,0.67,4226722752000,
112,082740,한화엔진,56100,2,-4900,-8.03,4681384666200,
113,002380,KCC,517000,2,-7000,-1.34,4442527232000,
114,018880,한온시스템,4350,2,-165,-3.65,4464242101200,
115,004020,현대제철,31050,2,-1700,-5.19,4143491624250,
116,010060,OCI홀딩스,247000,2,-9500,-3.7,4611547304000,
117,088350,한화생명,5000,2,-220,-4.21,4342650000000,
118,450080,에코프로머티,51800,2,-1300,-2.45,3662550442600,
119,489790,한화비전,65700,2,-1700,-2.52,3317087223000,
120,051900,LG생활건강,226500,2,-9000,-3.82,3391955959500,
121,022100,포스코DX,25100,2,-2300,-8.39,3816071697900,
122,103590,일진전기,81300,2,-3100,-3.67,3876822207000,
123,012510,더존비즈온,119500,2,-500,-0.42,3480304018500,
124,085620,미래에셋생명,24200,5,-10350,-29.96,3271356000000,
125,375500,DL이앤씨,74000,1,100,0.14,2863328102000,
126,001720,신영증권,170500,2,-9100,-5.07,2803020000000,
127,111770,영원무역,72500,2,-5500,-7.05,3212581430000,
128,139130,iM금융지주,16480,2,-480,-2.83,2647093127840,
129,204320,HL만도,56900,2,-8400,-12.86,2671860128000,
130,251270,넷마블,38400,2,-2450,-6.0,3146287526400,
131,279570,케이뱅크,6280,2,-670,-9.64,2547765548280,
132,302440,SK바이오사이언스,36900,2,-1750,-4.53,2895046805700,
133,035250,강원랜드,14810,2,-460,-3.01,3168458805000,
134,036460,한국가스공사,33500,2,-900,-2.62,3092485500000,
135,097950,CJ제일제당,187800,2,-5500,-2.85,2827176130800,
136,011170,롯데케미칼,71600,2,-5100,-6.65,3062720000400,
137,011780,금호석유화학,120000,2,-5000,-4.0,3018879000000,
138,012750,에스원,69500,2,-1000,-1.42,2640942871000,
139,014680,한솔케미칼,283500,1,3000,1.07,3122156866500,
140,017800,현대엘리베이터,74500,2,-2100,-2.74,2912382682500,
141,028670,팬오션,4915,2,-265,-5.12,2627409151480,
142,031210,서울보증보험,43000,2,-1550,-3.48,3002328714000,
143,004800,효성,185200,2,-3600,-1.91,3100323376400,
144,005850,에스엘,63500,2,-2900,-4.37,2949481020000,
145,007810,코리아써키트,115600,2,-3500,-2.94,2772390872000,
146,009420,한올바이오파마,49550,2,-1250,-2.46,2588523612900,
147,001450,현대해상,36800,2,-1650,-4.29,3137135600000,
148,383220,F&F,75300,2,-6000,-7.38,2884522747500,
149,439260,대한조선,57800,2,-2800,-4.62,2201528594000,
150,001740,SK네트웍스,10150,2,-280,-2.68,2036027973350,
151,462870,시프트업,32300,2,-1000,-3.0,1894535182000,
152,483650,달바글로벌,200500,2,-13500,-6.31,2500067582500,
153,112610,씨에스윈드,43450,1,1000,2.36,1832347460350,
154,120110,코오롱인더,64500,1,900,1.42,1931519064000,
155,139480,이마트,82500,2,-3900,-4.51,2276655067500,
156,161890,한국콜마,85800,2,-700,-0.81,2025315606600,
157,281820,케이씨텍,94000,1,8700,10.2,1861074134000,
158,282330,BGF리테일,108000,2,-6700,-5.84,1866661848000,
159,051600,한전KPS,47450,2,-2250,-4.53,2135250000000,
160,071970,HD현대마린엔진,65200,2,-2200,-3.26,2211681474000,
161,081660,미스토홀딩스,38200,2,-2600,-6.37,2028108288000,
