,Code,Name,Close,RateCode,STR_CMP_PRC,Rate,Marcap,IDX_ID
0,005930,삼성전자,184100,2,-3800,-2.02,1089805341440200,
1,000660,SK하이닉스,909500,2,-20500,-2.2,648202800967500,
2,005380,현대차,517000,2,-4000,-0.77,105859765022000,
3,373220,LG에너지솔루션,371500,2,-12500,-3.26,86931000000000,
4,012450,한화에어로스페이스,1482000,1,17000,1.16,76416960282000,
5,207940,삼성바이오로직스,1595000,2,-30000,-1.85,73834066845000,
6,402340,SK스퀘어,534000,2,-20000,-3.61,70534519410000,
7,034020,두산에너빌리티,105900,1,2400,2.32,67835425361400,
8,000270,기아,164100,2,-2900,-1.74,64066772971800,
9,329180,HD현대중공업,593000,2,-11000,-1.82,62242006425000,
10,105560,KB금융,149000,2,-200,-0.13,55554717795000,
11,028260,삼성물산,281000,1,500,0.18,47763408864000,
12,068270,셀트리온,204500,2,-1500,-0.73,47249369374500,
13,055550,신한지주,90700,2,-1200,-1.31,43051150542700,
14,032830,삼성생명,210000,2,-8500,-3.89,42000000000000,
15,042660,한화오션,135100,2,-1600,-1.17,41396449529400,
16,006800,미래에셋증권,69500,2,-900,-1.28,39412458513000,
17,012330,현대모비스,403000,2,-11500,-2.77,36565230949000,
18,035420,NAVER,222500,1,500,0.23,34899711955000,
19,010130,고려아연,1631000,2,-43000,-2.57,34043812439000,
20,267260,HD현대일렉트릭,929000,2,-15000,-1.59,33487788415000,
21,006400,삼성SDI,388500,2,-11500,-2.88,31307478405000,
22,015760,한국전력,48550,1,950,2.0,31167355938350,
23,086790,하나금융지주,108400,2,-4100,-3.64,30170518237600,
24,009150,삼성전기,400500,1,1000,0.25,29914825248000,
25,009540,HD한국조선해양,413500,2,-11500,-2.71,29264683466000,
26,042700,한미반도체,305500,2,-11500,-3.63,29117877100000,
27,272210,한화시스템,143000,2,-9300,-6.11,27015472627000,
28,010140,삼성중공업,30700,2,-150,-0.49,27016000000000,
29,005490,POSCO홀딩스,337500,2,-10000,-2.88,27314871300000,
30,298040,효성중공업,2586000,1,25000,0.98,24113281128000,
31,034730,SK,329000,2,-7000,-2.08,23853389287000,
32,316140,우리금융지주,32075,2,-425,-1.31,23545497964000,
33,010120,LS ELECTRIC,746000,1,6000,0.81,22380000000000,
34,035720,카카오,50500,1,100,0.2,22359704614000,
35,000810,삼성화재,473500,2,-16500,-3.37,21786281892500,
36,064350,현대로템,196900,2,-9100,-4.42,21490117491700,
37,051910,LG화학,298000,2,-8000,-2.61,21036518214000,
38,267250,HD현대,263500,2,-13000,-4.7,20814677897500,
39,011200,HMM,21050,2,-600,-2.77,19855159268500,
40,138040,메리츠금융지주,111900,2,-1000,-0.89,19607316398700,
41,096770,SK이노베이션,112600,2,-9100,-7.48,19035343928800,
42,024110,기업은행,23050,2,-400,-1.71,18380666280450,
43,066570,LG전자,112900,2,-1100,-0.96,18389873092300,
44,000720,현대건설,162600,1,6900,4.43,18106447389000,
45,000150,두산,1101000,2,-42000,-3.67,17829412335000,
46,047810,한국항공우주,181000,1,1200,0.67,17642994367000,
47,033780,KT&G,152900,2,-2700,-1.74,17534059020500,
48,003670,포스코퓨처엠,191000,2,-19500,-9.26,16988728020000,
49,086280,현대글로비스,222000,2,-9000,-3.9,16650000000000,
50,017670,SK텔레콤,74800,2,-1400,-1.84,16066295964400,
51,079550,LIG넥스원,715000,2,-40000,-5.3,15730000000000,
52,352820,하이브,360000,1,5000,1.41,15504424560000,
53,030200,KT,59500,2,-2000,-3.25,14995290257500,
54,003550,LG,89800,2,-3000,-3.23,13849098333000,
55,0126Z0,삼성에피스홀딩스,532000,2,-10000,-1.85,13237782068000,
56,047050,포스코인터내셔널,73800,2,-5700,-7.17,12983101754400,
57,278470,에이피알,341000,1,18500,5.74,12764705855000,
58,071050,한국금융지주,217000,2,-10000,-4.41,12092540264000,
59,010950,S-Oil,108600,2,-9400,-7.97,12226491211200,
60,005830,DB손해보험,178100,1,100,0.06,12357290400000,
61,018260,삼성에스디에스,161200,2,-800,-0.49,12473301360000,
62,259960,크래프톤,244000,1,18000,7.96,11566720204000,
63,307950,현대오토에버,415000,1,8500,2.09,11380952530000,
64,005940,NH투자증권,31650,2,-900,-2.76,11278299278850,
65,039490,키움증권,423500,2,-26500,-5.89,11481994254500,
66,323410,카카오뱅크,23900,2,-850,-3.43,11401350094300,
67,000880,한화,122100,2,-6500,-5.05,9152461543500,
68,003490,대한항공,24400,1,150,0.62,8984584128400,
69,016360,삼성증권,95200,2,-800,-0.83,8501360000000,
70,003230,삼양식품,1084000,1,9000,0.84,8165788260000,
71,009830,한화솔루션,49200,2,-3800,-7.17,8457112771200,
72,377300,카카오페이,58700,2,-300,-0.51,7933379549000,
73,443060,HD현대마린솔루션,172300,2,-5800,-3.26,7724439020500,
74,180640,한진칼,115800,2,-7200,-5.85,7731071908200,
75,000100,유한양행,99400,2,-500,-0.5,7916971539400,
76,006260,LS,249000,2,-4000,-1.58,7893300000000,
77,007660,이수페타시스,108000,2,-800,-0.74,7928195652000,
78,090430,아모레퍼시픽,131900,1,1500,1.15,7715194912100,
