,Code,Name,Close,RateCode,STR_CMP_PRC,Rate,Marcap,IDX_ID
0,005930,삼성전자,188200,2,-3400,-1.77,1114075856920400,
1,000660,SK하이닉스,924000,2,-17000,-1.81,658536985260000,
2,005380,현대차,553000,1,5000,0.91,113231044598000,
3,373220,LG에너지솔루션,377500,1,6000,1.62,88335000000000,
4,012450,한화에어로스페이스,1481000,1,100000,7.24,76365396881000,
5,207940,삼성바이오로직스,1644000,2,-3000,-0.18,76102323444000,
6,402340,SK스퀘어,553000,2,-13000,-2.3,73044174595000,
7,000270,기아,167000,1,600,0.36,65198970666000,
8,034020,두산에너빌리티,98000,1,7500,8.29,62774992308000,
9,329180,HD현대중공업,554000,2,-5000,-0.89,58148518650000,
10,105560,KB금융,147400,2,-1600,-1.07,54958157067000,
11,068270,셀트리온,212500,1,1000,0.47,49097755462500,
12,028260,삼성물산,283500,2,-9500,-3.24,48188350224000,
13,055550,신한지주,91800,2,-1100,-1.18,43573270339800,
14,032830,삼성생명,210000,2,-4000,-1.87,42000000000000,
15,012330,현대모비스,444000,1,12000,2.78,40285266852000,
16,042660,한화오션,126700,1,4600,3.77,38822577019800,
17,006800,미래에셋증권,67100,1,1900,2.91,38051452751400,
18,010130,고려아연,1752000,2,-7000,-0.4,36569441688000,
19,035420,NAVER,222500,1,2500,1.14,34899711955000,
20,267260,HD현대일렉트릭,968000,2,-16000,-1.63,34893626680000,
21,006400,삼성SDI,410500,1,18000,4.59,33080360065000,
22,042700,한미반도체,333500,1,18500,5.87,31786618700000,
23,015760,한국전력,48800,1,600,1.24,31327846957600,
24,086790,하나금융지주,110300,2,-900,-0.81,30699337284200,
25,009150,삼성전기,404500,1,3000,0.75,30213600032000,
26,272210,한화시스템,158900,1,8100,5.37,30019290912100,
27,009540,HD한국조선해양,402000,2,-5000,-1.23,28450792632000,
28,005490,POSCO홀딩스,353500,1,7000,2.02,28609798532000,
29,034730,SK,358500,2,-1000,-0.28,25992219025500,
30,064350,현대로템,233000,1,7500,3.33,25430154269000,
31,010140,삼성중공업,27600,1,400,1.47,24288000000000,
32,316140,우리금융지주,33050,2,-700,-2.07,24261222376000,
33,035720,카카오,53600,1,2400,4.69,23723663858400,
34,051910,LG화학,326500,1,2000,0.62,23048399989500,
35,298040,효성중공업,2478000,2,-6000,-0.24,23106229944000,
36,000810,삼성화재,496500,1,5000,1.02,22844538457500,
37,267250,HD현대,279000,1,4000,1.45,22039070715000,
38,010120,LS ELECTRIC,704000,1,3000,0.43,21120000000000,
39,096770,SK이노베이션,124900,2,-1600,-1.26,21114693221200,
40,011200,HMM,21150,2,-100,-0.47,19949483065500,
41,138040,메리츠금융지주,114400,2,-1400,-1.21,20045370831200,
42,003670,포스코퓨처엠,215500,1,7500,3.61,19167910410000,
43,066570,LG전자,118000,1,2600,2.25,19220593666000,
44,024110,기업은행,23650,2,-150,-0.63,18859121801850,
45,079550,LIG넥스원,834000,1,71000,9.31,18348000000000,
46,033780,KT&G,154700,2,-1900,-1.21,18250986981500,
47,086280,현대글로비스,243500,2,-3000,-1.22,18262500000000,
48,047810,한국항공우주,183300,1,4300,2.4,17867187113100,
49,000720,현대건설,156800,1,12800,8.89,17460583952000,
50,000150,두산,1050000,2,-23000,-2.14,17003526750000,
51,017670,SK텔레콤,76500,2,-1400,-1.8,16431439054500,
52,352820,하이브,353000,1,10000,2.92,15196176627000,
53,010950,S-Oil,129700,2,-5000,-3.71,14601988122400,
54,030200,KT,59000,1,1200,2.08,14869279415000,
55,003550,LG,94000,2,-2800,-2.89,14496828990000,
56,0126Z0,삼성에피스홀딩스,544000,2,-17000,-3.03,13536378656000,
57,047050,포스코인터내셔널,73300,1,7300,11.06,12895140360400,
58,005830,DB손해보험,188400,2,-2200,-1.15,13071945600000,
59,071050,한국금융지주,230000,2,-500,-0.22,12816978160000,
60,018260,삼성에스디에스,163900,2,-3000,-1.8,12682221420000,
61,278470,에이피알,306000,1,23000,8.13,11454545430000,
62,005940,NH투자증권,32200,1,150,0.47,11474288681800,
63,039490,키움증권,435500,2,-5500,-1.25,11807340018500,
64,323410,카카오뱅크,24100,1,50,0.21,11496698631700,
65,307950,현대오토에버,409000,1,6500,1.61,11216408638000,
66,259960,크래프톤,226000,1,6000,2.73,10713437566000,
67,000880,한화,132600,1,4900,3.84,9939528261000,
68,003490,대한항공,24500,3,0,0.0,9021406194500,
69,009830,한화솔루션,51800,1,7400,16.67,8904033364800,
70,180640,한진칼,123700,1,2500,2.06,8258493912300,
71,007660,이수페타시스,114600,2,-1000,-0.87,8412696497400,
72,016360,삼성증권,95900,1,700,0.74,8563870000000,
73,377300,카카오페이,61600,1,2300,3.88,8325318232000,
74,326030,SK바이오팜,102900,2,-3700,-3.47,8058433425000,
75,000100,유한양행,99300,1,500,0.51,7909006779300,
76,003230,삼양식품,1058000,2,-2000,-0.19,7969929870000,
77,006260,LS,249000,2,-500,-0.2,7893300000000,
78,090430,아모레퍼시픽,131600,1,1400,1.08,7697647084400,
79,443060,HD현대마린솔루션,169000,2,-4100,-2.37,7576495615000,
80,161390,한국타이어앤테크놀로지,59300,2,-2400,-3.89,7345791591700,
81,128940,한미약품,516000,2,-3000,-0.58,6610471356000,
82,029780,삼성카드,59300,2,-200,-0.34,6870432236300,
83,028050,삼성E&A,33450,1,300,0.9,6556200000000,
84,032640,LG유플러스,15090,1,80,0.53,6486109876950,
85,267270,HD건설기계,126300,2,-300,-0.24,6059131103400,
86,011070,LG이노텍,270000,1,6500,2.47,6390118890000,
87,078930,GS,65600,2,-1000,-1.5,6095248796800,
88,064400,LG씨엔에스,64900,1,2200,3.51,6287898025200,
89,454910,두산로보틱스,91100,1,500,0.55,5905100178000,
90,241560,두산밥캣,59400,1,2200,3.85,5693850261000,
91,001440,대한전선,30250,1,1100,3.77,5640030825000,
92,034220,LG디스플레이,11960,1,330,2.84,5980000000000,
93,052690,한전기술,155400,1,9200,6.29,5939388000000,
94,138930,BNK금융지주,18420,2,-380,-2.02,5716223947860,
95,175330,JB금융지주,29400,1,150,0.51,5534655369600,
