,Code,Name,Close,RateCode,STR_CMP_PRC,Rate,Marcap,IDX_ID
0,005930,삼성전자,262500,1,55500,26.81,1534648134600000,
1,000660,SK하이닉스,1718000,4,396000,29.95,1254985883070000,
2,402340,SK스퀘어,1038000,4,239000,29.91,136972804668000,
3,009150,삼성전기,1142000,4,263000,29.92,85300200832000,
4,005380,현대차,388000,1,37000,10.54,79446013208000,
5,373220,LG에너지솔루션,328000,1,8000,2.5,76752000000000,
6,207940,삼성바이오로직스,1485000,2,-42000,-2.75,68742062235000,
7,032830,삼성생명,311500,1,47500,17.99,62300000000000,
8,105560,KB금융,168500,1,1100,0.66,59764883179000,
9,028260,삼성물산,351500,1,57500,19.56,57001904721500,
10,000270,기아,131900,1,11100,9.19,51495474436200,
11,329180,HD현대중공업,481000,1,33000,7.37,50486349225000,
12,012450,한화에어로스페이스,917000,1,52000,6.01,47283638717000,
13,055550,신한지주,100700,2,-100,-0.1,47273639067300,
14,034020,두산에너빌리티,67100,1,6900,11.46,42981652896600,
15,012330,현대모비스,476000,1,31000,6.97,43188709508000,
16,068270,셀트리온,186700,2,-3300,-1.74,43417776910200,
17,034730,SK,557000,1,88500,18.89,40384005571000,
18,086790,하나금융지주,125400,1,800,0.64,34405715599200,
19,035420,NAVER,208000,1,13300,6.83,32644402336000,
20,006400,삼성SDI,397000,1,38500,10.74,31992455410000,
21,000810,삼성화재,632000,1,14000,2.27,28217202936000,
22,010120,LS ELECTRIC,184800,1,34500,22.95,27720000000000,
23,009540,HD한국조선해양,384500,1,16000,4.34,27212263102000,
24,066570,LG전자,162100,1,14100,9.53,26403599819800,
25,042660,한화오션,85200,1,5900,7.44,26106421168800,
26,005490,POSCO홀딩스,312500,1,12000,3.99,24762977187500,
27,267260,HD현대일렉트릭,684000,1,101000,17.32,24656240340000,
28,316140,우리금융지주,33600,1,900,2.75,24463813315200,
29,298040,효성중공업,2417000,1,523000,27.61,22537432516000,
30,015760,한국전력,34800,1,1750,5.3,22340349879600,
31,010130,고려아연,999000,1,74000,8.0,20852096031000,
32,042700,한미반도체,214500,1,46900,27.98,20444466900000,
33,138040,메리츠금융지주,124000,2,-100,-0.08,20751061852000,
34,011200,HMM,20950,1,300,1.45,19760835471500,
35,006800,미래에셋증권,34550,1,4350,14.4,19333035704000,
36,000150,두산,1170000,4,270000,30.0,18946786950000,
37,010140,삼성중공업,21350,1,800,3.89,18788000000000,
38,096770,SK이노베이션,110500,2,-6100,-5.23,18680333074000,
39,051910,LG화학,258000,1,12500,5.09,18212824494000,
40,033780,KT&G,179100,2,-6700,-3.61,18592452669600,
41,017670,SK텔레콤,81400,1,3200,4.09,17483910314200,
42,024110,기업은행,20650,1,200,0.98,16466844194850,
43,035720,카카오,37400,1,1250,3.46,16567492018000,
44,018260,삼성에스디에스,206000,1,7300,3.67,15939826800000,
45,267250,HD현대,199600,1,5700,2.94,15767019766000,
46,079550,LIG디펜스앤에어로스페이스,699000,1,58000,9.05,15378000000000,
47,003550,LG,101100,1,4700,4.88,15285511604400,
48,086280,현대글로비스,200000,1,8300,4.33,15000000000000,
49,064350,현대로템,133700,1,13200,10.95,14592324574100,
50,010950,S-Oil,127300,2,-2800,-2.15,14331789421600,
51,030200,KT,51900,2,-900,-1.7,13079925451500,
52,047810,한국항공우주,127300,1,6600,5.47,12408581121100,
