,Code,Name,Close,RateCode,STR_CMP_PRC,Rate,Marcap,IDX_ID
0,005930,삼성전자,369000,1,6500,1.79,2157276806352000,
1,000660,SK하이닉스,2824000,1,139000,5.18,2012671478760000,
2,402340,SK스퀘어,1822000,1,122000,7.18,240428179292000,
3,009150,삼성전기,2314000,1,114000,5.18,172841212544000,
4,005380,현대차,601000,3,0,0.0,123059417366000,
5,032830,삼성생명,510000,1,41000,8.74,102000000000000,
6,373220,LG에너지솔루션,413000,1,13000,3.25,96642000000000,
7,028260,삼성물산,548000,1,62500,12.87,88867834388000,
8,329180,HD현대중공업,677000,2,-7000,-1.02,71058749325000,
9,207940,삼성바이오로직스,1416000,2,-14000,-0.98,65547986616000,
10,034020,두산에너빌리티,99800,1,200,0.2,63928002370800,
11,000270,기아,159000,1,200,0.13,62075666682000,
12,012450,한화에어로스페이스,1161000,2,-28000,-2.35,59865108561000,
13,105560,KB금융,163100,3,0,0.0,57849569415400,
14,012330,현대모비스,594000,2,-9000,-1.49,53895154302000,
15,034730,SK,737000,1,50000,7.28,53434492111000,
16,055550,신한지주,102900,1,2100,2.08,48841933746900,
17,006400,삼성SDI,555000,1,33000,6.32,44724969150000,
18,267260,HD현대일렉트릭,1128000,1,41000,3.77,40661168280000,
19,010120,LS ELECTRIC,266500,1,24500,10.12,39975000000000,
20,068270,셀트리온,172000,2,-1600,-0.92,38120938608000,
21,042660,한화오션,123400,2,-1700,-1.36,37811412819600,
22,035420,NAVER,238500,1,3500,1.49,37417708818000,
23,298040,효성중공업,3948000,1,255000,6.9,36813315504000,
24,066570,LG전자,222000,2,-6500,-2.84,36160389636000,
25,086790,하나금융지주,126100,3,0,0.0,34597773022800,
26,000810,삼성화재,717000,1,17000,2.43,32012238141000,
27,042700,한미반도체,328500,1,13000,4.12,31310057700000,
28,009540,HD한국조선해양,416500,2,-4500,-1.07,29477002814000,
29,011070,LG이노텍,1232000,2,-51000,-3.98,29157875824000,
30,005490,POSCO홀딩스,366500,2,-500,-0.14,29042019645500,
31,006800,미래에셋증권,49650,2,-1050,-2.07,27782495592000,
32,000150,두산,1668000,1,34000,2.08,27011316780000,
33,010130,고려아연,1203000,2,-6000,-0.5,25110181707000,
34,051910,LG화학,348500,1,6000,1.75,24601431535500,
35,015760,한국전력,38300,2,-1050,-2.67,24587224149100,
36,010140,삼성중공업,27750,1,50,0.18,24420000000000,
37,064350,현대로템,212000,1,500,0.24,23138166116000,
38,316140,우리금융지주,31650,1,100,0.32,23233515528000,
39,017670,SK텔레콤,95150,2,-750,-0.78,20437273542950,
40,011200,HMM,20050,2,-400,-1.96,18911921298500,
41,079550,LIG디펜스앤에어로스페이스,869000,2,-15000,-1.7,19118000000000,
42,138040,메리츠금융지주,111600,2,-600,-0.53,18675955666800,
43,003670,포스코퓨처엠,206000,1,4000,1.98,18322921320000,
44,033780,KT&G,179900,2,-500,-0.28,18675501034400,
45,267250,HD현대,237500,2,-1000,-0.42,18760857687500,
