Date,Close,UpDown,Comp,Change,Open,High,Low,Volume,Amount,MarCap
1997-01-03,653.79,1,2.57,0.0039000000000000003,647.67,655.7,635.41,13937510,170786000000,
1997-01-04,643.41,2,-10.38,-0.0159,653.02,653.02,641.98,14618800,197356000000,
1997-01-06,626.87,2,-16.54,-0.025699999999999997,637.98,637.98,625.01,17645690,217982000000,
1997-01-07,611.05,2,-15.82,-0.0252,622.45,627.61,609.12,24071630,313449000000,
1997-01-08,621.41,1,10.36,0.017,608.53,623.39,600.56,34222510,362709000000,
1997-01-09,639.87,1,18.46,0.0297,619.1,640.81,612.41,36051400,371079000000,
1997-01-10,648.69,1,8.82,0.0138,637.99,653.59,636.81,36472710,419360000000,
1997-01-11,659.54,1,10.85,0.0167,646.68,659.63,645.92,22414440,252476000000,
1997-01-13,659.54,3,0.0,0.0,659.81,664.95,655.74,28730330,380939000000,
1997-01-14,686.59,1,27.05,0.040999999999999995,656.67,687.66,656.67,36617480,513597000000,
1997-01-15,699.76,1,13.17,0.0192,690.18,699.76,686.02,42010730,607499000000,
1997-01-16,711.86,1,12.1,0.0173,701.64,711.96,694.39,47286410,660371000000,
1997-01-17,701.18,2,-10.68,-0.015,713.07,720.41,695.77,48243750,701998000000,
1997-01-18,694.23,2,-6.95,-0.009899999999999999,698.08,699.98,692.04,25295950,381788000000,
1997-01-20,718.46,1,24.23,0.0349,697.56,720.69,697.56,42987290,643921000000,
1997-01-21,690.54,2,-27.92,-0.038900000000000004,721.04,721.79,690.54,44300550,747866000000,
1997-01-22,678.94,2,-11.6,-0.0168,686.71,686.89,671.91,36682450,537907000000,
1997-01-23,676.91,2,-2.03,-0.003,679.34,685.14,672.73,31043840,477436000000,
1997-01-24,679.56,1,2.65,0.0039000000000000003,669.03,679.56,658.18,35494100,547327000000,
1997-01-25,685.11,1,5.55,0.008199999999999999,680.22,688.81,677.46,22399110,342400000000,
1997-01-27,664.7,2,-20.41,-0.0298,684.31,685.46,664.68,28327560,466646000000,
1997-01-28,662.85,2,-1.85,-0.0028000000000000004,661.66,677.63,653.42,30383240,457717000000,
1997-01-29,663.56,1,0.71,0.0011,663.33,672.9,654.95,30160950,461091000000,
1997-01-30,676.52,1,12.96,0.0195,663.65,679.04,662.27,28820590,457161000000,
1997-01-31,685.84,1,9.32,0.0138,678.19,687.99,678.17,31998970,532494000000,
1997-02-01,683.13,2,-2.71,-0.004,686.37,688.39,681.4,21512520,341017000000,
1997-02-03,687.25,1,4.12,0.006,682.26,696.21,681.01,27335400,479435000000,
1997-02-04,695.95,1,8.7,0.0127,687.84,696.24,687.84,33132180,509368000000,
1997-02-05,698.6,1,2.65,0.0038,698.18,708.2,697.95,38556710,587862000000,
1997-02-06,700.22,1,1.62,0.0023,698.54,704.44,693.82,34126380,518202000000,
1997-02-10,709.79,1,9.57,0.0137,701.43,709.8,701.43,29312050,474395000000,
1997-02-11,713.43,1,3.64,0.0051,711.11,713.88,707.86,41365900,626498000000,
1997-02-12,712.5,2,-0.93,-0.0013,714.82,715.87,708.72,35259480,555296000000,
1997-02-13,716.71,1,4.21,0.0059,713.64,726.13,713.64,49789820,788951000000,
1997-02-14,721.0,1,4.29,0.006,717.29,723.02,715.0,39067500,570001000000,
1997-02-15,722.32,1,1.32,0.0018,722.43,729.64,722.32,27110890,390050000000,
1997-02-17,712.93,2,-9.39,-0.013000000000000001,720.42,721.5,712.93,31516480,521235000000,
1997-02-18,706.94,2,-5.99,-0.0084,712.62,715.18,703.99,30438650,484972000000,
1997-02-19,713.67,1,6.73,0.0095,708.64,713.67,706.58,31110450,513266000000,
1997-02-20,711.13,2,-2.54,-0.0036,713.5,716.18,707.83,35039560,625952000000,
1997-02-21,686.72,2,-24.41,-0.034300000000000004,710.87,711.75,686.71,30801090,547211000000,
1997-02-22,681.24,2,-5.48,-0.008,683.43,683.43,672.72,19143600,344212000000,
1997-02-24,676.59,2,-4.65,-0.0068000000000000005,681.48,686.94,676.11,24088180,422656000000,
1997-02-25,682.81,1,6.22,0.0092,676.73,682.81,670.41,25335360,439316000000,
1997-02-26,679.71,2,-3.1,-0.0045000000000000005,683.59,691.27,679.66,29899960,560938000000,
1997-02-27,669.41,2,-10.3,-0.0152,678.11,679.8,668.71,30311880,499797000000,
1997-02-28,676.53,1,7.12,0.0106,669.01,679.07,664.75,37800720,632020000000,
1997-03-03,679.64,1,3.11,0.0046,677.18,684.44,677.18,26960120,475486000000,
1997-03-04,679.97,1,0.33,0.0005,679.51,683.32,675.82,28058680,508783000000,
1997-03-05,674.9,2,-5.07,-0.0075,680.48,684.55,673.63,38820400,683228000000,
1997-03-06,678.11,1,3.21,0.0048,675.25,685.95,675.25,41269280,645572000000,
1997-03-07,681.22,1,3.11,0.0046,679.83,685.26,679.83,37379080,705931000000,
1997-03-08,675.07,2,-6.15,-0.009000000000000001,681.97,684.92,675.07,23840980,471342000000,
1997-03-10,667.35,2,-7.72,-0.011399999999999999,673.91,674.29,667.29,29436530,518613000000,
1997-03-11,655.95,2,-11.4,-0.0171,665.83,665.83,654.92,29829510,506909000000,
1997-03-12,663.9,1,7.95,0.0121,655.76,663.9,655.07,29986420,515260000000,
1997-03-13,657.9,2,-6.0,-0.009000000000000001,663.91,666.26,656.86,32112300,554122000000,
1997-03-14,642.08,2,-15.82,-0.024,657.73,657.98,641.83,27608510,464349000000,
