Date,Close,UpDown,Comp,Change,Open,High,Low,Volume,Amount,MarCap
2003-01-02,635.17,1,7.62,0.0121,633.03,637.1,623.75,742864455,1353153550790,261857165110195.0
2003-01-03,661.1,1,25.93,0.0408,651.59,662.4,649.62,1005749532,2270513510940,272658428956945.0
2003-01-06,666.71,1,5.61,0.0085,665.1,667.71,657.61,721798375,1598625579510,274821496481790.0
2003-01-07,652.2,2,-14.51,-0.0218,679.0,679.3,652.14,690116512,1869970510665,268902265957030.0
2003-01-08,651.72,2,-0.48,-0.0007000000000000001,655.97,660.39,650.93,604873252,1488455704305,268712288402540.0
2003-01-09,630.4,2,-21.32,-0.0327,643.5,644.43,630.4,627178273,2270296486520,259200267891540.0
2003-01-10,628.36,2,-2.04,-0.0032,643.28,644.48,618.68,700708607,3980325252530,258347663106350.0
2003-01-13,648.06,1,19.7,0.031400000000000004,627.01,648.06,624.46,847846387,1689516574305,266407869480190.0
2003-01-14,650.05,1,1.99,0.0031,645.66,652.63,639.91,712860733,1708465953685,267141705378350.0
2003-01-15,648.29,2,-1.76,-0.0027,656.23,659.05,643.52,582278285,1853421723165,265382338679505.0
2003-01-16,648.69,1,0.4,0.0006,639.56,649.54,635.79,484260514,1643587520245,265591939258135.0
2003-01-17,636.46,2,-12.23,-0.0189,640.31,649.1,636.46,640387611,1574962248095,260664094357315.0
2003-01-20,634.5,2,-1.96,-0.0031,627.78,634.91,626.41,480825000,1167863187775,259850749140305.0
2003-01-21,632.86,2,-1.64,-0.0026,635.67,636.04,624.46,470957121,1355170058935,259172935302290.0
2003-01-22,622.49,2,-10.37,-0.016399999999999998,627.11,631.66,617.43,525275972,1475301765405,254816258988790.0
2003-01-23,625.18,1,2.69,0.0043,622.54,626.98,615.11,507648971,2006759617470,255960731702760.0
2003-01-24,609.43,2,-15.75,-0.0252,625.69,629.79,604.74,444638089,1667763622530,249723594292030.0
2003-01-27,593.09,2,-16.34,-0.0268,597.82,597.82,587.72,384229567,1349869081870,243156014929755.0
2003-01-28,600.56,1,7.47,0.0126,590.54,600.56,589.51,345205612,1090914534255,246314289215450.0
2003-01-29,583.35,2,-17.21,-0.0287,601.25,602.18,581.13,562754518,1530756042690,239261437911955.0
2003-01-30,591.86,1,8.51,0.0146,589.07,593.7,586.03,510747664,1199090244090,242755186791045.0
2003-02-03,600.41,1,8.55,0.0144,591.88,602.85,586.14,425272462,1150444279625,246315912461900.0
2003-02-04,603.78,1,3.37,0.005600000000000001,602.29,605.59,596.78,709178286,1548272554895,247674605479665.0
2003-02-05,600.68,2,-3.1,-0.0051,598.34,606.7,595.39,755849479,1294669127600,246393937736235.0
2003-02-06,589.5,2,-11.18,-0.018600000000000002,601.74,603.55,586.43,519869103,1472852170370,241761638022040.0
2003-02-07,577.48,2,-12.02,-0.0204,587.68,587.7,571.2,466702819,1517295411975,236782346133685.0
2003-02-10,577.25,2,-0.23,-0.0004,573.09,579.71,571.96,459064194,1322297200915,236692732878865.0
2003-02-11,575.98,2,-1.27,-0.0022,582.47,585.71,561.69,563284080,1735704497455,236208160069600.0
2003-02-12,583.29,1,7.31,0.0127,572.87,583.29,572.46,353607933,1267432702335,239245092552275.0
2003-02-13,575.67,2,-7.62,-0.0131,584.97,585.74,572.42,402030462,1468021802460,236098018111175.0
2003-02-14,575.24,2,-0.43,-0.0007000000000000001,574.89,577.09,567.46,533853401,1262039701440,235995637452225.0
2003-02-17,601.87,1,26.63,0.0463,590.39,602.23,588.22,648037802,1869225961550,246984268405965.0
2003-02-18,603.45,1,1.58,0.0026,602.57,606.4,593.76,547232428,1544323649670,247692915461040.0
2003-02-19,600.83,2,-2.62,-0.0043,613.15,616.79,600.51,531013525,1829206543110,246641344402250.0
2003-02-20,605.51,1,4.68,0.0078000000000000005,601.29,606.22,597.97,1035938366,1658592436380,248595811572775.0
2003-02-21,603.6,2,-1.91,-0.0032,605.26,605.26,597.04,798922851,1346814205965,247848951404320.0
2003-02-24,616.29,1,12.69,0.021,608.77,619.45,608.77,615301338,1653892081795,253003303621220.0
2003-02-25,592.25,2,-24.04,-0.039,604.67,605.34,592.25,524940140,1494289900390,243127138991595.0
2003-02-26,590.26,2,-1.99,-0.0034000000000000002,594.42,597.69,588.94,567686163,1278908082990,242315360092525.0
2003-02-27,582.46,2,-7.8,-0.0132,580.91,585.33,576.07,562681711,1400806842215,239261020810700.0
2003-02-28,575.43,2,-7.03,-0.0121,586.07,587.94,573.3,596286502,1220656353575,236338251586865.0
2003-03-03,590.04,1,14.61,0.0254,578.5,590.55,577.54,605605682,1436392755820,242390079510200.0
2003-03-04,576.58,2,-13.46,-0.022799999999999997,581.09,581.68,573.15,584630837,1167605903700,236845967324335.0
2003-03-05,560.26,2,-16.32,-0.028300000000000002,567.3,567.53,557.68,764029427,1596423125660,230133390055930.0
2003-03-06,555.33,2,-4.93,-0.0088,564.74,564.87,551.8,735616162,1452695928615,228095644447235.0
2003-03-07,546.02,2,-9.31,-0.0168,547.89,555.38,544.09,635049744,1457209430800,224774859182965.0
2003-03-10,544.24,2,-1.78,-0.0033,545.54,548.29,541.29,607064192,1131019290455,224111649427190.0
