Date,Close,UpDown,Comp,Change,Open,High,Low,Volume,Amount,MarCap
2024-01-02,2669.81,1,14.53,0.0055000000000000005,2645.47,2675.8,2641.88,409871688,9628190129018,2147223894556881.0
2024-01-03,2607.31,2,-62.5,-0.023399999999999997,2643.54,2643.72,2607.31,463131608,10121578328315,2096573473823721.0
2024-01-04,2587.02,2,-20.29,-0.0078000000000000005,2592.44,2602.64,2580.09,770176172,8992273956601,2081862659594752.0
2024-01-05,2578.08,2,-8.94,-0.0034999999999999996,2586.89,2592.29,2572.6,522289892,8384472928787,2075148802709824.0
2024-01-08,2567.82,2,-10.26,-0.004,2584.23,2591.68,2566.34,320143990,6763632029996,2067290656237408.0
2024-01-09,2561.24,2,-6.58,-0.0026,2598.31,2599.37,2556.0,791214273,8896714487368,2061575745648289.0
2024-01-10,2541.98,2,-19.26,-0.0075,2563.97,2568.19,2539.82,570021066,8795834820834,2045533566125824.0
2024-01-11,2540.27,2,-1.71,-0.0007000000000000001,2543.03,2557.3,2540.27,788422596,13669889824902,2043896294511727.0
2024-01-12,2525.05,2,-15.22,-0.006,2536.55,2543.83,2517.76,790177187,8368765827550,2047248114238733.0
2024-01-15,2525.99,1,0.94,0.0004,2525.69,2536.06,2515.84,802102006,8182706743844,2047779701417268.0
2024-01-16,2497.59,2,-28.4,-0.011200000000000002,2516.27,2524.35,2491.13,659578602,8828509480164,2024555060865416.0
2024-01-17,2435.9,2,-61.69,-0.024700000000000003,2501.23,2503.91,2435.34,965595357,11281597951689,1975074608228092.0
2024-01-18,2440.04,1,4.14,0.0017000000000000001,2439.96,2453.97,2429.12,571507487,8300177532644,1978349880698514.0
2024-01-19,2472.74,1,32.7,0.0134,2468.43,2479.0,2455.5,518806918,9174537029762,2005853267137231.0
2024-01-22,2464.35,2,-8.39,-0.0034000000000000002,2489.57,2490.69,2464.35,388045571,8419915774574,1999139797919650.0
2024-01-23,2478.61,1,14.26,0.0058,2478.32,2482.84,2464.24,472284165,8029400288499,2010744285970351.0
2024-01-24,2469.69,2,-8.92,-0.0036,2476.22,2476.22,2454.34,395463694,7446526589060,2003932327419686.0
2024-01-25,2470.34,1,0.65,0.0003,2467.73,2474.01,2452.36,357233504,8124338284896,2003599594512515.0
2024-01-26,2478.56,1,8.22,0.0033,2458.05,2502.61,2453.45,292662412,7144493302087,2009937343154269.0
2024-01-29,2500.65,1,22.09,0.0089,2490.93,2516.92,2483.81,427439639,8958520572993,2034462573480314.0
2024-01-30,2498.81,2,-1.84,-0.0007000000000000001,2523.68,2528.54,2498.81,481808939,8734431084623,2032788176215422.0
2024-01-31,2497.09,2,-1.72,-0.0007000000000000001,2487.9,2502.45,2486.97,454574443,9000429911787,2030032668710527.0
2024-02-01,2542.46,1,45.37,0.0182,2491.93,2542.46,2491.93,751074606,13462481624148,2067112301934090.0
2024-02-02,2615.31,1,72.85,0.0287,2559.4,2615.34,2559.39,596121129,14368149719486,2126219526202082.0
2024-02-05,2591.31,2,-24.0,-0.0092,2612.77,2612.77,2562.5,511677820,12476233311073,2107741572677307.0
2024-02-06,2576.2,2,-15.11,-0.0058,2584.2,2599.18,2563.87,411617635,10386506269960,2095645930554876.0
2024-02-07,2609.58,1,33.38,0.013000000000000001,2592.59,2625.24,2588.09,518182343,11491680255121,2123763208093908.0
2024-02-08,2620.32,1,10.74,0.0040999999999999995,2620.26,2629.51,2610.21,430009355,12493447627224,2132384707693318.0
2024-02-13,2649.64,1,29.32,0.011200000000000002,2644.17,2656.87,2640.96,559385295,13294428567621,2157419255239933.0
2024-02-14,2620.42,2,-29.22,-0.011000000000000001,2609.6,2627.31,2601.99,543525036,10107666432067,2134335214502237.0
2024-02-15,2613.8,2,-6.62,-0.0025,2643.81,2643.86,2613.8,621363093,10691023734593,2128007409746468.0
2024-02-16,2648.76,1,34.96,0.0134,2635.63,2648.76,2625.01,593841761,10221803977167,2156678843913596.0
2024-02-19,2680.26,1,31.5,0.011899999999999999,2653.12,2683.39,2653.12,422699048,9820891305363,2182000859841736.0
2024-02-20,2657.79,2,-22.47,-0.0084,2671.55,2673.84,2643.93,612668186,9999238286778,2164246683674156.0
2024-02-21,2653.31,2,-4.48,-0.0017000000000000001,2656.92,2670.95,2644.04,562144348,9150151196628,2160613141082502.0
2024-02-22,2664.27,1,10.96,0.0040999999999999995,2671.69,2671.69,2653.99,456396847,10278918996172,2169296821127555.0
2024-02-23,2667.7,1,3.43,0.0013,2681.03,2694.8,2665.21,415376166,10282074497042,2172012827862754.0
2024-02-26,2647.08,2,-20.62,-0.0077,2657.35,2659.6,2629.78,531661427,10950640820454,2154285533222444.0
2024-02-27,2625.05,2,-22.03,-0.0083,2654.76,2654.76,2619.38,574301706,12634501574691,2138605308580859.0
2024-02-28,2652.29,1,27.24,0.0104,2629.11,2657.32,2623.15,421552569,10266442750037,2160300898648426.0
2024-02-29,2642.36,2,-9.93,-0.0037,2643.48,2647.56,2628.62,496064469,12975398337140,2154501763495998.0
2024-03-04,2674.27,1,31.91,0.0121,2664.52,2682.8,2662.32,404014324,12680157695305,2180068721681928.0
2024-03-05,2649.4,2,-24.87,-0.009300000000000001,2660.8,2684.83,2649.35,457237152,12207053152140,2159737907605954.0
2024-03-06,2641.49,2,-7.91,-0.003,2638.84,2649.78,2630.16,378993989,10533005950271,2152385363230447.0
2024-03-07,2647.62,1,6.13,0.0023,2653.98,2660.26,2633.57,462910823,10871921043030,2157093122013549.0
2024-03-08,2680.35,1,32.73,0.0124,2676.79,2688.0,2668.38,454259855,11479440624975,2183434413990576.0
2024-03-11,2659.84,2,-20.51,-0.0077,2665.58,2677.21,2658.74,391384816,8856058910332,2165991239911813.0
2024-03-12,2681.81,1,21.97,0.0083,2673.47,2686.14,2659.72,403969278,9731030845026,2183694627398137.0
2024-03-13,2693.57,1,11.76,0.0044,2694.71,2701.45,2679.54,498759769,10957571435594,2193638398555053.0
2024-03-14,2718.76,1,25.19,0.009399999999999999,2698.37,2718.76,2696.31,609288045,14142602900461,2214176883564676.0
2024-03-15,2666.84,2,-51.92,-0.0191,2701.91,2705.59,2666.84,584947718,13235768120641,2171246910784166.0
2024-03-18,2685.84,1,19.0,0.0070999999999999995,2678.52,2688.07,2665.28,408182483,9523805666900,2186414425213829.0
2024-03-19,2656.17,2,-29.67,-0.011000000000000001,2673.57,2673.57,2645.14,695865617,10702804612977,2162284635365968.0
2024-03-20,2690.14,1,33.97,0.0128,2680.7,2692.52,2674.09,720451805,12739395278981,2190991693310006.0
2024-03-21,2754.86,1,64.72,0.0241,2731.18,2755.45,2724.25,825226939,14013557214292,2244169943853590.0
2024-03-22,2748.56,2,-6.3,-0.0023,2751.15,2763.06,2738.18,509545275,11532687277699,2240018470676891.0
2024-03-25,2737.57,2,-10.99,-0.004,2756.59,2763.63,2731.7,489620187,9979717463873,2230450709812806.0
2024-03-26,2757.09,1,19.52,0.0070999999999999995,2756.42,2779.4,2752.27,448300913,12188273305400,2248074960180936.0
2024-03-27,2755.11,2,-1.98,-0.0007000000000000001,2745.0,2762.03,2745.0,510644016,12461944297042,2246759368908432.0
2024-03-28,2745.82,2,-9.29,-0.0034000000000000002,2753.22,2756.86,2742.68,419277948,11925008942773,2239561710047378.0
2024-03-29,2746.63,1,0.81,0.0003,2757.27,2757.55,2739.12,495495575,11190102648960,2240537707931380.0
2024-04-01,2747.86,1,1.23,0.0004,2766.24,2769.87,2747.4,397600506,10066834746484,2241082877779755.0
2024-04-02,2753.16,1,5.3,0.0019,2744.15,2760.33,2737.19,630392908,13116888253006,2247045532300401.0
2024-04-03,2706.97,2,-46.19,-0.0168,2730.68,2732.29,2706.97,640806255,13257039663440,2209038426589524.0
2024-04-04,2742.0,1,35.03,0.0129,2738.24,2746.39,2727.1,477952756,11978193544511,2238039850882680.0
2024-04-05,2714.21,2,-27.79,-0.0101,2713.96,2730.47,2705.31,621030559,11293864180906,2215451533029409.0
2024-04-08,2717.65,1,3.44,0.0013,2718.76,2725.58,2706.74,620652526,10560913230739,2218358194498119.0
2024-04-09,2705.16,2,-12.49,-0.0046,2733.23,2741.23,2703.96,470183666,10037704753832,2207593683288588.0
2024-04-11,2706.96,1,1.8,0.0007000000000000001,2665.4,2718.07,2661.92,561333352,12789892903761,2209845127261173.0
2024-04-12,2681.82,2,-25.14,-0.009300000000000001,2710.89,2712.45,2678.21,514575252,11903471260891,2189191729846839.0
2024-04-15,2670.43,2,-11.39,-0.0042,2661.36,2673.26,2641.16,561950019,10506647345531,2179146668534823.0
2024-04-16,2609.63,2,-60.8,-0.022799999999999997,2644.17,2647.6,2601.45,570212078,12257738700180,2129095533863437.0
2024-04-17,2584.18,2,-25.45,-0.0098,2619.15,2626.63,2584.18,414348111,9779317782734,2108636206256260.0
2024-04-18,2634.7,1,50.52,0.0195,2595.46,2642.03,2593.26,478786204,10571079673653,2148591606593171.0
